,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,20365,6210365,6210365,15.0
1,20366,6210366,6210366,7.0
2,20367,6210367,6210367,10.0
3,20368,6210368,6210368,7.0
4,20369,6210369,6210369,7.0
5,20370,6210370,6210370,7.0
6,20371,6210371,6210371,7.0
7,20372,6210372,6210372,7.0
8,20373,6210373,6210373,12.0
9,20374,6210374,6210374,12.0
10,20375,6210375,6210375,12.0
11,20376,6210376,6210376,12.0
12,20377,6210377,6210377,12.0
13,20378,6210378,6210378,12.0
14,20379,6210379,6210379,12.0
15,20380,6210380,6210380,12.0
16,20381,6210381,6210381,17.0
17,20382,6210382,6210382,17.0
18,20383,6210383,6210383,17.0
19,20384,6210384,6210384,17.0
20,20385,6210385,6210385,18.0
21,20386,6210386,6210386,17.0
22,20387,6210387,6210387,17.0
23,20388,6210388,6210388,17.0
24,20389,6210389,6210389,17.0
25,20390,6210390,6210390,17.0
26,20391,6210391,6210391,17.0
27,20392,6210392,6210392,17.0
28,20393,6210393,6210393,18.0
29,20394,6210394,6210394,18.0
30,20395,6210395,6210395,17.0
31,20396,6210396,6210396,17.0
32,20397,6210397,6210397,17.0
33,20398,6210398,6210398,17.0
34,20399,6210399,6210399,18.0
35,20400,6210400,6210400,18.0
36,20401,6210401,6210401,18.0
37,20402,6210402,6210402,17.0
38,20403,6210403,6210403,18.0
39,20404,6210404,6210404,17.0
40,20405,6210405,6210405,17.0
41,20406,6210406,6210406,18.0
42,20407,6210407,6210407,18.0
43,20408,6210408,6210408,7.0
44,20409,6210409,6210409,7.0
45,20410,6210410,6210410,7.0
46,20411,6210411,6210411,7.0
47,20412,6210412,6210412,106.0
48,20413,6210413,6210413,5.0
49,20414,6210414,6210414,85.0
50,20415,6210415,6210415,139.0
51,20416,6210416,6210416,87.0
52,20417,6210417,6210417,38.0
53,20418,6210418,6210418,45.0
54,20419,6210419,6210419,97.0
55,20420,6210420,6210420,107.0
56,20421,6210421,6210421,64.0
57,20422,6210422,6210422,32.0
58,20423,6210423,6210423,65.0
59,20424,6210424,6210424,100.0
60,20425,6210425,6210425,82.0
61,20426,6210426,6210426,51.0
62,20427,6210427,6210427,45.0
63,20428,6210428,6210428,84.0
64,20429,6210429,6210429,8.0
65,20430,6210430,6210430,7.0
66,20431,6210431,6210431,7.0
67,20432,6210432,6210432,101.0
68,20433,6210433,6210433,30.0
69,20434,6210434,6210434,87.0
70,20435,6210435,6210435,91.0
71,20436,6210436,6210436,80.0
72,20437,6210437,6210437,18.0
73,20438,6210438,6210438,18.0
74,20439,6210439,6210439,18.0
75,20440,6210440,6210440,17.0
76,20441,6210441,6210441,17.0
77,20442,6210442,6210442,18.0
78,20443,6210443,6210443,17.0
79,20444,6210444,6210444,18.0
80,20445,6210445,6210445,17.0
81,20446,6210446,6210446,17.0
82,20447,6210447,6210447,17.0
83,20448,6210448,6210448,17.0
84,20449,6210449,6210449,7.0
85,20450,6210450,6210450,7.0
86,20451,6210451,6210451,7.0
87,20452,6210452,6210452,7.0
88,20453,6210453,6210453,109.0
89,20454,6210454,6210454,43.0
90,20455,6210455,6210455,122.0
91,20456,6210456,6210456,113.0
92,20457,6210457,6210457,73.0
93,20458,6210458,6210458,52.0
94,20459,6210459,6210459,86.0
95,20460,6210460,6210460,98.0
96,20461,6210461,6210461,89.0
97,20462,6210462,6210462,67.0
98,20463,6210463,6210463,68.0
99,20464,6210464,6210464,86.0
100,20465,6210465,6210465,88.0
101,20466,6210466,6210466,79.0
102,20467,6210467,6210467,69.0
103,20468,6210468,6210468,89.0
104,20469,6210469,6210469,88.0
105,20470,6210470,6210470,66.0
106,20471,6210471,6210471,7.0
107,20472,6210472,6210472,7.0
108,20473,6210473,6210473,98.0
109,20474,6210474,6210474,95.0
110,20475,6210475,6210475,104.0
111,20476,6210476,6210476,64.0
112,20477,6210477,6210477,66.0
113,20478,6210478,6210478,91.0
114,20479,6210479,6210479,110.0
115,20480,6210480,6210480,72.0
116,20481,6210481,6210481,61.0
117,20482,6210482,6210482,76.0
118,20483,6210483,6210483,101.0
119,20484,6210484,6210484,104.0
120,20485,6210485,6210485,70.0
121,20486,6210486,6210486,69.0
122,20487,6210487,6210487,92.0
123,20488,6210488,6210488,102.0
124,20489,6210489,6210489,82.0
125,20490,6210490,6210490,20.0
126,20491,6210491,6210491,7.0
127,20492,6210492,6210492,17.0
128,20493,6210493,6210493,17.0
129,20494,6210494,6210494,17.0
130,20495,6210495,6210495,17.0
131,20496,6210496,6210496,17.0
132,20497,6210497,6210497,17.0
133,20498,6210498,6210498,17.0
134,20499,6210499,6210499,17.0
135,20500,6210500,6210500,17.0
136,20501,6210501,6210501,17.0
137,20502,6210502,6210502,17.0
138,20503,6210503,6210503,17.0
139,20504,6210504,6210504,17.0
140,20505,6210505,6210505,7.0
141,20506,6210506,6210506,7.0
142,20507,6210507,6210507,7.0
143,20508,6210508,6210508,7.0
144,20509,6210509,6210509,152.0
145,20510,6210510,6210510,59.0
146,20511,6210511,6210511,129.0
147,20512,6210512,6210512,106.0
148,20513,6210513,6210513,96.0
149,20514,6210514,6210514,106.0
150,20515,6210515,6210515,97.0
151,20516,6210516,6210516,107.0
152,20517,6210517,6210517,74.0
153,20518,6210518,6210518,105.0
154,20519,6210519,6210519,130.0
155,20520,6210520,6210520,102.0
156,20521,6210521,6210521,71.0
157,20522,6210522,6210522,121.0
158,20523,6210523,6210523,113.0
159,20524,6210524,6210524,106.0
160,20525,6210525,6210525,94.0
161,20526,6210526,6210526,7.0
162,20527,6210527,6210527,7.0
163,20528,6210528,6210528,7.0
164,20529,6210529,6210529,142.0
165,20530,6210530,6210530,77.0
166,20531,6210531,6210531,105.0
167,20532,6210532,6210532,109.0
168,20533,6210533,6210533,124.0
169,20534,6210534,6210534,79.0
170,20535,6210535,6210535,111.0
171,20536,6210536,6210536,124.0
172,20537,6210537,6210537,118.0
173,20538,6210538,6210538,89.0
174,20539,6210539,6210539,103.0
175,20540,6210540,6210540,102.0
176,20541,6210541,6210541,129.0
177,20542,6210542,6210542,110.0
178,20543,6210543,6210543,76.0
179,20544,6210544,6210544,105.0
180,20545,6210545,6210545,145.0
181,20546,6210546,6210546,17.0
182,20547,6210547,6210547,7.0
183,20548,6210548,6210548,7.0
184,20549,6210549,6210549,115.0
185,20550,6210550,6210550,116.0
186,20551,6210551,6210551,144.0
187,20552,6210552,6210552,95.0
188,20553,6210553,6210553,106.0
189,20554,6210554,6210554,109.0
190,20555,6210555,6210555,91.0
191,20556,6210556,6210556,94.0
192,20557,6210557,6210557,92.0
193,20558,6210558,6210558,131.0
194,20559,6210559,6210559,106.0
195,20560,6210560,6210560,69.0
196,20561,6210561,6210561,121.0
197,20562,6210562,6210562,144.0
198,20563,6210563,6210563,90.0
199,20564,6210564,6210564,97.0
200,20565,6210565,6210565,110.0
201,20566,6210566,6210566,106.0
202,20567,6210567,6210567,7.0
203,20568,6210568,6210568,7.0
204,20569,6210569,6210569,46.0
205,20570,6210570,6210570,213.0
206,20571,6210571,6210571,111.0
207,20572,6210572,6210572,48.0
208,20573,6210573,6210573,17.0
209,20574,6210574,6210574,17.0
210,20575,6210575,6210575,17.0
211,20576,6210576,6210576,17.0
212,20577,6210577,6210577,17.0
213,20578,6210578,6210578,17.0
214,20579,6210579,6210579,17.0
215,20580,6210580,6210580,17.0
216,20581,6210581,6210581,17.0
217,20582,6210582,6210582,7.0
218,20583,6210583,6210583,7.0
219,20584,6210584,6210584,7.0
220,20585,6210585,6210585,7.0
221,20586,6210586,6210586,98.0
222,20587,6210587,6210587,225.0
223,20588,6210588,6210588,140.0
224,20589,6210589,6210589,53.0
225,20590,6210590,6210590,116.0
226,20591,6210591,6210591,166.0
227,20592,6210592,6210592,98.0
228,20593,6210593,6210593,119.0
229,20594,6210594,6210594,139.0
230,20595,6210595,6210595,160.0
231,20596,6210596,6210596,94.0
232,20597,6210597,6210597,113.0
233,20598,6210598,6210598,129.0
234,20599,6210599,6210599,131.0
235,20600,6210600,6210600,116.0
236,20601,6210601,6210601,138.0
237,20602,6210602,6210602,75.0
238,20603,6210603,6210603,110.0
239,20604,6210604,6210604,7.0
240,20605,6210605,6210605,7.0
241,20606,6210606,6210606,78.0
242,20607,6210607,6210607,225.0
243,20608,6210608,6210608,113.0
244,20609,6210609,6210609,117.0
245,20610,6210610,6210610,102.0
246,20611,6210611,6210611,154.0
247,20612,6210612,6210612,118.0
248,20613,6210613,6210613,146.0
249,20614,6210614,6210614,90.0
250,20615,6210615,6210615,119.0
251,20616,6210616,6210616,148.0
252,20617,6210617,6210617,130.0
253,20618,6210618,6210618,133.0
254,20619,6210619,6210619,110.0
255,20620,6210620,6210620,106.0
256,20621,6210621,6210621,112.0
257,20622,6210622,6210622,143.0
258,20623,6210623,6210623,147.0
259,20624,6210624,6210624,6.0
260,20625,6210625,6210625,7.0
261,20626,6210626,6210626,38.0
262,20627,6210627,6210627,318.0
263,20628,6210628,6210628,76.0
264,20629,6210629,6210629,111.0
265,20630,6210630,6210630,142.0
266,20631,6210631,6210631,128.0
267,20632,6210632,6210632,126.0
268,20633,6210633,6210633,119.0
269,20634,6210634,6210634,115.0
270,20635,6210635,6210635,138.0
271,20636,6210636,6210636,139.0
272,20637,6210637,6210637,146.0
273,20638,6210638,6210638,122.0
274,20639,6210639,6210639,106.0
275,20640,6210640,6210640,117.0
276,20641,6210641,6210641,130.0
277,20642,6210642,6210642,153.0
278,20643,6210643,6210643,40.0
279,20644,6210644,6210644,17.0
280,20645,6210645,6210645,17.0
281,20646,6210646,6210646,17.0
282,20647,6210647,6210647,17.0
