,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,2572,1207572,1207572,12.0
1,2573,1207573,1207573,11.0
2,2574,1207574,1207574,12.0
3,2575,1207575,1207575,12.0
4,2576,1207576,1207576,11.0
5,2577,1207577,1207577,12.0
6,2578,1207578,1207578,12.0
7,2579,1207579,1207579,12.0
8,2580,1207580,1207580,17.0
9,2581,1207581,1207581,17.0
10,2582,1207582,1207582,17.0
11,2583,1207583,1207583,17.0
12,2584,1207584,1207584,17.0
13,2585,1207585,1207585,17.0
14,2586,1207586,1207586,17.0
15,2587,1207587,1207587,17.0
16,2588,1207588,1207588,17.0
17,2589,1207589,1207589,17.0
18,2590,1207590,1207590,17.0
19,2591,1207591,1207591,17.0
20,2592,1207592,1207592,16.0
21,2593,1207593,1207593,17.0
22,2594,1207594,1207594,16.0
23,2595,1207595,1207595,17.0
24,2596,1207596,1207596,17.0
25,2597,1207597,1207597,17.0
26,2598,1207598,1207598,17.0
27,2599,1207599,1207599,17.0
28,2600,1207600,1207600,17.0
29,2601,1207601,1207601,17.0
30,2602,1207602,1207602,17.0
31,2603,1207603,1207603,17.0
32,2604,1207604,1207604,17.0
33,2605,1207605,1207605,17.0
34,2606,1207606,1207606,17.0
35,2607,1207607,1207607,17.0
36,2608,1207608,1207608,6.0
37,2609,1207609,1207609,6.0
38,2610,1207610,1207610,6.0
39,2611,1207611,1207611,6.0
40,2612,1207612,1207612,82.0
41,2613,1207613,1207613,149.0
42,2614,1207614,1207614,113.0
43,2615,1207615,1207615,73.0
44,2616,1207616,1207616,52.0
45,2617,1207617,1207617,120.0
46,2618,1207618,1207618,180.0
47,2619,1207619,1207619,116.0
48,2620,1207620,1207620,146.0
49,2621,1207621,1207621,114.0
50,2622,1207622,1207622,102.0
51,2623,1207623,1207623,57.0
52,2624,1207624,1207624,95.0
53,2625,1207625,1207625,76.0
54,2626,1207626,1207626,126.0
55,2627,1207627,1207627,126.0
56,2628,1207628,1207628,111.0
57,2629,1207629,1207629,33.0
58,2630,1207630,1207630,6.0
59,2631,1207631,1207631,7.0
60,2632,1207632,1207632,82.0
61,2633,1207633,1207633,77.0
62,2634,1207634,1207634,97.0
63,2635,1207635,1207635,95.0
64,2636,1207636,1207636,83.0
65,2637,1207637,1207637,108.0
66,2638,1207638,1207638,123.0
67,2639,1207639,1207639,113.0
68,2640,1207640,1207640,81.0
69,2641,1207641,1207641,91.0
70,2642,1207642,1207642,104.0
71,2643,1207643,1207643,103.0
72,2644,1207644,1207644,95.0
73,2645,1207645,1207645,101.0
74,2646,1207646,1207646,108.0
75,2647,1207647,1207647,109.0
76,2648,1207648,1207648,100.0
77,2649,1207649,1207649,93.0
78,2650,1207650,1207650,6.0
79,2651,1207651,1207651,6.0
80,2652,1207652,1207652,74.0
81,2653,1207653,1207653,82.0
82,2654,1207654,1207654,172.0
83,2655,1207655,1207655,118.0
84,2656,1207656,1207656,128.0
85,2657,1207657,1207657,101.0
86,2658,1207658,1207658,109.0
87,2659,1207659,1207659,107.0
88,2660,1207660,1207660,107.0
89,2661,1207661,1207661,101.0
90,2662,1207662,1207662,120.0
91,2663,1207663,1207663,120.0
92,2664,1207664,1207664,109.0
93,2665,1207665,1207665,94.0
94,2666,1207666,1207666,112.0
95,2667,1207667,1207667,83.0
96,2668,1207668,1207668,80.0
97,2669,1207669,1207669,139.0
98,2670,1207670,1207670,6.0
99,2671,1207671,1207671,6.0
100,2672,1207672,1207672,76.0
101,2673,1207673,1207673,148.0
102,2674,1207674,1207674,99.0
103,2675,1207675,1207675,119.0
104,2676,1207676,1207676,115.0
105,2677,1207677,1207677,104.0
106,2678,1207678,1207678,110.0
107,2679,1207679,1207679,108.0
108,2680,1207680,1207680,109.0
109,2681,1207681,1207681,98.0
110,2682,1207682,1207682,99.0
111,2683,1207683,1207683,121.0
112,2684,1207684,1207684,94.0
113,2685,1207685,1207685,78.0
114,2686,1207686,1207686,86.0
115,2687,1207687,1207687,101.0
116,2688,1207688,1207688,117.0
117,2689,1207689,1207689,97.0
118,2690,1207690,1207690,6.0
119,2691,1207691,1207691,6.0
120,2692,1207692,1207692,51.0
121,2693,1207693,1207693,206.0
122,2694,1207694,1207694,108.0
123,2695,1207695,1207695,59.0
124,2696,1207696,1207696,99.0
125,2697,1207697,1207697,59.0
126,2698,1207698,1207698,113.0
127,2699,1207699,1207699,120.0
128,2700,1207700,1207700,106.0
129,2701,1207701,1207701,135.0
130,2702,1207702,1207702,140.0
131,2703,1207703,1207703,111.0
132,2704,1207704,1207704,104.0
133,2705,1207705,1207705,99.0
134,2706,1207706,1207706,86.0
135,2707,1207707,1207707,90.0
136,2708,1207708,1207708,145.0
137,2709,1207709,1207709,101.0
138,2710,1207710,1207710,6.0
139,2711,1207711,1207711,6.0
140,2712,1207712,1207712,25.0
141,2713,1207713,1207713,195.0
142,2714,1207714,1207714,112.0
143,2715,1207715,1207715,97.0
144,2716,1207716,1207716,92.0
145,2717,1207717,1207717,84.0
146,2718,1207718,1207718,103.0
147,2719,1207719,1207719,53.0
148,2720,1207720,1207720,92.0
149,2721,1207721,1207721,134.0
150,2722,1207722,1207722,116.0
151,2723,1207723,1207723,109.0
152,2724,1207724,1207724,66.0
153,2725,1207725,1207725,88.0
154,2726,1207726,1207726,93.0
155,2727,1207727,1207727,78.0
156,2728,1207728,1207728,93.0
157,2729,1207729,1207729,98.0
158,2730,1207730,1207730,6.0
159,2731,1207731,1207731,6.0
160,2732,1207732,1207732,7.0
161,2733,1207733,1207733,172.0
162,2734,1207734,1207734,76.0
163,2735,1207735,1207735,114.0
164,2736,1207736,1207736,97.0
165,2737,1207737,1207737,102.0
166,2738,1207738,1207738,134.0
167,2739,1207739,1207739,71.0
168,2740,1207740,1207740,118.0
169,2741,1207741,1207741,112.0
170,2742,1207742,1207742,84.0
171,2743,1207743,1207743,116.0
172,2744,1207744,1207744,85.0
173,2745,1207745,1207745,88.0
174,2746,1207746,1207746,90.0
175,2747,1207747,1207747,112.0
176,2748,1207748,1207748,106.0
177,2749,1207749,1207749,96.0
178,2750,1207750,1207750,6.0
179,2751,1207751,1207751,6.0
180,2752,1207752,1207752,6.0
181,2753,1207753,1207753,171.0
182,2754,1207754,1207754,118.0
183,2755,1207755,1207755,116.0
184,2756,1207756,1207756,93.0
185,2757,1207757,1207757,105.0
186,2758,1207758,1207758,98.0
187,2759,1207759,1207759,97.0
188,2760,1207760,1207760,118.0
189,2761,1207761,1207761,99.0
190,2762,1207762,1207762,106.0
191,2763,1207763,1207763,149.0
192,2764,1207764,1207764,117.0
193,2765,1207765,1207765,116.0
194,2766,1207766,1207766,103.0
195,2767,1207767,1207767,105.0
196,2768,1207768,1207768,55.0
197,2769,1207769,1207769,113.0
198,2770,1207770,1207770,6.0
199,2771,1207771,1207771,6.0
200,2772,1207772,1207772,6.0
201,2773,1207773,1207773,123.0
202,2774,1207774,1207774,32.0
203,2775,1207775,1207775,128.0
204,2776,1207776,1207776,120.0
205,2777,1207777,1207777,132.0
206,2778,1207778,1207778,124.0
207,2779,1207779,1207779,123.0
208,2780,1207780,1207780,110.0
209,2781,1207781,1207781,89.0
210,2782,1207782,1207782,102.0
211,2783,1207783,1207783,65.0
212,2784,1207784,1207784,93.0
213,2785,1207785,1207785,97.0
214,2786,1207786,1207786,102.0
215,2787,1207787,1207787,112.0
216,2788,1207788,1207788,128.0
217,2789,1207789,1207789,98.0
218,2790,1207790,1207790,14.0
219,2791,1207791,1207791,6.0
220,2792,1207792,1207792,6.0
221,2793,1207793,1207793,87.0
222,2794,1207794,1207794,111.0
223,2795,1207795,1207795,117.0
224,2796,1207796,1207796,121.0
225,2797,1207797,1207797,97.0
226,2798,1207798,1207798,98.0
227,2799,1207799,1207799,91.0
228,2800,1207800,1207800,82.0
229,2801,1207801,1207801,87.0
230,2802,1207802,1207802,101.0
231,2803,1207803,1207803,83.0
232,2804,1207804,1207804,90.0
233,2805,1207805,1207805,103.0
234,2806,1207806,1207806,67.0
235,2807,1207807,1207807,120.0
236,2808,1207808,1207808,110.0
237,2809,1207809,1207809,88.0
238,2810,1207810,1207810,25.0
239,2811,1207811,1207811,6.0
240,2812,1207812,1207812,6.0
241,2813,1207813,1207813,73.0
242,2814,1207814,1207814,91.0
243,2815,1207815,1207815,97.0
244,2816,1207816,1207816,62.0
245,2817,1207817,1207817,98.0
246,2818,1207818,1207818,93.0
247,2819,1207819,1207819,119.0
248,2820,1207820,1207820,123.0
249,2821,1207821,1207821,121.0
250,2822,1207822,1207822,107.0
251,2823,1207823,1207823,94.0
252,2824,1207824,1207824,95.0
253,2825,1207825,1207825,86.0
254,2826,1207826,1207826,86.0
255,2827,1207827,1207827,131.0
256,2828,1207828,1207828,116.0
257,2829,1207829,1207829,109.0
258,2830,1207830,1207830,123.0
259,2831,1207831,1207831,6.0
260,2832,1207832,1207832,6.0
261,2833,1207833,1207833,18.0
262,2834,1207834,1207834,160.0
263,2835,1207835,1207835,79.0
264,2836,1207836,1207836,97.0
265,2837,1207837,1207837,140.0
266,2838,1207838,1207838,86.0
267,2839,1207839,1207839,128.0
268,2840,1207840,1207840,135.0
269,2841,1207841,1207841,87.0
270,2842,1207842,1207842,136.0
271,2843,1207843,1207843,99.0
272,2844,1207844,1207844,108.0
273,2845,1207845,1207845,91.0
274,2846,1207846,1207846,123.0
275,2847,1207847,1207847,111.0
276,2848,1207848,1207848,120.0
277,2849,1207849,1207849,110.0
278,2850,1207850,1207850,105.0
279,2851,1207851,1207851,6.0
280,2852,1207852,1207852,6.0
281,2853,1207853,1207853,12.0
282,2854,1207854,1207854,144.0
283,2855,1207855,1207855,86.0
284,2856,1207856,1207856,102.0
285,2857,1207857,1207857,103.0
286,2858,1207858,1207858,100.0
287,2859,1207859,1207859,66.0
288,2860,1207860,1207860,106.0
289,2861,1207861,1207861,114.0
290,2862,1207862,1207862,119.0
291,2863,1207863,1207863,103.0
292,2864,1207864,1207864,86.0
293,2865,1207865,1207865,123.0
294,2866,1207866,1207866,148.0
295,2867,1207867,1207867,128.0
296,2868,1207868,1207868,133.0
297,2869,1207869,1207869,127.0
298,2870,1207870,1207870,124.0
299,2871,1207871,1207871,6.0
300,2872,1207872,1207872,6.0
301,2873,1207873,1207873,6.0
302,2874,1207874,1207874,152.0
303,2875,1207875,1207875,94.0
304,2876,1207876,1207876,133.0
305,2877,1207877,1207877,138.0
306,2878,1207878,1207878,119.0
307,2879,1207879,1207879,77.0
308,2880,1207880,1207880,77.0
309,2881,1207881,1207881,115.0
310,2882,1207882,1207882,85.0
311,2883,1207883,1207883,115.0
312,2884,1207884,1207884,136.0
313,2885,1207885,1207885,99.0
314,2886,1207886,1207886,77.0
315,2887,1207887,1207887,132.0
316,2888,1207888,1207888,86.0
317,2889,1207889,1207889,95.0
318,2890,1207890,1207890,127.0
319,2891,1207891,1207891,6.0
320,2892,1207892,1207892,6.0
321,2893,1207893,1207893,6.0
322,2894,1207894,1207894,6.0
323,2895,1207895,1207895,6.0
324,2896,1207896,1207896,19.0
325,2897,1207897,1207897,211.0
326,2898,1207898,1207898,100.0
327,2899,1207899,1207899,81.0
328,2900,1207900,1207900,87.0
329,2901,1207901,1207901,114.0
330,2902,1207902,1207902,105.0
331,2903,1207903,1207903,101.0
332,2904,1207904,1207904,108.0
333,2905,1207905,1207905,103.0
334,2906,1207906,1207906,95.0
335,2907,1207907,1207907,104.0
336,2908,1207908,1207908,112.0
337,2909,1207909,1207909,143.0
338,2910,1207910,1207910,111.0
339,2911,1207911,1207911,90.0
340,2912,1207912,1207912,128.0
341,2913,1207913,1207913,103.0
342,2914,1207914,1207914,6.0
343,2915,1207915,1207915,5.0
344,2916,1207916,1207916,13.0
345,2917,1207917,1207917,184.0
346,2918,1207918,1207918,96.0
347,2919,1207919,1207919,82.0
348,2920,1207920,1207920,138.0
349,2921,1207921,1207921,98.0
350,2922,1207922,1207922,69.0
351,2923,1207923,1207923,117.0
352,2924,1207924,1207924,62.0
