,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,81864,3181864,3181864,46.0
1,81865,3181865,3181865,8.0
2,81866,3181866,3181866,7.0
3,81867,3181867,3181867,7.0
4,81868,3181868,3181868,7.0
5,81869,3181869,3181869,7.0
6,81870,3181870,3181870,7.0
7,81871,3181871,3181871,7.0
8,81872,3181872,3181872,8.0
9,81873,3181873,3181873,13.0
10,81874,3181874,3181874,13.0
11,81875,3181875,3181875,12.0
12,81876,3181876,3181876,13.0
13,81877,3181877,3181877,12.0
14,81878,3181878,3181878,12.0
15,81879,3181879,3181879,12.0
16,81880,3181880,3181880,12.0
17,81881,3181881,3181881,17.0
18,81882,3181882,3181882,17.0
19,81883,3181883,3181883,18.0
20,81884,3181884,3181884,18.0
21,81885,3181885,3181885,18.0
22,81886,3181886,3181886,18.0
23,81887,3181887,3181887,18.0
24,81888,3181888,3181888,18.0
25,81889,3181889,3181889,18.0
26,81890,3181890,3181890,17.0
27,81891,3181891,3181891,17.0
28,81892,3181892,3181892,17.0
29,81893,3181893,3181893,18.0
30,81894,3181894,3181894,17.0
31,81895,3181895,3181895,17.0
32,81896,3181896,3181896,18.0
33,81897,3181897,3181897,17.0
34,81898,3181898,3181898,17.0
35,81899,3181899,3181899,17.0
36,81900,3181900,3181900,17.0
37,81901,3181901,3181901,17.0
38,81902,3181902,3181902,17.0
39,81903,3181903,3181903,17.0
40,81904,3181904,3181904,17.0
41,81905,3181905,3181905,17.0
42,81906,3181906,3181906,18.0
43,81907,3181907,3181907,18.0
44,81908,3181908,3181908,18.0
45,81909,3181909,3181909,17.0
46,81910,3181910,3181910,17.0
47,81911,3181911,3181911,18.0
48,81912,3181912,3181912,18.0
49,81913,3181913,3181913,17.0
50,81914,3181914,3181914,7.0
51,81915,3181915,3181915,7.0
52,81916,3181916,3181916,7.0
53,81917,3181917,3181917,7.0
54,81918,3181918,3181918,126.0
55,81919,3181919,3181919,20.0
56,81920,3181920,3181920,88.0
57,81921,3181921,3181921,176.0
58,81922,3181922,3181922,100.0
59,81923,3181923,3181923,68.0
60,81924,3181924,3181924,65.0
61,81925,3181925,3181925,88.0
62,81926,3181926,3181926,118.0
63,81927,3181927,3181927,114.0
64,81928,3181928,3181928,73.0
65,81929,3181929,3181929,87.0
66,81930,3181930,3181930,82.0
67,81931,3181931,3181931,107.0
68,81932,3181932,3181932,101.0
69,81933,3181933,3181933,93.0
70,81934,3181934,3181934,83.0
71,81935,3181935,3181935,16.0
72,81936,3181936,3181936,16.0
73,81937,3181937,3181937,17.0
74,81938,3181938,3181938,17.0
75,81939,3181939,3181939,17.0
76,81940,3181940,3181940,17.0
77,81941,3181941,3181941,17.0
78,81942,3181942,3181942,17.0
79,81943,3181943,3181943,17.0
80,81944,3181944,3181944,17.0
81,81945,3181945,3181945,18.0
82,81946,3181946,3181946,17.0
83,81947,3181947,3181947,18.0
84,81948,3181948,3181948,18.0
85,81949,3181949,3181949,17.0
86,81950,3181950,3181950,18.0
87,81951,3181951,3181951,7.0
88,81952,3181952,3181952,7.0
89,81953,3181953,3181953,7.0
90,81954,3181954,3181954,7.0
91,81955,3181955,3181955,97.0
92,81956,3181956,3181956,167.0
93,81957,3181957,3181957,174.0
94,81958,3181958,3181958,118.0
95,81959,3181959,3181959,82.0
96,81960,3181960,3181960,105.0
97,81961,3181961,3181961,143.0
98,81962,3181962,3181962,146.0
99,81963,3181963,3181963,138.0
100,81964,3181964,3181964,120.0
101,81965,3181965,3181965,109.0
102,81966,3181966,3181966,99.0
103,81967,3181967,3181967,110.0
104,81968,3181968,3181968,109.0
105,81969,3181969,3181969,106.0
106,81970,3181970,3181970,120.0
107,81971,3181971,3181971,97.0
108,81972,3181972,3181972,150.0
109,81973,3181973,3181973,18.0
110,81974,3181974,3181974,17.0
111,81975,3181975,3181975,17.0
112,81976,3181976,3181976,17.0
