,Unnamed: 0,dishwasher
3355556,3355556,25.0
3355557,3355557,21.0
3355558,3355558,13.0
3355559,3355559,13.0
3355560,3355560,13.0
3355561,3355561,12.0
3355562,3355562,12.0
3355563,3355563,13.0
3355564,3355564,13.0
3355565,3355565,13.0
3355566,3355566,13.0
3355567,3355567,13.0
3355568,3355568,14.0
3355569,3355569,13.0
3355570,3355570,14.0
3355571,3355571,14.0
3355572,3355572,14.0
3355573,3355573,15.0
3355574,3355574,15.0
3355575,3355575,15.0
3355576,3355576,16.0
3355577,3355577,16.0
3355578,3355578,16.0
3355579,3355579,17.0
3355580,3355580,17.0
3355581,3355581,17.0
3355582,3355582,17.0
3355583,3355583,17.0
3355584,3355584,15.0
3355585,3355585,14.0
3355586,3355586,13.0
3355587,3355587,13.0
3355588,3355588,13.0
3355589,3355589,12.0
3355590,3355590,12.0
3355591,3355591,13.0
3355592,3355592,13.0
3355593,3355593,13.0
3355594,3355594,13.0
3355595,3355595,14.0
3355596,3355596,14.0
3355597,3355597,14.0
3355598,3355598,15.0
3355599,3355599,15.0
3355600,3355600,15.0
3355601,3355601,16.0
3355602,3355602,16.0
3355603,3355603,16.0
3355604,3355604,17.0
3355605,3355605,17.0
3355606,3355606,16.0
3355607,3355607,17.0
3355608,3355608,16.0
3355609,3355609,16.0
3355610,3355610,15.0
3355611,3355611,15.0
3355612,3355612,14.0
3355613,3355613,14.0
3355614,3355614,13.0
3355615,3355615,13.0
3355616,3355616,13.0
3355617,3355617,13.0
3355618,3355618,13.0
3355619,3355619,13.0
3355620,3355620,13.0
3355621,3355621,14.0
3355622,3355622,14.0
3355623,3355623,14.0
3355624,3355624,15.0
3355625,3355625,16.0
3355626,3355626,16.0
3355627,3355627,16.0
3355628,3355628,16.0
3355629,3355629,17.0
3355630,3355630,17.0
3355631,3355631,16.0
3355632,3355632,16.0
3355633,3355633,16.0
3355634,3355634,14.0
3355635,3355635,13.0
3355636,3355636,12.0
3355637,3355637,12.0
3355638,3355638,12.0
3355639,3355639,13.0
3355640,3355640,13.0
3355641,3355641,13.0
3355642,3355642,13.0
3355643,3355643,13.0
3355644,3355644,14.0
3355645,3355645,14.0
3355646,3355646,15.0
3355647,3355647,15.0
3355648,3355648,15.0
3355649,3355649,16.0
3355650,3355650,16.0
3355651,3355651,16.0
3355652,3355652,16.0
3355653,3355653,17.0
3355654,3355654,15.0
3355655,3355655,15.0
3355656,3355656,14.0
3355657,3355657,13.0
3355658,3355658,12.0
3355659,3355659,13.0
3355660,3355660,13.0
3355661,3355661,13.0
3355662,3355662,13.0
3355663,3355663,13.0
3355664,3355664,14.0
3355665,3355665,14.0
3355666,3355666,15.0
3355667,3355667,15.0
3355668,3355668,15.0
3355669,3355669,15.0
3355670,3355670,16.0
3355671,3355671,16.0
3355672,3355672,17.0
3355673,3355673,16.0
3355674,3355674,3.0
3355675,3355675,3.0
3355676,3355676,3.0
3355677,3355677,3.0
3355678,3355678,3.0
3355679,3355679,3.0
3355680,3355680,3.0
3355681,3355681,3.0
3355682,3355682,3.0
3355683,3355683,3.0
3355684,3355684,3.0
3355685,3355685,3.0
3355686,3355686,3.0
3355687,3355687,3.0
3355688,3355688,7.0
3355689,3355689,7.0
3355690,3355690,7.0
3355691,3355691,7.0
3355692,3355692,7.0
3355693,3355693,7.0
3355694,3355694,7.0
3355695,3355695,7.0
3355696,3355696,7.0
3355697,3355697,7.0
3355698,3355698,7.0
3355699,3355699,7.0
3355700,3355700,7.0
3355701,3355701,7.0
3355702,3355702,7.0
3355703,3355703,7.0
3355704,3355704,7.0
3355705,3355705,7.0
3355706,3355706,7.0
3355707,3355707,7.0
3355708,3355708,7.0
3355709,3355709,7.0
3355710,3355710,7.0
3355711,3355711,7.0
3355712,3355712,7.0
3355713,3355713,7.0
3355714,3355714,7.0
3355715,3355715,7.0
3355716,3355716,7.0
3355717,3355717,7.0
3355718,3355718,7.0
3355719,3355719,7.0
3355720,3355720,7.0
3355721,3355721,7.0
3355722,3355722,7.0
3355723,3355723,7.0
3355724,3355724,7.0
3355725,3355725,7.0
3355726,3355726,7.0
3355727,3355727,7.0
3355728,3355728,7.0
3355729,3355729,7.0
3355730,3355730,7.0
3355731,3355731,7.0
3355732,3355732,7.0
3355733,3355733,7.0
3355734,3355734,7.0
3355735,3355735,7.0
3355736,3355736,7.0
3355737,3355737,7.0
3355738,3355738,7.0
3355739,3355739,7.0
3355740,3355740,7.0
3355741,3355741,7.0
3355742,3355742,7.0
3355743,3355743,7.0
3355744,3355744,7.0
3355745,3355745,7.0
3355746,3355746,7.0
3355747,3355747,7.0
3355748,3355748,7.0
3355749,3355749,7.0
3355750,3355750,7.0
3355751,3355751,7.0
3355752,3355752,7.0
3355753,3355753,7.0
3355754,3355754,7.0
3355755,3355755,7.0
3355756,3355756,7.0
3355757,3355757,7.0
3355758,3355758,7.0
3355759,3355759,7.0
3355760,3355760,7.0
3355761,3355761,7.0
3355762,3355762,7.0
3355763,3355763,7.0
3355764,3355764,7.0
3355765,3355765,3.0
3355766,3355766,3.0
3355767,3355767,2.0
3355768,3355768,3.0
3355769,3355769,3.0
3355770,3355770,3.0
3355771,3355771,3.0
3355772,3355772,3.0
3355773,3355773,3.0
3355774,3355774,3.0
3355775,3355775,3.0
3355776,3355776,3.0
3355777,3355777,3.0
3355778,3355778,3.0
3355779,3355779,3.0
3355780,3355780,3.0
3355781,3355781,2.0
3355782,3355782,3.0
3355783,3355783,3.0
3355784,3355784,3.0
3355785,3355785,3.0
3355786,3355786,3.0
3355787,3355787,3.0
3355788,3355788,165.0
3355789,3355789,163.0
3355790,3355790,125.0
3355791,3355791,131.0
3355792,3355792,133.0
3355793,3355793,130.0
3355794,3355794,127.0
3355795,3355795,130.0
3355796,3355796,132.0
3355797,3355797,136.0
3355798,3355798,143.0
3355799,3355799,147.0
3355800,3355800,147.0
3355801,3355801,143.0
3355802,3355802,147.0
3355803,3355803,141.0
3355804,3355804,137.0
3355805,3355805,143.0
3355806,3355806,141.0
3355807,3355807,132.0
3355808,3355808,138.0
3355809,3355809,135.0
3355810,3355810,138.0
3355811,3355811,137.0
3355812,3355812,136.0
3355813,3355813,139.0
3355814,3355814,135.0
3355815,3355815,141.0
3355816,3355816,138.0
3355817,3355817,134.0
3355818,3355818,142.0
3355819,3355819,133.0
3355820,3355820,136.0
3355821,3355821,140.0
3355822,3355822,135.0
3355823,3355823,139.0
3355824,3355824,134.0
3355825,3355825,137.0
3355826,3355826,134.0
3355827,3355827,137.0
3355828,3355828,134.0
3355829,3355829,136.0
3355830,3355830,135.0
3355831,3355831,135.0
3355832,3355832,133.0
3355833,3355833,131.0
3355834,3355834,129.0
3355835,3355835,134.0
3355836,3355836,129.0
3355837,3355837,130.0
3355838,3355838,133.0
3355839,3355839,134.0
3355840,3355840,133.0
3355841,3355841,132.0
3355842,3355842,141.0
3355843,3355843,135.0
3355844,3355844,135.0
3355845,3355845,133.0
3355846,3355846,132.0
3355847,3355847,132.0
3355848,3355848,140.0
3355849,3355849,133.0
3355850,3355850,131.0
3355851,3355851,134.0
3355852,3355852,135.0
3355853,3355853,131.0
3355854,3355854,137.0
3355855,3355855,132.0
3355856,3355856,133.0
3355857,3355857,132.0
3355858,3355858,128.0
3355859,3355859,128.0
3355860,3355860,131.0
3355861,3355861,131.0
3355862,3355862,132.0
3355863,3355863,126.0
3355864,3355864,133.0
3355865,3355865,129.0
3355866,3355866,131.0
3355867,3355867,131.0
3355868,3355868,137.0
3355869,3355869,128.0
3355870,3355870,130.0
3355871,3355871,135.0
3355872,3355872,129.0
3355873,3355873,130.0
3355874,3355874,132.0
3355875,3355875,129.0
3355876,3355876,129.0
3355877,3355877,129.0
3355878,3355878,130.0
3355879,3355879,130.0
3355880,3355880,130.0
3355881,3355881,132.0
3355882,3355882,128.0
3355883,3355883,138.0
3355884,3355884,128.0
3355885,3355885,134.0
3355886,3355886,131.0
