,Unnamed: 0,dishwasher
4915968,4915968,3.0
4915969,4915969,14.0
4915970,4915970,14.0
4915971,4915971,15.0
4915972,4915972,15.0
4915973,4915973,15.0
4915974,4915974,15.0
4915975,4915975,15.0
4915976,4915976,16.0
4915977,4915977,16.0
4915978,4915978,16.0
4915979,4915979,16.0
4915980,4915980,16.0
4915981,4915981,16.0
4915982,4915982,16.0
4915983,4915983,16.0
4915984,4915984,16.0
4915985,4915985,17.0
4915986,4915986,16.0
4915987,4915987,16.0
4915988,4915988,17.0
4915989,4915989,16.0
4915990,4915990,17.0
4915991,4915991,16.0
4915992,4915992,16.0
4915993,4915993,17.0
4915994,4915994,17.0
4915995,4915995,17.0
4915996,4915996,17.0
4915997,4915997,17.0
4915998,4915998,18.0
4915999,4915999,17.0
4916000,4916000,17.0
4916001,4916001,17.0
4916002,4916002,17.0
4916003,4916003,17.0
4916004,4916004,17.0
4916005,4916005,16.0
4916006,4916006,17.0
4916007,4916007,16.0
4916008,4916008,16.0
4916009,4916009,16.0
4916010,4916010,16.0
4916011,4916011,15.0
4916012,4916012,15.0
4916013,4916013,15.0
4916014,4916014,15.0
4916015,4916015,15.0
4916016,4916016,15.0
4916017,4916017,15.0
4916018,4916018,15.0
4916019,4916019,14.0
4916020,4916020,13.0
4916021,4916021,13.0
4916022,4916022,13.0
4916023,4916023,13.0
4916024,4916024,13.0
4916025,4916025,13.0
4916026,4916026,12.0
4916027,4916027,12.0
4916028,4916028,12.0
4916029,4916029,13.0
4916030,4916030,12.0
4916031,4916031,12.0
4916032,4916032,12.0
4916033,4916033,12.0
4916034,4916034,12.0
4916035,4916035,12.0
4916036,4916036,13.0
4916037,4916037,13.0
4916038,4916038,13.0
4916039,4916039,13.0
4916040,4916040,12.0
4916041,4916041,13.0
4916042,4916042,13.0
4916043,4916043,14.0
4916044,4916044,14.0
4916045,4916045,16.0
4916046,4916046,16.0
4916047,4916047,18.0
4916048,4916048,17.0
4916049,4916049,18.0
4916050,4916050,17.0
4916051,4916051,17.0
4916052,4916052,17.0
4916053,4916053,17.0
4916054,4916054,18.0
4916055,4916055,18.0
4916056,4916056,17.0
4916057,4916057,17.0
4916058,4916058,16.0
4916059,4916059,17.0
4916060,4916060,16.0
4916061,4916061,16.0
4916062,4916062,15.0
4916063,4916063,15.0
4916064,4916064,15.0
4916065,4916065,15.0
4916066,4916066,15.0
4916067,4916067,14.0
4916068,4916068,14.0
4916069,4916069,13.0
4916070,4916070,13.0
4916071,4916071,13.0
4916072,4916072,13.0
4916073,4916073,13.0
4916074,4916074,13.0
4916075,4916075,13.0
4916076,4916076,12.0
4916077,4916077,13.0
4916078,4916078,12.0
4916079,4916079,12.0
4916080,4916080,12.0
4916081,4916081,13.0
4916082,4916082,12.0
4916083,4916083,13.0
4916084,4916084,12.0
4916085,4916085,12.0
4916086,4916086,12.0
4916087,4916087,13.0
4916088,4916088,3.0
4916089,4916089,3.0
4916090,4916090,3.0
4916091,4916091,3.0
4916092,4916092,3.0
4916093,4916093,3.0
4916094,4916094,3.0
4916095,4916095,3.0
4916096,4916096,3.0
4916097,4916097,3.0
4916098,4916098,3.0
4916099,4916099,3.0
4916100,4916100,3.0
4916101,4916101,7.0
4916102,4916102,7.0
4916103,4916103,7.0
4916104,4916104,7.0
4916105,4916105,7.0
4916106,4916106,7.0
4916107,4916107,7.0
4916108,4916108,7.0
4916109,4916109,7.0
4916110,4916110,7.0
4916111,4916111,7.0
4916112,4916112,7.0
4916113,4916113,7.0
4916114,4916114,7.0
4916115,4916115,7.0
4916116,4916116,7.0
4916117,4916117,7.0
4916118,4916118,7.0
4916119,4916119,7.0
4916120,4916120,7.0
4916121,4916121,7.0
4916122,4916122,7.0
4916123,4916123,7.0
4916124,4916124,7.0
4916125,4916125,7.0
4916126,4916126,7.0
4916127,4916127,7.0
4916128,4916128,7.0
4916129,4916129,7.0
4916130,4916130,7.0
4916131,4916131,7.0
4916132,4916132,7.0
4916133,4916133,7.0
4916134,4916134,7.0
4916135,4916135,7.0
4916136,4916136,7.0
4916137,4916137,7.0
4916138,4916138,7.0
4916139,4916139,7.0
4916140,4916140,7.0
4916141,4916141,7.0
4916142,4916142,7.0
4916143,4916143,7.0
4916144,4916144,7.0
4916145,4916145,7.0
4916146,4916146,7.0
4916147,4916147,7.0
4916148,4916148,7.0
4916149,4916149,7.0
4916150,4916150,7.0
4916151,4916151,7.0
4916152,4916152,7.0
4916153,4916153,7.0
4916154,4916154,7.0
4916155,4916155,7.0
4916156,4916156,7.0
4916157,4916157,7.0
4916158,4916158,7.0
4916159,4916159,7.0
4916160,4916160,7.0
4916161,4916161,7.0
4916162,4916162,7.0
4916163,4916163,7.0
4916164,4916164,7.0
4916165,4916165,7.0
4916166,4916166,7.0
4916167,4916167,7.0
4916168,4916168,7.0
4916169,4916169,7.0
4916170,4916170,7.0
4916171,4916171,7.0
4916172,4916172,7.0
4916173,4916173,7.0
4916174,4916174,7.0
4916175,4916175,7.0
4916176,4916176,7.0
4916177,4916177,7.0
4916178,4916178,3.0
4916179,4916179,3.0
4916180,4916180,3.0
4916181,4916181,3.0
4916182,4916182,3.0
4916183,4916183,3.0
4916184,4916184,3.0
4916185,4916185,3.0
4916186,4916186,3.0
4916187,4916187,3.0
4916188,4916188,3.0
4916189,4916189,3.0
4916190,4916190,3.0
4916191,4916191,3.0
4916192,4916192,3.0
4916193,4916193,3.0
4916194,4916194,3.0
4916195,4916195,288.0
4916196,4916196,166.0
4916197,4916197,163.0
4916198,4916198,130.0
4916199,4916199,128.0
4916200,4916200,146.0
4916201,4916201,134.0
4916202,4916202,124.0
4916203,4916203,130.0
4916204,4916204,132.0
4916205,4916205,129.0
4916206,4916206,135.0
4916207,4916207,149.0
4916208,4916208,778.0
4916209,4916209,776.0
4916210,4916210,775.0
4916211,4916211,772.0
4916212,4916212,772.0
4916213,4916213,763.0
4916214,4916214,763.0
4916215,4916215,753.0
4916216,4916216,772.0
4916217,4916217,755.0
4916218,4916218,758.0
4916219,4916219,760.0
4916220,4916220,764.0
4916221,4916221,768.0
4916222,4916222,761.0
4916223,4916223,767.0
4916224,4916224,770.0
4916225,4916225,767.0
4916226,4916226,766.0
4916227,4916227,772.0
4916228,4916228,755.0
4916229,4916229,760.0
4916230,4916230,769.0
4916231,4916231,772.0
4916232,4916232,766.0
4916233,4916233,759.0
4916234,4916234,761.0
4916235,4916235,759.0
4916236,4916236,764.0
4916237,4916237,745.0
4916238,4916238,746.0
4916239,4916239,757.0
4916240,4916240,743.0
4916241,4916241,752.0
4916242,4916242,757.0
4916243,4916243,750.0
4916244,4916244,757.0
4916245,4916245,742.0
4916246,4916246,757.0
4916247,4916247,749.0
4916248,4916248,745.0
4916249,4916249,753.0
4916250,4916250,763.0
4916251,4916251,745.0
4916252,4916252,759.0
4916253,4916253,751.0
4916254,4916254,760.0
4916255,4916255,752.0
4916256,4916256,769.0
4916257,4916257,756.0
4916258,4916258,767.0
4916259,4916259,772.0
4916260,4916260,761.0
4916261,4916261,762.0
4916262,4916262,755.0
4916263,4916263,769.0
4916264,4916264,764.0
4916265,4916265,757.0
4916266,4916266,767.0
4916267,4916267,763.0
4916268,4916268,768.0
4916269,4916269,768.0
4916270,4916270,765.0
4916271,4916271,759.0
4916272,4916272,762.0
4916273,4916273,765.0
4916274,4916274,756.0
4916275,4916275,762.0
4916276,4916276,755.0
4916277,4916277,756.0
4916278,4916278,757.0
4916279,4916279,748.0
4916280,4916280,755.0
4916281,4916281,755.0
4916282,4916282,737.0
4916283,4916283,761.0
4916284,4916284,737.0
4916285,4916285,762.0
4916286,4916286,738.0
4916287,4916287,760.0
4916288,4916288,756.0
4916289,4916289,756.0
4916290,4916290,757.0
4916291,4916291,764.0
4916292,4916292,742.0
4916293,4916293,738.0
4916294,4916294,742.0
4916295,4916295,739.0
4916296,4916296,751.0
4916297,4916297,765.0
4916298,4916298,763.0
4916299,4916299,762.0
4916300,4916300,765.0
4916301,4916301,758.0
4916302,4916302,766.0
4916303,4916303,747.0
4916304,4916304,742.0
4916305,4916305,751.0
4916306,4916306,740.0
4916307,4916307,762.0
4916308,4916308,761.0
4916309,4916309,754.0
4916310,4916310,747.0
4916311,4916311,744.0
4916312,4916312,746.0
4916313,4916313,747.0
4916314,4916314,763.0
4916315,4916315,753.0
4916316,4916316,761.0
4916317,4916317,764.0
4916318,4916318,755.0
4916319,4916319,768.0
4916320,4916320,759.0
4916321,4916321,754.0
4916322,4916322,764.0
4916323,4916323,757.0
4916324,4916324,759.0
4916325,4916325,746.0
4916326,4916326,751.0
4916327,4916327,761.0
4916328,4916328,748.0
4916329,4916329,762.0
4916330,4916330,762.0
4916331,4916331,763.0
4916332,4916332,749.0
4916333,4916333,754.0
4916334,4916334,753.0
4916335,4916335,758.0
4916336,4916336,764.0
4916337,4916337,762.0
4916338,4916338,749.0
4916339,4916339,748.0
4916340,4916340,768.0
4916341,4916341,765.0
4916342,4916342,765.0
4916343,4916343,760.0
4916344,4916344,753.0
4916345,4916345,743.0
4916346,4916346,755.0
4916347,4916347,762.0
4916348,4916348,756.0
4916349,4916349,744.0
4916350,4916350,748.0
4916351,4916351,765.0
4916352,4916352,769.0
4916353,4916353,770.0
4916354,4916354,759.0
4916355,4916355,760.0
4916356,4916356,767.0
4916357,4916357,772.0
4916358,4916358,749.0
4916359,4916359,752.0
4916360,4916360,755.0
4916361,4916361,761.0
4916362,4916362,771.0
4916363,4916363,761.0
4916364,4916364,749.0
4916365,4916365,766.0
4916366,4916366,749.0
4916367,4916367,755.0
4916368,4916368,748.0
4916369,4916369,771.0
4916370,4916370,771.0
4916371,4916371,767.0
4916372,4916372,754.0
4916373,4916373,762.0
4916374,4916374,758.0
4916375,4916375,766.0
4916376,4916376,741.0
4916377,4916377,768.0
4916378,4916378,752.0
4916379,4916379,765.0
4916380,4916380,746.0
4916381,4916381,748.0
4916382,4916382,763.0
4916383,4916383,753.0
4916384,4916384,752.0
4916385,4916385,750.0
4916386,4916386,753.0
4916387,4916387,766.0
4916388,4916388,745.0
4916389,4916389,755.0
4916390,4916390,756.0
4916391,4916391,739.0
4916392,4916392,740.0
4916393,4916393,762.0
4916394,4916394,762.0
4916395,4916395,745.0
4916396,4916396,735.0
4916397,4916397,763.0
4916398,4916398,748.0
4916399,4916399,740.0
4916400,4916400,755.0
4916401,4916401,766.0
4916402,4916402,738.0
4916403,4916403,761.0
4916404,4916404,747.0
4916405,4916405,750.0
4916406,4916406,760.0
4916407,4916407,762.0
4916408,4916408,757.0
4916409,4916409,740.0
4916410,4916410,758.0
4916411,4916411,757.0
4916412,4916412,762.0
4916413,4916413,764.0
4916414,4916414,757.0
4916415,4916415,749.0
4916416,4916416,767.0
4916417,4916417,744.0
4916418,4916418,751.0
4916419,4916419,762.0
4916420,4916420,759.0
4916421,4916421,743.0
4916422,4916422,764.0
4916423,4916423,753.0
4916424,4916424,766.0
4916425,4916425,754.0
4916426,4916426,755.0
4916427,4916427,753.0
4916428,4916428,759.0
4916429,4916429,768.0
4916430,4916430,745.0
4916431,4916431,751.0
4916432,4916432,764.0
4916433,4916433,749.0
4916434,4916434,764.0
4916435,4916435,755.0
4916436,4916436,767.0
4916437,4916437,757.0
4916438,4916438,752.0
4916439,4916439,762.0
4916440,4916440,754.0
4916441,4916441,763.0
4916442,4916442,132.0
4916443,4916443,128.0
4916444,4916444,123.0
4916445,4916445,3.0
4916446,4916446,3.0
4916447,4916447,3.0
4916448,4916448,3.0
4916449,4916449,3.0
4916450,4916450,3.0
4916451,4916451,3.0
4916452,4916452,3.0
4916453,4916453,3.0
4916454,4916454,27.0
4916455,4916455,26.0
4916456,4916456,26.0
4916457,4916457,27.0
4916458,4916458,27.0
4916459,4916459,27.0
4916460,4916460,26.0
4916461,4916461,25.0
4916462,4916462,21.0
4916463,4916463,17.0
4916464,4916464,14.0
4916465,4916465,12.0
4916466,4916466,16.0
4916467,4916467,12.0
4916468,4916468,13.0
4916469,4916469,13.0
4916470,4916470,14.0
4916471,4916471,13.0
4916472,4916472,13.0
4916473,4916473,13.0
4916474,4916474,13.0
4916475,4916475,13.0
4916476,4916476,13.0
4916477,4916477,12.0
4916478,4916478,12.0
4916479,4916479,12.0
4916480,4916480,13.0
4916481,4916481,13.0
4916482,4916482,12.0
4916483,4916483,12.0
