,Unnamed: 0,dishwasher
756937,756937,22.0
756938,756938,14.0
756939,756939,14.0
756940,756940,13.0
756941,756941,13.0
756942,756942,13.0
756943,756943,14.0
756944,756944,13.0
756945,756945,14.0
756946,756946,14.0
756947,756947,15.0
756948,756948,15.0
756949,756949,15.0
756950,756950,16.0
756951,756951,15.0
756952,756952,16.0
756953,756953,17.0
756954,756954,17.0
756955,756955,18.0
756956,756956,17.0
756957,756957,17.0
756958,756958,16.0
756959,756959,15.0
756960,756960,13.0
756961,756961,13.0
756962,756962,12.0
756963,756963,13.0
756964,756964,13.0
756965,756965,13.0
756966,756966,13.0
756967,756967,14.0
756968,756968,14.0
756969,756969,14.0
756970,756970,15.0
756971,756971,16.0
756972,756972,16.0
756973,756973,16.0
756974,756974,17.0
756975,756975,17.0
756976,756976,17.0
756977,756977,15.0
756978,756978,14.0
756979,756979,13.0
756980,756980,12.0
756981,756981,13.0
756982,756982,13.0
756983,756983,13.0
756984,756984,14.0
756985,756985,14.0
756986,756986,14.0
756987,756987,14.0
756988,756988,15.0
756989,756989,15.0
756990,756990,16.0
756991,756991,16.0
756992,756992,17.0
756993,756993,17.0
756994,756994,17.0
756995,756995,16.0
756996,756996,16.0
756997,756997,14.0
756998,756998,13.0
756999,756999,13.0
757000,757000,13.0
757001,757001,12.0
757002,757002,12.0
757003,757003,13.0
757004,757004,13.0
757005,757005,14.0
757006,757006,14.0
757007,757007,14.0
757008,757008,14.0
757009,757009,15.0
757010,757010,15.0
757011,757011,15.0
757012,757012,16.0
757013,757013,16.0
757014,757014,17.0
757015,757015,17.0
757016,757016,17.0
757017,757017,17.0
757018,757018,16.0
757019,757019,15.0
757020,757020,14.0
757021,757021,14.0
757022,757022,14.0
757023,757023,13.0
757024,757024,12.0
757025,757025,13.0
757026,757026,13.0
757027,757027,13.0
757028,757028,13.0
757029,757029,13.0
757030,757030,14.0
757031,757031,14.0
757032,757032,14.0
757033,757033,15.0
757034,757034,15.0
757035,757035,15.0
757036,757036,16.0
757037,757037,16.0
757038,757038,17.0
757039,757039,17.0
757040,757040,17.0
757041,757041,17.0
757042,757042,17.0
757043,757043,15.0
757044,757044,14.0
757045,757045,13.0
757046,757046,12.0
757047,757047,13.0
757048,757048,13.0
757049,757049,13.0
757050,757050,13.0
757051,757051,14.0
757052,757052,14.0
757053,757053,14.0
757054,757054,14.0
757055,757055,15.0
757056,757056,3.0
757057,757057,3.0
757058,757058,3.0
757059,757059,3.0
757060,757060,3.0
757061,757061,3.0
757062,757062,3.0
757063,757063,3.0
757064,757064,3.0
757065,757065,3.0
757066,757066,3.0
757067,757067,3.0
757068,757068,3.0
757069,757069,7.0
757070,757070,7.0
757071,757071,7.0
757072,757072,7.0
757073,757073,7.0
757074,757074,7.0
757075,757075,7.0
757076,757076,7.0
757077,757077,7.0
757078,757078,7.0
757079,757079,7.0
757080,757080,7.0
757081,757081,7.0
757082,757082,7.0
757083,757083,7.0
757084,757084,7.0
757085,757085,7.0
757086,757086,7.0
757087,757087,7.0
757088,757088,7.0
757089,757089,7.0
757090,757090,7.0
757091,757091,7.0
757092,757092,7.0
757093,757093,7.0
757094,757094,7.0
757095,757095,7.0
757096,757096,7.0
757097,757097,7.0
757098,757098,7.0
757099,757099,7.0
757100,757100,7.0
757101,757101,7.0
757102,757102,7.0
757103,757103,7.0
757104,757104,7.0
757105,757105,7.0
757106,757106,7.0
757107,757107,7.0
757108,757108,7.0
757109,757109,7.0
757110,757110,7.0
757111,757111,7.0
757112,757112,7.0
757113,757113,7.0
757114,757114,7.0
757115,757115,7.0
757116,757116,7.0
757117,757117,7.0
757118,757118,7.0
757119,757119,7.0
757120,757120,7.0
757121,757121,7.0
757122,757122,7.0
757123,757123,7.0
757124,757124,7.0
757125,757125,7.0
757126,757126,7.0
757127,757127,7.0
757128,757128,7.0
757129,757129,7.0
757130,757130,7.0
757131,757131,7.0
757132,757132,7.0
757133,757133,7.0
757134,757134,7.0
757135,757135,7.0
757136,757136,7.0
757137,757137,7.0
757138,757138,7.0
757139,757139,7.0
757140,757140,7.0
757141,757141,7.0
757142,757142,7.0
757143,757143,7.0
757144,757144,7.0
757145,757145,7.0
757146,757146,3.0
757147,757147,3.0
757148,757148,3.0
757149,757149,3.0
757150,757150,3.0
757151,757151,3.0
757152,757152,3.0
757153,757153,3.0
757154,757154,3.0
757155,757155,3.0
757156,757156,3.0
757157,757157,3.0
757158,757158,3.0
757159,757159,3.0
757160,757160,3.0
757161,757161,3.0
757162,757162,3.0
757163,757163,299.0
757164,757164,165.0
757165,757165,154.0
757166,757166,129.0
757167,757167,145.0
757168,757168,123.0
757169,757169,134.0
757170,757170,144.0
757171,757171,123.0
757172,757172,130.0
757173,757173,144.0
757174,757174,132.0
757175,757175,127.0
757176,757176,783.0
757177,757177,769.0
757178,757178,763.0
757179,757179,764.0
757180,757180,767.0
757181,757181,756.0
757182,757182,760.0
757183,757183,760.0
757184,757184,767.0
757185,757185,759.0
757186,757186,756.0
757187,757187,761.0
757188,757188,758.0
757189,757189,752.0
757190,757190,764.0
757191,757191,749.0
757192,757192,749.0
757193,757193,762.0
757194,757194,743.0
757195,757195,758.0
757196,757196,763.0
757197,757197,746.0
757198,757198,758.0
757199,757199,754.0
757200,757200,748.0
757201,757201,760.0
757202,757202,754.0
757203,757203,747.0
757204,757204,750.0
757205,757205,761.0
757206,757206,738.0
757207,757207,768.0
757208,757208,753.0
757209,757209,750.0
757210,757210,756.0
757211,757211,755.0
757212,757212,745.0
757213,757213,765.0
757214,757214,745.0
757215,757215,754.0
757216,757216,759.0
757217,757217,740.0
757218,757218,759.0
757219,757219,754.0
757220,757220,742.0
757221,757221,763.0
757222,757222,753.0
757223,757223,763.0
757224,757224,757.0
757225,757225,757.0
757226,757226,760.0
757227,757227,745.0
757228,757228,753.0
757229,757229,756.0
757230,757230,759.0
757231,757231,749.0
757232,757232,755.0
757233,757233,759.0
757234,757234,751.0
757235,757235,760.0
757236,757236,754.0
757237,757237,751.0
757238,757238,754.0
757239,757239,754.0
