,Unnamed: 0,dishwasher
5252469,5252469,21.0
5252470,5252470,15.0
5252471,5252471,15.0
5252472,5252472,15.0
5252473,5252473,15.0
5252474,5252474,15.0
5252475,5252475,15.0
5252476,5252476,16.0
5252477,5252477,16.0
5252478,5252478,16.0
5252479,5252479,16.0
5252480,5252480,17.0
5252481,5252481,17.0
5252482,5252482,17.0
5252483,5252483,18.0
5252484,5252484,18.0
5252485,5252485,17.0
5252486,5252486,17.0
5252487,5252487,17.0
5252488,5252488,19.0
5252489,5252489,16.0
5252490,5252490,15.0
5252491,5252491,14.0
5252492,5252492,14.0
5252493,5252493,13.0
5252494,5252494,12.0
5252495,5252495,12.0
5252496,5252496,12.0
5252497,5252497,12.0
5252498,5252498,12.0
5252499,5252499,12.0
5252500,5252500,13.0
5252501,5252501,12.0
5252502,5252502,12.0
5252503,5252503,13.0
5252504,5252504,13.0
5252505,5252505,14.0
5252506,5252506,13.0
5252507,5252507,13.0
5252508,5252508,14.0
5252509,5252509,14.0
5252510,5252510,15.0
5252511,5252511,15.0
5252512,5252512,15.0
5252513,5252513,15.0
5252514,5252514,16.0
5252515,5252515,16.0
5252516,5252516,16.0
5252517,5252517,17.0
5252518,5252518,17.0
5252519,5252519,17.0
5252520,5252520,17.0
5252521,5252521,18.0
5252522,5252522,18.0
5252523,5252523,17.0
5252524,5252524,17.0
5252525,5252525,17.0
5252526,5252526,17.0
5252527,5252527,16.0
5252528,5252528,14.0
5252529,5252529,14.0
5252530,5252530,13.0
5252531,5252531,13.0
5252532,5252532,12.0
5252533,5252533,12.0
5252534,5252534,12.0
5252535,5252535,13.0
5252536,5252536,12.0
5252537,5252537,13.0
5252538,5252538,12.0
5252539,5252539,12.0
5252540,5252540,13.0
5252541,5252541,13.0
5252542,5252542,13.0
5252543,5252543,14.0
5252544,5252544,15.0
5252545,5252545,15.0
5252546,5252546,16.0
5252547,5252547,16.0
5252548,5252548,16.0
5252549,5252549,16.0
5252550,5252550,16.0
5252551,5252551,17.0
5252552,5252552,18.0
5252553,5252553,17.0
5252554,5252554,17.0
5252555,5252555,17.0
5252556,5252556,16.0
5252557,5252557,14.0
5252558,5252558,13.0
5252559,5252559,13.0
5252560,5252560,12.0
5252561,5252561,12.0
5252562,5252562,12.0
5252563,5252563,12.0
5252564,5252564,13.0
5252565,5252565,13.0
5252566,5252566,13.0
5252567,5252567,13.0
5252568,5252568,14.0
5252569,5252569,14.0
5252570,5252570,15.0
5252571,5252571,15.0
5252572,5252572,15.0
5252573,5252573,16.0
5252574,5252574,16.0
5252575,5252575,16.0
5252576,5252576,17.0
5252577,5252577,17.0
5252578,5252578,17.0
5252579,5252579,17.0
5252580,5252580,16.0
5252581,5252581,14.0
5252582,5252582,13.0
5252583,5252583,13.0
5252584,5252584,12.0
5252585,5252585,13.0
5252586,5252586,3.0
5252587,5252587,3.0
5252588,5252588,3.0
5252589,5252589,3.0
5252590,5252590,3.0
5252591,5252591,3.0
5252592,5252592,3.0
5252593,5252593,3.0
5252594,5252594,3.0
5252595,5252595,3.0
5252596,5252596,3.0
5252597,5252597,3.0
5252598,5252598,3.0
5252599,5252599,3.0
5252600,5252600,7.0
5252601,5252601,7.0
5252602,5252602,7.0
5252603,5252603,7.0
5252604,5252604,7.0
5252605,5252605,7.0
5252606,5252606,7.0
5252607,5252607,7.0
