,time,dryer
1212044,1212044,8.0
1212045,1212045,8.0
1212046,1212046,8.0
1212047,1212047,0.0
1212048,1212048,0.0
1212049,1212049,0.0
1212050,1212050,0.0
1212051,1212051,1.0
1212052,1212052,259.0
1212053,1212053,5252.0
1212054,1212054,5157.0
1212055,1212055,5064.0
1212056,1212056,5001.0
1212057,1212057,4933.0
1212058,1212058,4904.0
1212059,1212059,4852.0
1212060,1212060,4841.0
1212061,1212061,4806.0
1212062,1212062,4789.0
1212063,1212063,4760.0
1212064,1212064,4746.0
1212065,1212065,4736.0
1212066,1212066,4736.0
1212067,1212067,4727.0
1212068,1212068,4713.0
1212069,1212069,4711.0
1212070,1212070,4695.0
1212071,1212071,4714.0
1212072,1212072,4699.0
1212073,1212073,4710.0
1212074,1212074,4695.0
1212075,1212075,4716.0
1212076,1212076,4690.0
1212077,1212077,4707.0
1212078,1212078,4692.0
1212079,1212079,4706.0
1212080,1212080,4695.0
1212081,1212081,4683.0
1212082,1212082,4684.0
1212083,1212083,4686.0
1212084,1212084,4680.0
1212085,1212085,4674.0
1212086,1212086,4682.0
1212087,1212087,4669.0
1212088,1212088,4673.0
1212089,1212089,4677.0
1212090,1212090,4678.0
1212091,1212091,4665.0
1212092,1212092,4666.0
1212093,1212093,4664.0
1212094,1212094,4692.0
1212095,1212095,4679.0
1212096,1212096,4691.0
1212097,1212097,4674.0
1212098,1212098,4687.0
1212099,1212099,4663.0
1212100,1212100,4669.0
1212101,1212101,4675.0
1212102,1212102,4679.0
1212103,1212103,4672.0
1212104,1212104,4681.0
1212105,1212105,4680.0
1212106,1212106,4681.0
1212107,1212107,4678.0
1212108,1212108,4675.0
1212109,1212109,4678.0
1212110,1212110,4665.0
1212111,1212111,4679.0
1212112,1212112,4681.0
1212113,1212113,4693.0
1212114,1212114,4676.0
1212115,1212115,4691.0
1212116,1212116,4672.0
1212117,1212117,4684.0
1212118,1212118,4683.0
1212119,1212119,4683.0
1212120,1212120,4672.0
1212121,1212121,4687.0
1212122,1212122,4673.0
1212123,1212123,4677.0
1212124,1212124,4680.0
1212125,1212125,4670.0
1212126,1212126,4672.0
1212127,1212127,4670.0
1212128,1212128,4678.0
1212129,1212129,4686.0
1212130,1212130,4679.0
1212131,1212131,4666.0
1212132,1212132,4670.0
1212133,1212133,4650.0
1212134,1212134,4660.0
1212135,1212135,4664.0
1212136,1212136,4684.0
1212137,1212137,4656.0
1212138,1212138,4667.0
1212139,1212139,4651.0
1212140,1212140,4670.0
1212141,1212141,4659.0
1212142,1212142,4670.0
1212143,1212143,4667.0
1212144,1212144,4666.0
1212145,1212145,4660.0
1212146,1212146,4659.0
1212147,1212147,4655.0
1212148,1212148,4660.0
1212149,1212149,4667.0
1212150,1212150,4659.0
1212151,1212151,4676.0
1212152,1212152,4662.0
1212153,1212153,4666.0
1212154,1212154,4656.0
1212155,1212155,4674.0
1212156,1212156,4666.0
1212157,1212157,4685.0
1212158,1212158,4676.0
1212159,1212159,4681.0
1212160,1212160,4676.0
1212161,1212161,4673.0
1212162,1212162,4677.0
1212163,1212163,4681.0
1212164,1212164,4672.0
1212165,1212165,4673.0
1212166,1212166,4680.0
1212167,1212167,4668.0
1212168,1212168,4679.0
1212169,1212169,4674.0
1212170,1212170,4688.0
1212171,1212171,4662.0
1212172,1212172,4675.0
1212173,1212173,4663.0
1212174,1212174,4669.0
1212175,1212175,4660.0
1212176,1212176,4679.0
1212177,1212177,4663.0
1212178,1212178,4666.0
1212179,1212179,4648.0
1212180,1212180,4656.0
