,time,dryer
1384332,1384332,7.0
1384333,1384333,7.0
1384334,1384334,7.0
1384335,1384335,7.0
1384336,1384336,7.0
1384337,1384337,7.0
1384338,1384338,7.0
1384339,1384339,7.0
1384340,1384340,7.0
1384341,1384341,7.0
1384342,1384342,7.0
1384343,1384343,7.0
1384344,1384344,7.0
1384345,1384345,7.0
1384346,1384346,7.0
1384347,1384347,7.0
1384348,1384348,7.0
1384349,1384349,7.0
1384350,1384350,8.0
1384351,1384351,7.0
1384352,1384352,7.0
1384353,1384353,7.0
1384354,1384354,7.0
1384355,1384355,7.0
1384356,1384356,7.0
1384357,1384357,8.0
1384358,1384358,7.0
1384359,1384359,7.0
1384360,1384360,7.0
1384361,1384361,7.0
1384362,1384362,7.0
1384363,1384363,7.0
1384364,1384364,7.0
1384365,1384365,7.0
1384366,1384366,7.0
1384367,1384367,7.0
1384368,1384368,7.0
1384369,1384369,7.0
1384370,1384370,7.0
1384371,1384371,7.0
1384372,1384372,7.0
1384373,1384373,7.0
1384374,1384374,7.0
1384375,1384375,7.0
1384376,1384376,7.0
1384377,1384377,7.0
1384378,1384378,8.0
1384379,1384379,7.0
1384380,1384380,7.0
1384381,1384381,7.0
1384382,1384382,7.0
1384383,1384383,7.0
1384384,1384384,7.0
1384385,1384385,7.0
1384386,1384386,7.0
1384387,1384387,7.0
1384388,1384388,7.0
1384389,1384389,7.0
1384390,1384390,7.0
1384391,1384391,8.0
1384392,1384392,3.0
1384393,1384393,0.0
1384394,1384394,359.0
1384395,1384395,5260.0
1384396,1384396,5125.0
1384397,1384397,5018.0
1384398,1384398,4918.0
1384399,1384399,4885.0
1384400,1384400,4837.0
1384401,1384401,4803.0
1384402,1384402,4784.0
1384403,1384403,4760.0
1384404,1384404,4755.0
1384405,1384405,4726.0
1384406,1384406,4720.0
1384407,1384407,4681.0
1384408,1384408,4650.0
1384409,1384409,4646.0
1384410,1384410,4628.0
1384411,1384411,4640.0
1384412,1384412,4656.0
1384413,1384413,4638.0
1384414,1384414,4654.0
1384415,1384415,4652.0
1384416,1384416,4648.0
1384417,1384417,4650.0
1384418,1384418,4628.0
1384419,1384419,4615.0
1384420,1384420,4592.0
1384421,1384421,4593.0
1384422,1384422,4623.0
1384423,1384423,4607.0
1384424,1384424,4616.0
1384425,1384425,4608.0
1384426,1384426,4625.0
1384427,1384427,4646.0
1384428,1384428,4634.0
1384429,1384429,4619.0
1384430,1384430,4621.0
1384431,1384431,4618.0
1384432,1384432,4625.0
1384433,1384433,4594.0
1384434,1384434,4610.0
1384435,1384435,4608.0
1384436,1384436,4593.0
1384437,1384437,4590.0
1384438,1384438,4595.0
1384439,1384439,4608.0
1384440,1384440,4613.0
1384441,1384441,4627.0
1384442,1384442,4639.0
1384443,1384443,4616.0
1384444,1384444,4611.0
1384445,1384445,4601.0
1384446,1384446,4603.0
1384447,1384447,4618.0
1384448,1384448,4599.0
1384449,1384449,4614.0
1384450,1384450,4611.0
1384451,1384451,4618.0
1384452,1384452,4607.0
1384453,1384453,4615.0
1384454,1384454,4605.0
1384455,1384455,4621.0
1384456,1384456,4608.0
1384457,1384457,4593.0
1384458,1384458,4591.0
1384459,1384459,4585.0
1384460,1384460,4612.0
1384461,1384461,4600.0
1384462,1384462,4619.0
1384463,1384463,4606.0
1384464,1384464,4586.0
1384465,1384465,4602.0
1384466,1384466,4609.0
1384467,1384467,4612.0
1384468,1384468,4606.0
1384469,1384469,4618.0
1384470,1384470,4615.0
1384471,1384471,4620.0
1384472,1384472,4617.0
1384473,1384473,4612.0
1384474,1384474,4616.0
1384475,1384475,4596.0
1384476,1384476,4596.0
1384477,1384477,4598.0
1384478,1384478,4592.0
1384479,1384479,4609.0
1384480,1384480,4598.0
1384481,1384481,4611.0
1384482,1384482,4601.0
1384483,1384483,4613.0
1384484,1384484,4609.0
1384485,1384485,4603.0
1384486,1384486,4608.0
1384487,1384487,4624.0
1384488,1384488,4592.0
1384489,1384489,4596.0
1384490,1384490,4576.0
1384491,1384491,4587.0
1384492,1384492,4605.0
1384493,1384493,4606.0
1384494,1384494,4598.0
1384495,1384495,4595.0
1384496,1384496,4603.0
1384497,1384497,4610.0
1384498,1384498,4599.0
1384499,1384499,4604.0
1384500,1384500,4601.0
1384501,1384501,4599.0
1384502,1384502,4627.0
1384503,1384503,4618.0
1384504,1384504,4615.0
1384505,1384505,4608.0
1384506,1384506,4618.0
1384507,1384507,4606.0
1384508,1384508,4593.0
1384509,1384509,4598.0
1384510,1384510,4594.0
1384511,1384511,4612.0
1384512,1384512,4621.0
1384513,1384513,4613.0
1384514,1384514,4612.0
1384515,1384515,4597.0
1384516,1384516,4615.0
1384517,1384517,4615.0
1384518,1384518,4616.0
1384519,1384519,4632.0
1384520,1384520,4614.0
1384521,1384521,4620.0
1384522,1384522,4636.0
1384523,1384523,4631.0
1384524,1384524,4615.0
1384525,1384525,4612.0
1384526,1384526,4613.0
1384527,1384527,4614.0
1384528,1384528,4581.0
1384529,1384529,4587.0
1384530,1384530,4590.0
1384531,1384531,4598.0
1384532,1384532,4605.0
1384533,1384533,4598.0
1384534,1384534,4580.0
1384535,1384535,4583.0
1384536,1384536,4604.0
1384537,1384537,4617.0
1384538,1384538,4627.0
1384539,1384539,4602.0
1384540,1384540,4611.0
1384541,1384541,4581.0
1384542,1384542,4590.0
1384543,1384543,4608.0
1384544,1384544,4615.0
1384545,1384545,4618.0
1384546,1384546,4618.0
1384547,1384547,4598.0
1384548,1384548,4592.0
1384549,1384549,4586.0
1384550,1384550,4587.0
1384551,1384551,4617.0
1384552,1384552,4604.0
1384553,1384553,4613.0
1384554,1384554,4611.0
1384555,1384555,4608.0
1384556,1384556,4603.0
1384557,1384557,4576.0
1384558,1384558,4579.0
1384559,1384559,4607.0
1384560,1384560,4581.0
1384561,1384561,4592.0
1384562,1384562,4595.0
1384563,1384563,4605.0
1384564,1384564,4589.0
1384565,1384565,4614.0
1384566,1384566,4609.0
1384567,1384567,4612.0
1384568,1384568,4603.0
1384569,1384569,4604.0
