,time,dryer
804973,804973,7.0
804974,804974,7.0
804975,804975,7.0
804976,804976,7.0
804977,804977,7.0
804978,804978,7.0
804979,804979,7.0
804980,804980,7.0
804981,804981,7.0
804982,804982,7.0
804983,804983,7.0
804984,804984,7.0
804985,804985,7.0
804986,804986,7.0
804987,804987,7.0
804988,804988,7.0
804989,804989,7.0
804990,804990,7.0
804991,804991,7.0
804992,804992,7.0
804993,804993,7.0
804994,804994,7.0
804995,804995,7.0
804996,804996,7.0
804997,804997,7.0
804998,804998,7.0
804999,804999,7.0
805000,805000,7.0
805001,805001,7.0
805002,805002,7.0
805003,805003,7.0
805004,805004,7.0
805005,805005,7.0
805006,805006,7.0
805007,805007,7.0
805008,805008,7.0
805009,805009,7.0
805010,805010,7.0
805011,805011,7.0
805012,805012,7.0
805013,805013,7.0
805014,805014,7.0
805015,805015,7.0
805016,805016,7.0
805017,805017,7.0
805018,805018,7.0
805019,805019,7.0
805020,805020,7.0
805021,805021,7.0
805022,805022,7.0
805023,805023,7.0
805024,805024,7.0
805025,805025,7.0
805026,805026,7.0
805027,805027,7.0
805028,805028,7.0
805029,805029,7.0
805030,805030,7.0
805031,805031,7.0
805032,805032,7.0
805033,805033,7.0
805034,805034,7.0
805035,805035,7.0
805036,805036,7.0
805037,805037,7.0
805038,805038,7.0
805039,805039,7.0
805040,805040,7.0
805041,805041,7.0
805042,805042,7.0
805043,805043,7.0
805044,805044,7.0
805045,805045,7.0
805046,805046,7.0
805047,805047,7.0
805048,805048,7.0
805049,805049,7.0
805050,805050,7.0
805051,805051,7.0
805052,805052,7.0
805053,805053,7.0
805054,805054,7.0
805055,805055,7.0
805056,805056,7.0
805057,805057,7.0
805058,805058,7.0
805059,805059,7.0
805060,805060,7.0
805061,805061,7.0
805062,805062,7.0
805063,805063,7.0
805064,805064,7.0
805065,805065,7.0
805066,805066,7.0
805067,805067,7.0
805068,805068,7.0
805069,805069,7.0
805070,805070,7.0
805071,805071,7.0
805072,805072,7.0
805073,805073,7.0
805074,805074,7.0
805075,805075,7.0
805076,805076,7.0
805077,805077,7.0
805078,805078,7.0
805079,805079,7.0
805080,805080,7.0
805081,805081,7.0
805082,805082,7.0
805083,805083,7.0
805084,805084,7.0
805085,805085,7.0
805086,805086,7.0
805087,805087,7.0
805088,805088,7.0
805089,805089,7.0
805090,805090,7.0
805091,805091,7.0
805092,805092,7.0
805093,805093,7.0
805094,805094,7.0
805095,805095,8.0
805096,805096,7.0
805097,805097,7.0
805098,805098,7.0
805099,805099,8.0
805100,805100,7.0
805101,805101,0.0
805102,805102,0.0
805103,805103,5332.0
805104,805104,5257.0
805105,805105,5168.0
805106,805106,5135.0
805107,805107,5050.0
805108,805108,4980.0
805109,805109,4940.0
805110,805110,4888.0
805111,805111,4912.0
805112,805112,4868.0
805113,805113,4817.0
805114,805114,4845.0
805115,805115,4815.0
805116,805116,4791.0
805117,805117,4770.0
805118,805118,4775.0
805119,805119,4815.0
805120,805120,4788.0
805121,805121,4788.0
805122,805122,4771.0
805123,805123,4782.0
805124,805124,4752.0
805125,805125,4764.0
805126,805126,4759.0
805127,805127,4748.0
805128,805128,4738.0
805129,805129,4754.0
805130,805130,4751.0
805131,805131,4760.0
805132,805132,4769.0
805133,805133,4772.0
805134,805134,4761.0
805135,805135,4762.0
805136,805136,4753.0
805137,805137,4771.0
805138,805138,4776.0
805139,805139,4782.0
805140,805140,4750.0
805141,805141,4775.0
805142,805142,4732.0
805143,805143,4738.0
805144,805144,4771.0
805145,805145,4744.0
805146,805146,4737.0
805147,805147,4723.0
805148,805148,4738.0
805149,805149,4725.0
805150,805150,4716.0
805151,805151,4742.0
805152,805152,4721.0
805153,805153,4694.0
805154,805154,4708.0
805155,805155,4700.0
805156,805156,4664.0
805157,805157,4675.0
805158,805158,4673.0
805159,805159,4685.0
805160,805160,4677.0
805161,805161,4668.0
805162,805162,4710.0
805163,805163,4691.0
805164,805164,4710.0
805165,805165,4696.0
805166,805166,4691.0
805167,805167,4706.0
805168,805168,4664.0
805169,805169,4659.0
805170,805170,4688.0
805171,805171,4691.0
805172,805172,4671.0
805173,805173,4668.0
805174,805174,4680.0
805175,805175,4699.0
805176,805176,4692.0
805177,805177,4701.0
805178,805178,4669.0
805179,805179,4674.0
805180,805180,4686.0
805181,805181,4678.0
805182,805182,4660.0
805183,805183,4675.0
805184,805184,4686.0
805185,805185,4691.0
805186,805186,4710.0
805187,805187,4684.0
805188,805188,4679.0
805189,805189,4675.0
805190,805190,4701.0
805191,805191,4674.0
805192,805192,4671.0
805193,805193,4662.0
805194,805194,4666.0
805195,805195,4648.0
805196,805196,4661.0
805197,805197,4669.0
805198,805198,4684.0
805199,805199,4688.0
805200,805200,4683.0
805201,805201,4673.0
805202,805202,4659.0
805203,805203,4689.0
805204,805204,4690.0
805205,805205,4696.0
805206,805206,4672.0
805207,805207,4642.0
805208,805208,4661.0
805209,805209,4657.0
805210,805210,4669.0
805211,805211,4640.0
805212,805212,4658.0
805213,805213,4654.0
805214,805214,4640.0
805215,805215,4655.0
805216,805216,4673.0
805217,805217,4689.0
805218,805218,4680.0
805219,805219,4666.0
805220,805220,4655.0
805221,805221,4666.0
805222,805222,4667.0
805223,805223,4677.0
805224,805224,4654.0
805225,805225,4667.0
805226,805226,4650.0
805227,805227,4687.0
805228,805228,4678.0
805229,805229,4687.0
805230,805230,4687.0
805231,805231,4675.0
805232,805232,4685.0
805233,805233,4651.0
805234,805234,4701.0
805235,805235,4725.0
805236,805236,4665.0
805237,805237,4659.0
805238,805238,4671.0
805239,805239,4680.0
805240,805240,4708.0
805241,805241,4705.0
805242,805242,4705.0
805243,805243,4690.0
805244,805244,4702.0
805245,805245,4688.0
805246,805246,4676.0
805247,805247,4696.0
805248,805248,4698.0
805249,805249,4696.0
805250,805250,4723.0
805251,805251,4718.0
805252,805252,4696.0
805253,805253,4682.0
805254,805254,4692.0
805255,805255,4708.0
805256,805256,4686.0
805257,805257,4721.0
805258,805258,4793.0
805259,805259,4736.0
805260,805260,4768.0
805261,805261,4747.0
805262,805262,4768.0
805263,805263,4750.0
805264,805264,4734.0
805265,805265,4738.0
805266,805266,4722.0
805267,805267,4728.0
805268,805268,4748.0
805269,805269,4739.0
805270,805270,4745.0
805271,805271,4740.0
805272,805272,4735.0
805273,805273,4720.0
805274,805274,4722.0
805275,805275,4725.0
805276,805276,4725.0
805277,805277,4738.0
805278,805278,4745.0
805279,805279,4746.0
805280,805280,4744.0
805281,805281,4767.0
805282,805282,4737.0
805283,805283,4737.0
805284,805284,4743.0
805285,805285,4738.0
805286,805286,4734.0
805287,805287,4710.0
805288,805288,4694.0
805289,805289,4693.0
805290,805290,4720.0
805291,805291,4743.0
