,time,dryer
3803307,3803307,7.0
3803308,3803308,7.0
3803309,3803309,7.0
3803310,3803310,7.0
3803311,3803311,7.0
3803312,3803312,7.0
3803313,3803313,7.0
3803314,3803314,7.0
3803315,3803315,7.0
3803316,3803316,7.0
3803317,3803317,7.0
3803318,3803318,7.0
3803319,3803319,7.0
3803320,3803320,7.0
3803321,3803321,7.0
3803322,3803322,7.0
3803323,3803323,7.0
3803324,3803324,7.0
3803325,3803325,7.0
3803326,3803326,7.0
3803327,3803327,7.0
3803328,3803328,7.0
3803329,3803329,7.0
3803330,3803330,7.0
3803331,3803331,7.0
3803332,3803332,7.0
3803333,3803333,7.0
3803334,3803334,7.0
3803335,3803335,7.0
3803336,3803336,7.0
3803337,3803337,7.0
3803338,3803338,7.0
3803339,3803339,7.0
3803340,3803340,7.0
3803341,3803341,7.0
3803342,3803342,7.0
3803343,3803343,7.0
3803344,3803344,7.0
3803345,3803345,7.0
3803346,3803346,7.0
3803347,3803347,7.0
3803348,3803348,7.0
3803349,3803349,7.0
3803350,3803350,7.0
3803351,3803351,7.0
3803352,3803352,7.0
3803353,3803353,7.0
3803354,3803354,7.0
3803355,3803355,7.0
3803356,3803356,7.0
3803357,3803357,7.0
3803358,3803358,7.0
3803359,3803359,7.0
3803360,3803360,7.0
3803361,3803361,7.0
3803362,3803362,7.0
3803363,3803363,7.0
3803364,3803364,7.0
3803365,3803365,7.0
3803366,3803366,7.0
3803367,3803367,7.0
3803368,3803368,7.0
3803369,3803369,7.0
3803370,3803370,7.0
3803371,3803371,7.0
3803372,3803372,7.0
3803373,3803373,7.0
3803374,3803374,7.0
3803375,3803375,7.0
3803376,3803376,7.0
3803377,3803377,7.0
3803378,3803378,7.0
3803379,3803379,7.0
3803380,3803380,7.0
3803381,3803381,7.0
3803382,3803382,7.0
3803383,3803383,7.0
3803384,3803384,7.0
3803385,3803385,0.0
3803386,3803386,0.0
3803387,3803387,5419.0
3803388,3803388,5071.0
3803389,3803389,4974.0
3803390,3803390,4910.0
3803391,3803391,4810.0
3803392,3803392,4745.0
3803393,3803393,4712.0
3803394,3803394,4686.0
3803395,3803395,4658.0
3803396,3803396,4629.0
3803397,3803397,4616.0
3803398,3803398,4582.0
3803399,3803399,4599.0
3803400,3803400,4583.0
3803401,3803401,4581.0
3803402,3803402,4576.0
3803403,3803403,4538.0
3803404,3803404,4555.0
3803405,3803405,4545.0
3803406,3803406,4543.0
3803407,3803407,4541.0
3803408,3803408,4521.0
3803409,3803409,4537.0
3803410,3803410,4534.0
3803411,3803411,4520.0
3803412,3803412,4510.0
3803413,3803413,4498.0
3803414,3803414,4503.0
3803415,3803415,4488.0
3803416,3803416,4527.0
3803417,3803417,4508.0
3803418,3803418,4487.0
3803419,3803419,4469.0
3803420,3803420,4499.0
3803421,3803421,4504.0
3803422,3803422,4500.0
3803423,3803423,4495.0
3803424,3803424,4497.0
3803425,3803425,4497.0
3803426,3803426,4518.0
3803427,3803427,4514.0
3803428,3803428,4510.0
3803429,3803429,4511.0
3803430,3803430,4535.0
3803431,3803431,4518.0
3803432,3803432,4533.0
3803433,3803433,4518.0
3803434,3803434,4498.0
3803435,3803435,4468.0
3803436,3803436,4470.0
3803437,3803437,4490.0
3803438,3803438,4477.0
3803439,3803439,4483.0
3803440,3803440,4481.0
3803441,3803441,4488.0
3803442,3803442,4492.0
3803443,3803443,4488.0
3803444,3803444,4495.0
3803445,3803445,4494.0
3803446,3803446,4509.0
3803447,3803447,4509.0
3803448,3803448,4521.0
3803449,3803449,4514.0
3803450,3803450,4493.0
3803451,3803451,4519.0
3803452,3803452,4531.0
3803453,3803453,4530.0
3803454,3803454,4505.0
3803455,3803455,4481.0
3803456,3803456,4500.0
3803457,3803457,4512.0
3803458,3803458,4525.0
3803459,3803459,4451.0
3803460,3803460,4474.0
3803461,3803461,4486.0
3803462,3803462,4494.0
3803463,3803463,4496.0
3803464,3803464,4477.0
3803465,3803465,4468.0
3803466,3803466,4462.0
3803467,3803467,4482.0
3803468,3803468,4494.0
3803469,3803469,4494.0
3803470,3803470,4507.0
3803471,3803471,4512.0
3803472,3803472,4502.0
3803473,3803473,4499.0
3803474,3803474,4497.0
3803475,3803475,4501.0
3803476,3803476,4484.0
3803477,3803477,4495.0
3803478,3803478,4499.0
3803479,3803479,4493.0
3803480,3803480,4512.0
3803481,3803481,4560.0
3803482,3803482,4557.0
3803483,3803483,4562.0
3803484,3803484,4509.0
3803485,3803485,4531.0
3803486,3803486,4526.0
3803487,3803487,4548.0
3803488,3803488,4568.0
3803489,3803489,4547.0
3803490,3803490,4553.0
3803491,3803491,4546.0
3803492,3803492,4549.0
3803493,3803493,4549.0
3803494,3803494,4527.0
3803495,3803495,4531.0
3803496,3803496,4541.0
3803497,3803497,4565.0
3803498,3803498,4560.0
3803499,3803499,4556.0
3803500,3803500,4565.0
3803501,3803501,4556.0
3803502,3803502,4582.0
3803503,3803503,4546.0
3803504,3803504,4561.0
3803505,3803505,4555.0
3803506,3803506,4563.0
