,time,dryer
3541133,3541133,8.0
3541134,3541134,8.0
3541135,3541135,8.0
3541136,3541136,8.0
3541137,3541137,8.0
3541138,3541138,8.0
3541139,3541139,7.0
3541140,3541140,7.0
3541141,3541141,7.0
3541142,3541142,8.0
3541143,3541143,8.0
3541144,3541144,8.0
3541145,3541145,8.0
3541146,3541146,8.0
3541147,3541147,8.0
3541148,3541148,8.0
3541149,3541149,8.0
3541150,3541150,8.0
3541151,3541151,8.0
3541152,3541152,8.0
3541153,3541153,8.0
3541154,3541154,8.0
3541155,3541155,8.0
3541156,3541156,8.0
3541157,3541157,7.0
3541158,3541158,8.0
3541159,3541159,8.0
3541160,3541160,8.0
3541161,3541161,8.0
3541162,3541162,8.0
3541163,3541163,8.0
3541164,3541164,8.0
3541165,3541165,8.0
3541166,3541166,8.0
3541167,3541167,8.0
3541168,3541168,0.0
3541169,3541169,0.0
3541170,3541170,0.0
3541171,3541171,0.0
3541172,3541172,0.0
3541173,3541173,5261.0
3541174,3541174,5151.0
3541175,3541175,5051.0
3541176,3541176,4987.0
3541177,3541177,4915.0
3541178,3541178,4874.0
3541179,3541179,4833.0
3541180,3541180,4792.0
3541181,3541181,4757.0
3541182,3541182,4728.0
3541183,3541183,4687.0
3541184,3541184,4667.0
3541185,3541185,4660.0
3541186,3541186,4646.0
3541187,3541187,4658.0
3541188,3541188,4648.0
3541189,3541189,4646.0
3541190,3541190,4618.0
3541191,3541191,4625.0
3541192,3541192,4622.0
3541193,3541193,4597.0
3541194,3541194,4612.0
3541195,3541195,4609.0
3541196,3541196,4630.0
3541197,3541197,4607.0
3541198,3541198,4599.0
3541199,3541199,4592.0
3541200,3541200,4604.0
3541201,3541201,4600.0
3541202,3541202,4597.0
3541203,3541203,4591.0
3541204,3541204,4582.0
3541205,3541205,4584.0
3541206,3541206,4598.0
3541207,3541207,4595.0
3541208,3541208,4593.0
3541209,3541209,4585.0
3541210,3541210,4571.0
3541211,3541211,4575.0
3541212,3541212,4569.0
3541213,3541213,4587.0
3541214,3541214,4567.0
3541215,3541215,4584.0
3541216,3541216,4586.0
3541217,3541217,4599.0
3541218,3541218,4595.0
3541219,3541219,4579.0
3541220,3541220,4586.0
3541221,3541221,4579.0
3541222,3541222,4598.0
3541223,3541223,4571.0
3541224,3541224,4591.0
3541225,3541225,4590.0
3541226,3541226,4602.0
3541227,3541227,4588.0
3541228,3541228,4595.0
3541229,3541229,4605.0
3541230,3541230,4623.0
3541231,3541231,4613.0
3541232,3541232,4602.0
3541233,3541233,4594.0
3541234,3541234,4600.0
3541235,3541235,4607.0
3541236,3541236,4590.0
3541237,3541237,4600.0
3541238,3541238,4583.0
3541239,3541239,4597.0
3541240,3541240,4600.0
3541241,3541241,4615.0
3541242,3541242,4618.0
3541243,3541243,4608.0
3541244,3541244,4607.0
3541245,3541245,4601.0
3541246,3541246,4587.0
3541247,3541247,4593.0
3541248,3541248,4621.0
3541249,3541249,4580.0
3541250,3541250,4586.0
3541251,3541251,4593.0
3541252,3541252,4583.0
3541253,3541253,4594.0
3541254,3541254,4590.0
3541255,3541255,4605.0
3541256,3541256,4606.0
3541257,3541257,4591.0
3541258,3541258,4594.0
3541259,3541259,4597.0
3541260,3541260,4591.0
3541261,3541261,4582.0
3541262,3541262,4596.0
3541263,3541263,4592.0
3541264,3541264,4580.0
3541265,3541265,4602.0
3541266,3541266,4597.0
3541267,3541267,4605.0
3541268,3541268,4584.0
3541269,3541269,4580.0
3541270,3541270,4624.0
3541271,3541271,4557.0
3541272,3541272,4584.0
3541273,3541273,4572.0
3541274,3541274,4582.0
3541275,3541275,4576.0
3541276,3541276,4588.0
3541277,3541277,4578.0
3541278,3541278,4599.0
3541279,3541279,4568.0
3541280,3541280,4601.0
3541281,3541281,4572.0
3541282,3541282,4564.0
3541283,3541283,4564.0
3541284,3541284,4588.0
3541285,3541285,4586.0
3541286,3541286,4577.0
3541287,3541287,4574.0
3541288,3541288,4571.0
3541289,3541289,4600.0
3541290,3541290,4585.0
3541291,3541291,4592.0
3541292,3541292,4567.0
3541293,3541293,4569.0
3541294,3541294,4580.0
3541295,3541295,4592.0
3541296,3541296,4594.0
3541297,3541297,4591.0
3541298,3541298,4591.0
3541299,3541299,4571.0
3541300,3541300,4603.0
3541301,3541301,4589.0
3541302,3541302,4592.0
3541303,3541303,4587.0
3541304,3541304,4558.0
3541305,3541305,4580.0
3541306,3541306,4577.0
3541307,3541307,4596.0
3541308,3541308,4609.0
3541309,3541309,4600.0
3541310,3541310,4591.0
3541311,3541311,4598.0
3541312,3541312,4590.0
3541313,3541313,4594.0
3541314,3541314,4584.0
3541315,3541315,4578.0
3541316,3541316,4592.0
3541317,3541317,4587.0
3541318,3541318,4582.0
3541319,3541319,4607.0
3541320,3541320,4595.0
3541321,3541321,4593.0
3541322,3541322,4594.0
3541323,3541323,4595.0
3541324,3541324,4582.0
3541325,3541325,4596.0
3541326,3541326,4577.0
3541327,3541327,4576.0
3541328,3541328,4568.0
3541329,3541329,4593.0
3541330,3541330,4610.0
3541331,3541331,4606.0
3541332,3541332,4595.0
3541333,3541333,4581.0
3541334,3541334,4579.0
3541335,3541335,4573.0
3541336,3541336,4572.0
3541337,3541337,4557.0
3541338,3541338,4584.0
3541339,3541339,4589.0
3541340,3541340,4603.0
3541341,3541341,4597.0
3541342,3541342,4596.0
3541343,3541343,4594.0
3541344,3541344,4603.0
3541345,3541345,4599.0
3541346,3541346,4599.0
3541347,3541347,4585.0
