,time,dryer
32914,32914,7.0
32915,32915,7.0
32916,32916,0.0
32917,32917,0.0
32918,32918,0.0
32919,32919,0.0
32920,32920,0.0
32921,32921,0.0
32922,32922,0.0
32923,32923,0.0
32924,32924,0.0
32925,32925,0.0
32926,32926,0.0
32927,32927,0.0
32928,32928,0.0
32929,32929,0.0
32930,32930,0.0
32931,32931,0.0
32932,32932,0.0
32933,32933,0.0
32934,32934,0.0
32935,32935,0.0
32936,32936,0.0
32937,32937,0.0
32938,32938,0.0
32939,32939,0.0
32940,32940,0.0
32941,32941,0.0
32942,32942,0.0
32943,32943,0.0
32944,32944,0.0
32945,32945,0.0
32946,32946,0.0
32947,32947,0.0
32948,32948,0.0
32949,32949,0.0
32950,32950,0.0
32951,32951,0.0
32952,32952,0.0
32953,32953,0.0
32954,32954,0.0
32955,32955,0.0
32956,32956,0.0
32957,32957,0.0
32958,32958,0.0
32959,32959,0.0
32960,32960,0.0
32961,32961,0.0
32962,32962,0.0
32963,32963,0.0
32964,32964,0.0
32965,32965,0.0
32966,32966,0.0
32967,32967,0.0
32968,32968,0.0
32969,32969,0.0
32970,32970,0.0
32971,32971,0.0
32972,32972,0.0
32973,32973,0.0
32974,32974,0.0
32975,32975,0.0
32976,32976,0.0
32977,32977,0.0
32978,32978,0.0
32979,32979,0.0
32980,32980,0.0
32981,32981,0.0
32982,32982,0.0
32983,32983,0.0
32984,32984,0.0
32985,32985,0.0
32986,32986,0.0
32987,32987,0.0
32988,32988,0.0
32989,32989,0.0
32990,32990,0.0
32991,32991,0.0
32992,32992,0.0
32993,32993,0.0
32994,32994,0.0
32995,32995,0.0
32996,32996,0.0
32997,32997,0.0
32998,32998,0.0
32999,32999,0.0
33000,33000,0.0
33001,33001,0.0
33002,33002,0.0
33003,33003,0.0
33004,33004,0.0
33005,33005,0.0
33006,33006,0.0
33007,33007,0.0
33008,33008,0.0
33009,33009,0.0
33010,33010,0.0
33011,33011,0.0
33012,33012,0.0
33013,33013,0.0
33014,33014,0.0
33015,33015,0.0
33016,33016,0.0
33017,33017,0.0
33018,33018,0.0
33019,33019,0.0
33020,33020,0.0
33021,33021,0.0
33022,33022,0.0
33023,33023,0.0
33024,33024,0.0
33025,33025,0.0
33026,33026,0.0
33027,33027,0.0
33028,33028,0.0
33029,33029,0.0
33030,33030,0.0
33031,33031,0.0
33032,33032,0.0
33033,33033,0.0
33034,33034,0.0
33035,33035,0.0
33036,33036,0.0
33037,33037,0.0
33038,33038,0.0
33039,33039,0.0
33040,33040,0.0
33041,33041,0.0
33042,33042,0.0
33043,33043,0.0
33044,33044,0.0
33045,33045,0.0
33046,33046,0.0
33047,33047,0.0
33048,33048,0.0
33049,33049,0.0
33050,33050,0.0
33051,33051,0.0
33052,33052,0.0
33053,33053,0.0
33054,33054,0.0
33055,33055,0.0
33056,33056,0.0
33057,33057,0.0
33058,33058,0.0
33059,33059,0.0
33060,33060,0.0
33061,33061,0.0
33062,33062,0.0
33063,33063,0.0
33064,33064,0.0
33065,33065,0.0
33066,33066,0.0
33067,33067,0.0
33068,33068,0.0
33069,33069,0.0
33070,33070,0.0
33071,33071,0.0
33072,33072,0.0
33073,33073,0.0
33074,33074,0.0
33075,33075,0.0
33076,33076,0.0
33077,33077,0.0
33078,33078,0.0
33079,33079,0.0
33080,33080,0.0
33081,33081,0.0
33082,33082,0.0
33083,33083,0.0
33084,33084,0.0
33085,33085,0.0
33086,33086,0.0
33087,33087,0.0
33088,33088,0.0
33089,33089,0.0
33090,33090,0.0
33091,33091,0.0
33092,33092,0.0
33093,33093,0.0
33094,33094,0.0
33095,33095,0.0
33096,33096,0.0
33097,33097,0.0
33098,33098,0.0
33099,33099,0.0
33100,33100,0.0
33101,33101,0.0
33102,33102,0.0
33103,33103,0.0
33104,33104,0.0
33105,33105,0.0
33106,33106,0.0
33107,33107,0.0
33108,33108,0.0
33109,33109,0.0
33110,33110,0.0
33111,33111,0.0
33112,33112,0.0
33113,33113,0.0
33114,33114,0.0
33115,33115,0.0
33116,33116,0.0
33117,33117,0.0
33118,33118,0.0
33119,33119,0.0
33120,33120,0.0
33121,33121,0.0
33122,33122,0.0
33123,33123,0.0
33124,33124,0.0
33125,33125,0.0
33126,33126,0.0
33127,33127,0.0
33128,33128,0.0
33129,33129,0.0
33130,33130,0.0
33131,33131,0.0
33132,33132,0.0
33133,33133,0.0
33134,33134,0.0
33135,33135,0.0
33136,33136,0.0
33137,33137,0.0
33138,33138,0.0
33139,33139,0.0
33140,33140,0.0
33141,33141,0.0
33142,33142,0.0
33143,33143,0.0
33144,33144,0.0
33145,33145,0.0
33146,33146,0.0
33147,33147,0.0
33148,33148,0.0
33149,33149,0.0
33150,33150,0.0
33151,33151,0.0
33152,33152,0.0
33153,33153,0.0
33154,33154,0.0
33155,33155,0.0
33156,33156,0.0
33157,33157,0.0
33158,33158,0.0
33159,33159,0.0
33160,33160,0.0
33161,33161,0.0
33162,33162,0.0
33163,33163,0.0
33164,33164,0.0
33165,33165,0.0
33166,33166,0.0
33167,33167,0.0
33168,33168,0.0
33169,33169,0.0
33170,33170,0.0
33171,33171,0.0
33172,33172,0.0
33173,33173,0.0
33174,33174,0.0
33175,33175,0.0
33176,33176,0.0
33177,33177,0.0
33178,33178,0.0
33179,33179,0.0
33180,33180,0.0
33181,33181,0.0
33182,33182,0.0
33183,33183,0.0
33184,33184,0.0
33185,33185,0.0
33186,33186,0.0
33187,33187,0.0
33188,33188,0.0
33189,33189,0.0
33190,33190,0.0
33191,33191,0.0
33192,33192,0.0
33193,33193,0.0
33194,33194,0.0
33195,33195,0.0
33196,33196,0.0
33197,33197,0.0
33198,33198,0.0
33199,33199,0.0
33200,33200,0.0
33201,33201,0.0
33202,33202,0.0
33203,33203,0.0
33204,33204,0.0
33205,33205,0.0
33206,33206,0.0
33207,33207,0.0
33208,33208,0.0
33209,33209,0.0
33210,33210,0.0
33211,33211,0.0
33212,33212,0.0
33213,33213,0.0
33214,33214,0.0
33215,33215,0.0
33216,33216,0.0
33217,33217,0.0
33218,33218,0.0
33219,33219,0.0
33220,33220,0.0
33221,33221,0.0
33222,33222,0.0
33223,33223,0.0
33224,33224,0.0
33225,33225,0.0
33226,33226,0.0
33227,33227,0.0
33228,33228,0.0
33229,33229,0.0
33230,33230,0.0
33231,33231,0.0
33232,33232,0.0
33233,33233,0.0
33234,33234,0.0
33235,33235,0.0
33236,33236,0.0
33237,33237,0.0
33238,33238,0.0
33239,33239,0.0
33240,33240,0.0
33241,33241,0.0
33242,33242,0.0
33243,33243,0.0
33244,33244,0.0
33245,33245,0.0
33246,33246,0.0
33247,33247,0.0
33248,33248,0.0
33249,33249,0.0
33250,33250,0.0
33251,33251,0.0
33252,33252,0.0
33253,33253,0.0
33254,33254,0.0
33255,33255,0.0
33256,33256,0.0
33257,33257,0.0
33258,33258,0.0
33259,33259,0.0
33260,33260,0.0
33261,33261,0.0
33262,33262,0.0
33263,33263,0.0
33264,33264,0.0
33265,33265,0.0
33266,33266,0.0
33267,33267,0.0
33268,33268,0.0
33269,33269,0.0
33270,33270,0.0
33271,33271,0.0
33272,33272,0.0
33273,33273,0.0
33274,33274,0.0
33275,33275,0.0
33276,33276,0.0
33277,33277,0.0
33278,33278,0.0
33279,33279,0.0
33280,33280,0.0
33281,33281,0.0
33282,33282,0.0
33283,33283,0.0
33284,33284,0.0
33285,33285,0.0
33286,33286,0.0
33287,33287,0.0
33288,33288,0.0
33289,33289,0.0
33290,33290,0.0
33291,33291,0.0
33292,33292,0.0
33293,33293,0.0
33294,33294,0.0
33295,33295,0.0
33296,33296,0.0
33297,33297,0.0
33298,33298,0.0
33299,33299,0.0
33300,33300,0.0
33301,33301,0.0
33302,33302,0.0
33303,33303,0.0
33304,33304,0.0
33305,33305,0.0
33306,33306,0.0
33307,33307,0.0
33308,33308,0.0
33309,33309,0.0
33310,33310,0.0
33311,33311,0.0
33312,33312,0.0
33313,33313,0.0
33314,33314,0.0
33315,33315,0.0
33316,33316,0.0
33317,33317,0.0
33318,33318,0.0
33319,33319,0.0
33320,33320,0.0
33321,33321,0.0
33322,33322,0.0
33323,33323,0.0
33324,33324,0.0
33325,33325,0.0
33326,33326,0.0
33327,33327,0.0
33328,33328,0.0
33329,33329,0.0
33330,33330,0.0
33331,33331,0.0
33332,33332,0.0
33333,33333,0.0
33334,33334,0.0
33335,33335,0.0
33336,33336,0.0
33337,33337,0.0
33338,33338,0.0
33339,33339,0.0
33340,33340,0.0
33341,33341,0.0
33342,33342,0.0
33343,33343,0.0
33344,33344,0.0
33345,33345,0.0
33346,33346,0.0
33347,33347,0.0
33348,33348,0.0
33349,33349,0.0
33350,33350,0.0
33351,33351,0.0
33352,33352,0.0
33353,33353,0.0
33354,33354,0.0
33355,33355,0.0
33356,33356,0.0
33357,33357,0.0
33358,33358,0.0
33359,33359,0.0
33360,33360,0.0
33361,33361,0.0
33362,33362,0.0
33363,33363,0.0
33364,33364,0.0
33365,33365,0.0
33366,33366,0.0
33367,33367,0.0
33368,33368,0.0
33369,33369,0.0
33370,33370,0.0
33371,33371,0.0
33372,33372,0.0
33373,33373,0.0
33374,33374,0.0
33375,33375,0.0
33376,33376,0.0
33377,33377,0.0
33378,33378,0.0
33379,33379,0.0
33380,33380,0.0
33381,33381,0.0
33382,33382,0.0
33383,33383,0.0
33384,33384,0.0
33385,33385,0.0
33386,33386,0.0
33387,33387,0.0
33388,33388,0.0
33389,33389,0.0
33390,33390,0.0
33391,33391,0.0
33392,33392,0.0
33393,33393,0.0
33394,33394,0.0
33395,33395,0.0
33396,33396,0.0
33397,33397,0.0
33398,33398,0.0
33399,33399,0.0
33400,33400,0.0
33401,33401,0.0
33402,33402,0.0
33403,33403,0.0
33404,33404,0.0
33405,33405,0.0
33406,33406,0.0
33407,33407,0.0
33408,33408,0.0
33409,33409,0.0
33410,33410,0.0
33411,33411,0.0
33412,33412,0.0
33413,33413,0.0
33414,33414,0.0
33415,33415,0.0
33416,33416,0.0
33417,33417,0.0
33418,33418,0.0
33419,33419,0.0
33420,33420,0.0
33421,33421,0.0
33422,33422,0.0
33423,33423,0.0
33424,33424,0.0
33425,33425,0.0
33426,33426,0.0
33427,33427,0.0
33428,33428,0.0
33429,33429,0.0
33430,33430,0.0
33431,33431,0.0
33432,33432,0.0
33433,33433,0.0
33434,33434,0.0
33435,33435,0.0
33436,33436,0.0
33437,33437,0.0
33438,33438,0.0
33439,33439,0.0
33440,33440,0.0
33441,33441,0.0
33442,33442,0.0
33443,33443,0.0
33444,33444,0.0
33445,33445,0.0
33446,33446,0.0
33447,33447,0.0
33448,33448,0.0
33449,33449,0.0
33450,33450,0.0
33451,33451,0.0
33452,33452,0.0
33453,33453,0.0
33454,33454,0.0
33455,33455,0.0
33456,33456,0.0
33457,33457,0.0
33458,33458,0.0
33459,33459,0.0
33460,33460,0.0
33461,33461,0.0
33462,33462,0.0
33463,33463,0.0
33464,33464,0.0
33465,33465,0.0
33466,33466,0.0
33467,33467,0.0
33468,33468,0.0
33469,33469,0.0
33470,33470,0.0
33471,33471,0.0
33472,33472,0.0
33473,33473,0.0
33474,33474,0.0
33475,33475,0.0
33476,33476,0.0
33477,33477,0.0
33478,33478,0.0
33479,33479,0.0
33480,33480,0.0
33481,33481,0.0
33482,33482,0.0
33483,33483,0.0
33484,33484,0.0
33485,33485,0.0
33486,33486,0.0
33487,33487,0.0
33488,33488,0.0
33489,33489,0.0
33490,33490,0.0
33491,33491,0.0
33492,33492,0.0
33493,33493,0.0
33494,33494,0.0
33495,33495,0.0
33496,33496,0.0
33497,33497,0.0
33498,33498,0.0
33499,33499,0.0
33500,33500,0.0
33501,33501,0.0
33502,33502,0.0
33503,33503,0.0
33504,33504,0.0
33505,33505,0.0
33506,33506,0.0
33507,33507,0.0
33508,33508,0.0
33509,33509,0.0
33510,33510,0.0
33511,33511,0.0
33512,33512,0.0
33513,33513,0.0
33514,33514,0.0
33515,33515,0.0
33516,33516,0.0
33517,33517,0.0
33518,33518,0.0
33519,33519,0.0
33520,33520,0.0
33521,33521,0.0
33522,33522,0.0
33523,33523,0.0
33524,33524,0.0
33525,33525,0.0
33526,33526,0.0
33527,33527,0.0
33528,33528,0.0
33529,33529,0.0
33530,33530,0.0
33531,33531,0.0
33532,33532,0.0
33533,33533,0.0
33534,33534,0.0
33535,33535,0.0
33536,33536,0.0
33537,33537,0.0
33538,33538,0.0
33539,33539,0.0
33540,33540,0.0
33541,33541,0.0
33542,33542,0.0
33543,33543,0.0
33544,33544,0.0
33545,33545,0.0
33546,33546,0.0
33547,33547,0.0
33548,33548,0.0
33549,33549,0.0
33550,33550,0.0
33551,33551,0.0
33552,33552,0.0
33553,33553,0.0
33554,33554,0.0
33555,33555,0.0
33556,33556,0.0
33557,33557,0.0
33558,33558,0.0
33559,33559,0.0
33560,33560,0.0
33561,33561,0.0
33562,33562,0.0
33563,33563,0.0
33564,33564,0.0
33565,33565,0.0
33566,33566,0.0
33567,33567,0.0
33568,33568,0.0
33569,33569,0.0
33570,33570,0.0
33571,33571,0.0
33572,33572,0.0
33573,33573,0.0
33574,33574,0.0
33575,33575,0.0
33576,33576,0.0
33577,33577,0.0
33578,33578,0.0
33579,33579,0.0
33580,33580,0.0
33581,33581,0.0
33582,33582,0.0
33583,33583,0.0
33584,33584,0.0
33585,33585,0.0
33586,33586,0.0
33587,33587,0.0
33588,33588,0.0
33589,33589,0.0
33590,33590,0.0
33591,33591,0.0
33592,33592,0.0
33593,33593,0.0
33594,33594,0.0
33595,33595,0.0
33596,33596,0.0
33597,33597,0.0
33598,33598,0.0
33599,33599,0.0
33600,33600,0.0
33601,33601,0.0
33602,33602,0.0
33603,33603,0.0
33604,33604,0.0
33605,33605,0.0
33606,33606,0.0
33607,33607,0.0
33608,33608,0.0
33609,33609,0.0
33610,33610,0.0
33611,33611,0.0
33612,33612,0.0
33613,33613,0.0
33614,33614,0.0
33615,33615,0.0
33616,33616,0.0
33617,33617,0.0
33618,33618,0.0
33619,33619,0.0
33620,33620,0.0
33621,33621,0.0
33622,33622,0.0
33623,33623,0.0
33624,33624,0.0
33625,33625,0.0
33626,33626,0.0
33627,33627,0.0
33628,33628,0.0
33629,33629,0.0
33630,33630,0.0
33631,33631,0.0
33632,33632,0.0
33633,33633,0.0
33634,33634,0.0
33635,33635,0.0
33636,33636,0.0
33637,33637,0.0
33638,33638,0.0
33639,33639,0.0
33640,33640,0.0
33641,33641,0.0
33642,33642,0.0
33643,33643,0.0
33644,33644,0.0
33645,33645,0.0
33646,33646,0.0
33647,33647,0.0
33648,33648,0.0
33649,33649,0.0
33650,33650,0.0
33651,33651,0.0
33652,33652,0.0
33653,33653,0.0
33654,33654,0.0
33655,33655,0.0
33656,33656,0.0
33657,33657,0.0
33658,33658,0.0
33659,33659,0.0
33660,33660,0.0
33661,33661,0.0
33662,33662,0.0
33663,33663,0.0
33664,33664,0.0
33665,33665,0.0
33666,33666,0.0
33667,33667,0.0
33668,33668,0.0
33669,33669,0.0
33670,33670,0.0
33671,33671,0.0
33672,33672,0.0
33673,33673,0.0
33674,33674,0.0
33675,33675,0.0
33676,33676,0.0
33677,33677,0.0
33678,33678,0.0
33679,33679,0.0
33680,33680,0.0
33681,33681,0.0
33682,33682,0.0
33683,33683,0.0
33684,33684,0.0
33685,33685,0.0
33686,33686,0.0
33687,33687,0.0
33688,33688,0.0
33689,33689,0.0
33690,33690,0.0
33691,33691,0.0
33692,33692,0.0
33693,33693,0.0
33694,33694,0.0
33695,33695,0.0
33696,33696,0.0
33697,33697,0.0
33698,33698,0.0
33699,33699,0.0
33700,33700,0.0
33701,33701,0.0
33702,33702,0.0
33703,33703,0.0
33704,33704,0.0
33705,33705,0.0
33706,33706,0.0
33707,33707,0.0
33708,33708,0.0
33709,33709,0.0
33710,33710,0.0
33711,33711,0.0
33712,33712,0.0
33713,33713,0.0
33714,33714,0.0
33715,33715,0.0
33716,33716,0.0
33717,33717,0.0
33718,33718,0.0
33719,33719,0.0
33720,33720,0.0
33721,33721,0.0
33722,33722,0.0
33723,33723,0.0
33724,33724,0.0
33725,33725,0.0
33726,33726,0.0
33727,33727,0.0
33728,33728,0.0
33729,33729,0.0
33730,33730,0.0
33731,33731,0.0
33732,33732,0.0
33733,33733,0.0
33734,33734,0.0
33735,33735,0.0
33736,33736,0.0
33737,33737,0.0
33738,33738,0.0
33739,33739,0.0
33740,33740,0.0
33741,33741,0.0
33742,33742,0.0
33743,33743,0.0
33744,33744,0.0
33745,33745,0.0
33746,33746,0.0
33747,33747,0.0
33748,33748,0.0
33749,33749,0.0
33750,33750,0.0
33751,33751,0.0
33752,33752,0.0
33753,33753,0.0
33754,33754,0.0
33755,33755,0.0
33756,33756,0.0
33757,33757,0.0
33758,33758,0.0
33759,33759,0.0
33760,33760,0.0
33761,33761,0.0
33762,33762,0.0
33763,33763,0.0
33764,33764,0.0
33765,33765,0.0
33766,33766,0.0
33767,33767,0.0
33768,33768,0.0
33769,33769,0.0
33770,33770,0.0
33771,33771,0.0
33772,33772,0.0
33773,33773,0.0
33774,33774,0.0
33775,33775,0.0
33776,33776,0.0
33777,33777,0.0
33778,33778,0.0
33779,33779,0.0
33780,33780,0.0
33781,33781,0.0
33782,33782,0.0
33783,33783,0.0
33784,33784,0.0
33785,33785,0.0
33786,33786,0.0
33787,33787,0.0
33788,33788,0.0
33789,33789,0.0
33790,33790,0.0
33791,33791,0.0
33792,33792,0.0
33793,33793,0.0
33794,33794,0.0
33795,33795,0.0
33796,33796,0.0
33797,33797,0.0
33798,33798,0.0
33799,33799,0.0
33800,33800,0.0
33801,33801,0.0
33802,33802,0.0
33803,33803,0.0
33804,33804,0.0
33805,33805,0.0
33806,33806,0.0
33807,33807,0.0
33808,33808,0.0
33809,33809,0.0
33810,33810,0.0
33811,33811,0.0
33812,33812,0.0
33813,33813,0.0
33814,33814,0.0
33815,33815,0.0
33816,33816,0.0
33817,33817,0.0
33818,33818,0.0
33819,33819,0.0
33820,33820,0.0
33821,33821,0.0
33822,33822,0.0
33823,33823,0.0
33824,33824,0.0
33825,33825,0.0
33826,33826,0.0
33827,33827,0.0
33828,33828,0.0
33829,33829,0.0
33830,33830,0.0
33831,33831,0.0
33832,33832,0.0
33833,33833,0.0
33834,33834,0.0
33835,33835,0.0
33836,33836,0.0
33837,33837,0.0
33838,33838,0.0
33839,33839,0.0
33840,33840,0.0
33841,33841,0.0
33842,33842,0.0
33843,33843,0.0
33844,33844,0.0
33845,33845,0.0
33846,33846,0.0
33847,33847,0.0
33848,33848,0.0
33849,33849,0.0
33850,33850,0.0
33851,33851,0.0
33852,33852,0.0
33853,33853,0.0
33854,33854,0.0
33855,33855,0.0
33856,33856,0.0
33857,33857,0.0
33858,33858,0.0
33859,33859,0.0
33860,33860,0.0
33861,33861,0.0
33862,33862,0.0
33863,33863,0.0
33864,33864,0.0
33865,33865,0.0
33866,33866,0.0
33867,33867,0.0
33868,33868,0.0
33869,33869,0.0
33870,33870,0.0
33871,33871,0.0
33872,33872,0.0
33873,33873,0.0
33874,33874,0.0
33875,33875,0.0
33876,33876,0.0
33877,33877,0.0
33878,33878,0.0
33879,33879,0.0
33880,33880,0.0
33881,33881,0.0
33882,33882,0.0
33883,33883,0.0
33884,33884,0.0
33885,33885,0.0
33886,33886,0.0
33887,33887,0.0
33888,33888,0.0
33889,33889,0.0
33890,33890,0.0
33891,33891,0.0
33892,33892,0.0
33893,33893,0.0
33894,33894,0.0
33895,33895,0.0
33896,33896,0.0
33897,33897,0.0
33898,33898,0.0
33899,33899,0.0
33900,33900,0.0
33901,33901,0.0
33902,33902,0.0
33903,33903,0.0
33904,33904,0.0
33905,33905,0.0
33906,33906,0.0
33907,33907,0.0
33908,33908,0.0
33909,33909,0.0
33910,33910,0.0
33911,33911,0.0
33912,33912,0.0
33913,33913,0.0
33914,33914,0.0
33915,33915,0.0
33916,33916,0.0
33917,33917,0.0
33918,33918,0.0
33919,33919,0.0
33920,33920,0.0
33921,33921,0.0
33922,33922,0.0
33923,33923,0.0
33924,33924,0.0
33925,33925,0.0
33926,33926,0.0
33927,33927,0.0
33928,33928,0.0
33929,33929,0.0
33930,33930,0.0
