,time,dryer
1802130,1802130,2.0
1802131,1802131,0.0
1802132,1802132,0.0
1802133,1802133,0.0
1802134,1802134,0.0
1802135,1802135,1.0
1802136,1802136,1.0
1802137,1802137,1.0
1802138,1802138,1.0
1802139,1802139,1.0
1802140,1802140,0.0
1802141,1802141,2.0
1802142,1802142,1.0
1802143,1802143,0.0
1802144,1802144,0.0
1802145,1802145,1.0
1802146,1802146,0.0
1802147,1802147,0.0
1802148,1802148,0.0
1802149,1802149,0.0
1802150,1802150,1.0
1802151,1802151,0.0
1802152,1802152,1.0
1802153,1802153,0.0
1802154,1802154,0.0
1802155,1802155,1.0
1802156,1802156,1.0
1802157,1802157,0.0
1802158,1802158,1.0
1802159,1802159,1.0
1802160,1802160,1.0
1802161,1802161,1.0
1802162,1802162,1.0
1802163,1802163,0.0
1802164,1802164,0.0
1802165,1802165,0.0
1802166,1802166,1.0
1802167,1802167,1.0
1802168,1802168,0.0
1802169,1802169,1.0
1802170,1802170,1.0
1802171,1802171,0.0
1802172,1802172,0.0
1802173,1802173,0.0
1802174,1802174,0.0
1802175,1802175,1.0
1802176,1802176,1.0
1802177,1802177,0.0
1802178,1802178,1.0
1802179,1802179,1.0
1802180,1802180,1.0
1802181,1802181,0.0
1802182,1802182,1.0
1802183,1802183,0.0
1802184,1802184,0.0
1802185,1802185,1.0
1802186,1802186,1.0
1802187,1802187,1.0
1802188,1802188,1.0
1802189,1802189,1.0
1802190,1802190,0.0
1802191,1802191,1.0
1802192,1802192,1.0
1802193,1802193,0.0
1802194,1802194,1.0
1802195,1802195,1.0
1802196,1802196,1.0
1802197,1802197,0.0
1802198,1802198,0.0
1802199,1802199,0.0
1802200,1802200,0.0
1802201,1802201,0.0
1802202,1802202,0.0
1802203,1802203,0.0
1802204,1802204,1.0
1802205,1802205,0.0
1802206,1802206,1.0
1802207,1802207,0.0
1802208,1802208,1.0
1802209,1802209,0.0
1802210,1802210,0.0
1802211,1802211,1.0
1802212,1802212,1.0
1802213,1802213,1.0
1802214,1802214,0.0
1802215,1802215,1.0
1802216,1802216,1.0
1802217,1802217,1.0
1802218,1802218,1.0
1802219,1802219,1.0
1802220,1802220,0.0
1802221,1802221,0.0
1802222,1802222,1.0
1802223,1802223,0.0
1802224,1802224,1.0
1802225,1802225,1.0
1802226,1802226,1.0
1802227,1802227,0.0
1802228,1802228,0.0
1802229,1802229,0.0
1802230,1802230,1.0
1802231,1802231,1.0
1802232,1802232,1.0
1802233,1802233,1.0
1802234,1802234,0.0
1802235,1802235,1.0
1802236,1802236,0.0
1802237,1802237,1.0
1802238,1802238,0.0
1802239,1802239,0.0
1802240,1802240,1.0
1802241,1802241,1.0
1802242,1802242,0.0
1802243,1802243,1.0
1802244,1802244,0.0
1802245,1802245,0.0
1802246,1802246,0.0
1802247,1802247,0.0
1802248,1802248,0.0
1802249,1802249,0.0
1802250,1802250,0.0
1802251,1802251,0.0
1802252,1802252,1.0
1802253,1802253,1.0
1802254,1802254,1.0
1802255,1802255,0.0
1802256,1802256,1.0
1802257,1802257,0.0
1802258,1802258,0.0
1802259,1802259,1.0
1802260,1802260,1.0
1802261,1802261,0.0
1802262,1802262,1.0
1802263,1802263,0.0
1802264,1802264,1.0
1802265,1802265,0.0
1802266,1802266,0.0
1802267,1802267,1.0
1802268,1802268,0.0
1802269,1802269,0.0
1802270,1802270,0.0
1802271,1802271,1.0
1802272,1802272,0.0
1802273,1802273,0.0
1802274,1802274,0.0
1802275,1802275,1.0
1802276,1802276,0.0
1802277,1802277,0.0
1802278,1802278,0.0
1802279,1802279,0.0
1802280,1802280,1.0
1802281,1802281,0.0
1802282,1802282,0.0
1802283,1802283,1.0
1802284,1802284,1.0
1802285,1802285,0.0
1802286,1802286,0.0
1802287,1802287,0.0
1802288,1802288,0.0
