,time,dryer
668182,668182,7.0
668183,668183,7.0
668184,668184,7.0
668185,668185,7.0
668186,668186,7.0
668187,668187,7.0
668188,668188,7.0
668189,668189,7.0
668190,668190,7.0
668191,668191,7.0
668192,668192,7.0
668193,668193,7.0
668194,668194,7.0
668195,668195,7.0
668196,668196,7.0
668197,668197,7.0
668198,668198,7.0
668199,668199,7.0
668200,668200,7.0
668201,668201,8.0
668202,668202,7.0
668203,668203,7.0
668204,668204,7.0
668205,668205,7.0
668206,668206,7.0
668207,668207,7.0
668208,668208,7.0
668209,668209,7.0
668210,668210,7.0
668211,668211,7.0
668212,668212,7.0
668213,668213,7.0
668214,668214,7.0
668215,668215,7.0
668216,668216,7.0
668217,668217,7.0
668218,668218,7.0
668219,668219,7.0
668220,668220,7.0
668221,668221,7.0
668222,668222,7.0
668223,668223,7.0
668224,668224,7.0
668225,668225,7.0
668226,668226,7.0
668227,668227,7.0
668228,668228,7.0
668229,668229,7.0
668230,668230,7.0
668231,668231,7.0
668232,668232,7.0
668233,668233,7.0
668234,668234,7.0
668235,668235,7.0
668236,668236,7.0
668237,668237,7.0
668238,668238,7.0
668239,668239,7.0
668240,668240,7.0
668241,668241,7.0
668242,668242,7.0
668243,668243,7.0
668244,668244,7.0
668245,668245,7.0
668246,668246,7.0
668247,668247,7.0
668248,668248,7.0
668249,668249,7.0
668250,668250,7.0
668251,668251,7.0
668252,668252,7.0
668253,668253,7.0
668254,668254,7.0
668255,668255,7.0
668256,668256,7.0
668257,668257,7.0
668258,668258,7.0
668259,668259,7.0
668260,668260,7.0
668261,668261,7.0
668262,668262,7.0
668263,668263,7.0
668264,668264,7.0
668265,668265,7.0
668266,668266,7.0
668267,668267,7.0
668268,668268,7.0
668269,668269,7.0
668270,668270,7.0
668271,668271,7.0
668272,668272,7.0
668273,668273,7.0
668274,668274,7.0
668275,668275,7.0
668276,668276,7.0
668277,668277,7.0
668278,668278,7.0
668279,668279,7.0
668280,668280,7.0
668281,668281,7.0
668282,668282,7.0
668283,668283,7.0
668284,668284,7.0
668285,668285,7.0
668286,668286,7.0
668287,668287,7.0
668288,668288,7.0
668289,668289,7.0
668290,668290,7.0
668291,668291,7.0
668292,668292,7.0
668293,668293,7.0
668294,668294,7.0
668295,668295,7.0
668296,668296,7.0
668297,668297,7.0
668298,668298,7.0
668299,668299,7.0
668300,668300,7.0
668301,668301,7.0
668302,668302,7.0
668303,668303,7.0
668304,668304,7.0
668305,668305,7.0
668306,668306,7.0
668307,668307,7.0
668308,668308,7.0
668309,668309,7.0
668310,668310,7.0
668311,668311,7.0
668312,668312,7.0
668313,668313,7.0
668314,668314,8.0
668315,668315,7.0
668316,668316,7.0
668317,668317,7.0
668318,668318,7.0
668319,668319,7.0
668320,668320,7.0
668321,668321,7.0
668322,668322,7.0
668323,668323,0.0
668324,668324,0.0
668325,668325,0.0
668326,668326,0.0
668327,668327,5172.0
668328,668328,5013.0
668329,668329,4950.0
668330,668330,4871.0
668331,668331,4808.0
668332,668332,4792.0
668333,668333,4733.0
668334,668334,4705.0
668335,668335,4691.0
668336,668336,4650.0
668337,668337,4615.0
668338,668338,4632.0
668339,668339,4583.0
668340,668340,4583.0
668341,668341,4576.0
668342,668342,4570.0
668343,668343,4574.0
