,time,dryer
1212500,1212500,8.0
1212501,1212501,8.0
1212502,1212502,8.0
1212503,1212503,8.0
1212504,1212504,8.0
1212505,1212505,8.0
1212506,1212506,8.0
1212507,1212507,8.0
1212508,1212508,8.0
1212509,1212509,8.0
1212510,1212510,8.0
1212511,1212511,8.0
1212512,1212512,8.0
1212513,1212513,8.0
1212514,1212514,8.0
1212515,1212515,8.0
1212516,1212516,8.0
1212517,1212517,8.0
1212518,1212518,8.0
1212519,1212519,8.0
1212520,1212520,8.0
1212521,1212521,8.0
1212522,1212522,8.0
1212523,1212523,8.0
1212524,1212524,8.0
1212525,1212525,8.0
1212526,1212526,8.0
1212527,1212527,8.0
1212528,1212528,8.0
1212529,1212529,8.0
1212530,1212530,8.0
1212531,1212531,8.0
1212532,1212532,8.0
1212533,1212533,8.0
1212534,1212534,8.0
1212535,1212535,8.0
1212536,1212536,8.0
1212537,1212537,8.0
1212538,1212538,8.0
1212539,1212539,8.0
1212540,1212540,8.0
1212541,1212541,8.0
1212542,1212542,8.0
1212543,1212543,8.0
1212544,1212544,8.0
1212545,1212545,8.0
1212546,1212546,8.0
1212547,1212547,8.0
1212548,1212548,8.0
1212549,1212549,8.0
1212550,1212550,8.0
1212551,1212551,8.0
1212552,1212552,8.0
1212553,1212553,8.0
1212554,1212554,8.0
1212555,1212555,8.0
1212556,1212556,8.0
1212557,1212557,8.0
1212558,1212558,8.0
1212559,1212559,8.0
1212560,1212560,8.0
1212561,1212561,8.0
1212562,1212562,8.0
1212563,1212563,8.0
1212564,1212564,8.0
1212565,1212565,8.0
1212566,1212566,8.0
1212567,1212567,8.0
1212568,1212568,8.0
1212569,1212569,8.0
1212570,1212570,8.0
1212571,1212571,8.0
1212572,1212572,8.0
1212573,1212573,8.0
1212574,1212574,8.0
1212575,1212575,8.0
1212576,1212576,8.0
1212577,1212577,8.0
1212578,1212578,8.0
1212579,1212579,8.0
1212580,1212580,8.0
1212581,1212581,8.0
1212582,1212582,8.0
1212583,1212583,8.0
1212584,1212584,8.0
1212585,1212585,8.0
1212586,1212586,8.0
1212587,1212587,8.0
1212588,1212588,8.0
1212589,1212589,8.0
1212590,1212590,8.0
1212591,1212591,8.0
1212592,1212592,8.0
1212593,1212593,8.0
1212594,1212594,8.0
1212595,1212595,8.0
1212596,1212596,8.0
1212597,1212597,8.0
1212598,1212598,8.0
1212599,1212599,8.0
1212600,1212600,8.0
1212601,1212601,8.0
1212602,1212602,8.0
1212603,1212603,8.0
1212604,1212604,8.0
1212605,1212605,8.0
1212606,1212606,8.0
1212607,1212607,8.0
1212608,1212608,8.0
1212609,1212609,8.0
1212610,1212610,8.0
1212611,1212611,8.0
1212612,1212612,8.0
1212613,1212613,8.0
