,time,dryer
347,4810347,351
348,4810348,316
349,4810349,315
350,4810350,331
351,4810351,5883
352,4810352,5779
353,4810353,5734
354,4810354,5663
355,4810355,0
356,4810356,0
357,4810357,0
358,4810358,0
359,4810359,0
360,4810360,0
361,4810361,0
362,4810362,0
363,4810363,0
364,4810364,0
365,4810365,0
366,4810366,0
367,4810367,0
368,4810368,0
369,4810369,0
370,4810370,0
371,4810371,0
372,4810372,0
373,4810373,1
374,4810374,1
375,4810375,1
376,4810376,1
377,4810377,328
378,4810378,322
379,4810379,290
380,4810380,288
381,4810381,320
382,4810382,303
383,4810383,329
384,4810384,342
385,4810385,318
386,4810386,322
387,4810387,318
388,4810388,323
389,4810389,351
390,4810390,329
391,4810391,305
392,4810392,315
393,4810393,310
394,4810394,298
395,4810395,322
396,4810396,319
397,4810397,300
398,4810398,308
399,4810399,299
400,4810400,285
401,4810401,297
402,4810402,293
403,4810403,296
404,4810404,314
405,4810405,320
406,4810406,325
407,4810407,331
408,4810408,298
409,4810409,289
410,4810410,308
411,4810411,301
412,4810412,305
413,4810413,333
414,4810414,299
415,4810415,322
416,4810416,318
417,4810417,306
418,4810418,342
419,4810419,341
420,4810420,300
421,4810421,300
422,4810422,313
423,4810423,276
424,4810424,325
425,4810425,331
426,4810426,296
427,4810427,313
428,4810428,319
429,4810429,309
430,4810430,326
431,4810431,342
432,4810432,288
433,4810433,301
434,4810434,293
435,4810435,302
436,4810436,327
437,4810437,314
438,4810438,284
439,4810439,310
440,4810440,306
441,4810441,295
442,4810442,323
443,4810443,291
444,4810444,292
445,4810445,307
446,4810446,301
447,4810447,312
448,4810448,332
449,4810449,308
450,4810450,307
451,4810451,322
452,4810452,305
453,4810453,318
454,4810454,354
455,4810455,307
456,4810456,305
457,4810457,321
458,4810458,298
459,4810459,339
460,4810460,323
461,4810461,299
462,4810462,323
463,4810463,307
464,4810464,298
465,4810465,348
466,4810466,333
467,4810467,329
468,4810468,324
469,4810469,317
470,4810470,326
471,4810471,332
472,4810472,305
473,4810473,300
474,4810474,318
475,4810475,271
476,4810476,326
477,4810477,332
478,4810478,307
479,4810479,321
480,4810480,326
481,4810481,317
482,4810482,338
483,4810483,327
484,4810484,321
485,4810485,297
486,4810486,318
487,4810487,308
488,4810488,333
489,4810489,311
490,4810490,301
491,4810491,300
492,4810492,295
493,4810493,295
494,4810494,318
495,4810495,312
496,4810496,297
497,4810497,319
498,4810498,306
499,4810499,320
500,4810500,5908
501,4810501,5799
502,4810502,5723
503,4810503,5693
504,4810504,5642
505,4810505,5618
506,4810506,5603
507,4810507,5558
508,4810508,5536
509,4810509,5516
510,4810510,5493
511,4810511,5520
512,4810512,5514
513,4810513,5482
514,4810514,5491
515,4810515,5488
516,4810516,5462
517,4810517,5505
518,4810518,5486
519,4810519,5467
520,4810520,5484
521,4810521,5469
522,4810522,5467
523,4810523,5500
524,4810524,5486
525,4810525,5475
526,4810526,5472
527,4810527,5467
528,4810528,5471
529,4810529,5497
530,4810530,5455
531,4810531,5469
532,4810532,5479
533,4810533,5444
534,4810534,5473
535,4810535,5484
536,4810536,5459
537,4810537,5458
538,4810538,5462
539,4810539,5446
540,4810540,5473
541,4810541,5460
542,4810542,5428
543,4810543,5440
544,4810544,5443
545,4810545,5424
546,4810546,5445
547,4810547,5417
548,4810548,5418
549,4810549,5429
550,4810550,5429
551,4810551,5432
552,4810552,5474
553,4810553,5437
554,4810554,5438
555,4810555,5463
556,4810556,5434
557,4810557,5455
558,4810558,5477
559,4810559,5455
560,4810560,5449
561,4810561,5438
562,4810562,5420
563,4810563,5456
564,4810564,5458
565,4810565,5439
566,4810566,5436
567,4810567,5418
568,4810568,5425
569,4810569,5451
570,4810570,5440
571,4810571,5424
572,4810572,5427
573,4810573,5411
574,4810574,5416
575,4810575,5432
576,4810576,5412
577,4810577,5399
578,4810578,5439
579,4810579,5420
580,4810580,5436
581,4810581,5451
582,4810582,5445
583,4810583,5441
584,4810584,5449
585,4810585,5421
586,4810586,5464
587,4810587,5475
588,4810588,5418
589,4810589,5441
590,4810590,5441
591,4810591,5422
592,4810592,5443
593,4810593,5460
594,4810594,5433
595,4810595,5431
596,4810596,5445
597,4810597,5429
598,4810598,5442
599,4810599,5439
600,4810600,5426
601,4810601,5431
602,4810602,5435
603,4810603,5434
604,4810604,5486
605,4810605,5443
606,4810606,5458
607,4810607,5452
608,4810608,5443
609,4810609,5458
610,4810610,5487
611,4810611,5434
612,4810612,5476
613,4810613,5454
614,4810614,5432
615,4810615,5471
616,4810616,5462
617,4810617,5432
618,4810618,5455
619,4810619,5440
620,4810620,298
621,4810621,328
622,4810622,311
623,4810623,294
624,4810624,310
625,4810625,304
626,4810626,297
627,4810627,332
628,4810628,316
629,4810629,300
630,4810630,325
631,4810631,311
632,4810632,309
633,4810633,318
634,4810634,316
635,4810635,5693
636,4810636,5664
637,4810637,5585
638,4810638,5578
639,4810639,5577
640,4810640,5510
641,4810641,5511
642,4810642,5475
643,4810643,5460
644,4810644,5506
645,4810645,5472
646,4810646,5437
647,4810647,5469
648,4810648,5434
649,4810649,5426
650,4810650,5465
651,4810651,5448
652,4810652,5445
653,4810653,5456
654,4810654,5411
655,4810655,5434
656,4810656,5453
657,4810657,5419
658,4810658,5427
659,4810659,5443
660,4810660,5438
661,4810661,5430
662,4810662,5465
663,4810663,5439
664,4810664,5441
665,4810665,5406
666,4810666,5407
667,4810667,5479
668,4810668,5470
669,4810669,5429
670,4810670,5449
671,4810671,5432
672,4810672,5448
673,4810673,5443
674,4810674,5412
675,4810675,5429
676,4810676,5460
677,4810677,5446
678,4810678,5459
679,4810679,5437
680,4810680,5450
681,4810681,5469
682,4810682,5448
683,4810683,5398
684,4810684,5442
685,4810685,5439
686,4810686,5442
687,4810687,5402
688,4810688,5419
689,4810689,5426
690,4810690,5471
691,4810691,5455
692,4810692,5421
693,4810693,5452
694,4810694,5415
695,4810695,5446
696,4810696,5467
697,4810697,5417
698,4810698,5404
699,4810699,5444
700,4810700,5428
701,4810701,5439
702,4810702,5479
703,4810703,5456
704,4810704,5426
705,4810705,5412
706,4810706,5430
707,4810707,5472
708,4810708,5458
709,4810709,5403
710,4810710,5430
711,4810711,5433
712,4810712,5427
713,4810713,5448
714,4810714,5398
715,4810715,5428
716,4810716,5432
717,4810717,5427
718,4810718,5459
719,4810719,5468
720,4810720,5413
721,4810721,5445
722,4810722,5477
723,4810723,5424
724,4810724,5452
725,4810725,5453
726,4810726,5451
727,4810727,5449
728,4810728,5423
729,4810729,5424
730,4810730,5434
731,4810731,5460
732,4810732,5444
733,4810733,5438
734,4810734,5423
735,4810735,5407
736,4810736,5409
737,4810737,5434
738,4810738,5397
739,4810739,5395
740,4810740,5400
741,4810741,5401
742,4810742,5441
743,4810743,5431
744,4810744,5409
745,4810745,5419
746,4810746,5417
747,4810747,5407
748,4810748,5437
749,4810749,5427
750,4810750,5412
751,4810751,5416
752,4810752,5424
753,4810753,5426
754,4810754,5447
755,4810755,5413
756,4810756,5415
757,4810757,5433
758,4810758,5412
759,4810759,5419
760,4810760,5429
761,4810761,5400
762,4810762,5422
763,4810763,5422
764,4810764,5408
765,4810765,5413
766,4810766,5421
767,4810767,5392
768,4810768,5403
769,4810769,5388
770,4810770,5390
771,4810771,5395
772,4810772,5389
773,4810773,5378
774,4810774,5397
775,4810775,5385
776,4810776,5357
777,4810777,5396
778,4810778,5400
779,4810779,5377
780,4810780,5395
781,4810781,5404
782,4810782,5386
783,4810783,5417
784,4810784,5398
785,4810785,5367
786,4810786,5395
787,4810787,5374
788,4810788,5343
789,4810789,5399
790,4810790,5402
791,4810791,5386
792,4810792,5404
793,4810793,5408
794,4810794,5402
795,4810795,5409
796,4810796,5403
797,4810797,5394
798,4810798,5398
799,4810799,5403
800,4810800,5405
801,4810801,5404
802,4810802,5406
803,4810803,5396
804,4810804,5429
805,4810805,5376
806,4810806,5402
807,4810807,5447
808,4810808,5414
809,4810809,5402
810,4810810,5411
811,4810811,5392
812,4810812,5411
813,4810813,5412
814,4810814,5398
815,4810815,5411
816,4810816,5396
817,4810817,5389
818,4810818,5420
819,4810819,5405
820,4810820,5368
821,4810821,5386
822,4810822,5374
823,4810823,5347
824,4810824,5393
825,4810825,5415
826,4810826,5385
827,4810827,5416
828,4810828,5411
829,4810829,5373
830,4810830,5433
831,4810831,5395
832,4810832,5368
833,4810833,5417
834,4810834,5382
835,4810835,5397
836,4810836,5431
837,4810837,5409
838,4810838,5394
839,4810839,5387
840,4810840,5371
841,4810841,5399
842,4810842,5410
843,4810843,5381
844,4810844,5371
845,4810845,5408
846,4810846,5370
847,4810847,5404
848,4810848,5407
849,4810849,5365
850,4810850,5375
851,4810851,5391
852,4810852,5376
853,4810853,5427
854,4810854,5416
855,4810855,5392
856,4810856,5395
857,4810857,5402
858,4810858,5380
859,4810859,5444
860,4810860,5412
861,4810861,5381
862,4810862,5407
863,4810863,5378
864,4810864,5393
865,4810865,5413
866,4810866,5398
867,4810867,5380
868,4810868,5387
869,4810869,5365
870,4810870,5365
871,4810871,5395
872,4810872,5366
873,4810873,5366
874,4810874,5376
875,4810875,5380
876,4810876,5394
877,4810877,5413
878,4810878,5360
879,4810879,5345
880,4810880,5361
881,4810881,5366
882,4810882,5400
883,4810883,5396
884,4810884,5376
885,4810885,5409
886,4810886,5391
887,4810887,5384
888,4810888,5418
889,4810889,5424
890,4810890,5382
891,4810891,5401
892,4810892,5414
893,4810893,5401
894,4810894,5413
895,4810895,5402
896,4810896,5384
897,4810897,5401
898,4810898,5388
899,4810899,5402
900,4810900,5431
901,4810901,5382
902,4810902,5384
903,4810903,5385
904,4810904,5349
905,4810905,5374
906,4810906,5382
907,4810907,5358
908,4810908,5344
909,4810909,5375
910,4810910,5379
911,4810911,5409
912,4810912,5410
913,4810913,5380
914,4810914,5394
915,4810915,5402
916,4810916,5363
917,4810917,5400
918,4810918,5417
919,4810919,5385
920,4810920,5379
921,4810921,5373
922,4810922,5367
923,4810923,5387
924,4810924,5418
925,4810925,5369
926,4810926,5371
927,4810927,5362
928,4810928,5337
929,4810929,5369
930,4810930,5359
931,4810931,5400
932,4810932,5410
933,4810933,5384
934,4810934,5374
935,4810935,5417
936,4810936,5387
937,4810937,5365
938,4810938,5380
939,4810939,5375
940,4810940,5381
941,4810941,5400
942,4810942,5404
943,4810943,5371
944,4810944,5367
945,4810945,5353
946,4810946,5365
947,4810947,5393
948,4810948,5377
949,4810949,5355
950,4810950,5378
951,4810951,5370
952,4810952,5383
953,4810953,5425
954,4810954,5370
955,4810955,5366
956,4810956,5375
957,4810957,5388
958,4810958,5393
959,4810959,5395
960,4810960,5390
961,4810961,5392
962,4810962,5363
963,4810963,5394
964,4810964,5400
965,4810965,5409
966,4810966,5396
967,4810967,5376
968,4810968,5391
969,4810969,5398
970,4810970,5404
971,4810971,5408
972,4810972,5417
973,4810973,5388
974,4810974,5368
975,4810975,5383
976,4810976,5422
977,4810977,5431
978,4810978,5406
979,4810979,5402
980,4810980,5424
981,4810981,5416
982,4810982,5391
983,4810983,5406
984,4810984,5358
985,4810985,5429
986,4810986,5412
987,4810987,5431
988,4810988,5417
989,4810989,5374
990,4810990,5353
991,4810991,5405
992,4810992,5370
993,4810993,5374
994,4810994,5395
995,4810995,5423
996,4810996,5381
997,4810997,5400
998,4810998,5402
999,4810999,5359
1000,4811000,5411
1001,4811001,5375
1002,4811002,5365
1003,4811003,5397
1004,4811004,5408
1005,4811005,5412
1006,4811006,5387
1007,4811007,5404
1008,4811008,5393
1009,4811009,5385
1010,4811010,5397
1011,4811011,5427
1012,4811012,5401
1013,4811013,5383
1014,4811014,5385
1015,4811015,5385
1016,4811016,5376
1017,4811017,5390
1018,4811018,5392
1019,4811019,5376
1020,4811020,5357
1021,4811021,5368
1022,4811022,5389
1023,4811023,5420
1024,4811024,5434
1025,4811025,5379
1026,4811026,5395
1027,4811027,5365
1028,4811028,5347
1029,4811029,5418
1030,4811030,5400
1031,4811031,5379
1032,4811032,5368
1033,4811033,5380
1034,4811034,5377
1035,4811035,5382
1036,4811036,5375
1037,4811037,5379
1038,4811038,5384
1039,4811039,5347
1040,4811040,5338
1041,4811041,5400
1042,4811042,5395
1043,4811043,5395
1044,4811044,5388
1045,4811045,5381
1046,4811046,5362
1047,4811047,5402
1048,4811048,5383
1049,4811049,5371
1050,4811050,5397
1051,4811051,5407
1052,4811052,5418
1053,4811053,5402
1054,4811054,5397
1055,4811055,5402
1056,4811056,5373
1057,4811057,5387
1058,4811058,5422
1059,4811059,5405
1060,4811060,5375
1061,4811061,5375
1062,4811062,5375
1063,4811063,5389
1064,4811064,5426
1065,4811065,5403
1066,4811066,5376
1067,4811067,5426
1068,4811068,5390
1069,4811069,5407
1070,4811070,5415
1071,4811071,5430
1072,4811072,5380
1073,4811073,5400
1074,4811074,5389
1075,4811075,5387
1076,4811076,5362
1077,4811077,5385
