,time,dryer
9254,4039254,3988
9255,4039255,272
9256,4039256,322
9257,4039257,320
9258,4039258,5759
9259,4039259,5653
9260,4039260,5566
9261,4039261,5517
9262,4039262,5464
9263,4039263,5458
9264,4039264,5438
9265,4039265,5390
9266,4039266,5364
9267,4039267,5322
9268,4039268,5316
9269,4039269,5329
9270,4039270,5350
9271,4039271,5328
9272,4039272,5300
9273,4039273,5314
9274,4039274,5306
9275,4039275,5315
9276,4039276,5295
9277,4039277,5263
9278,4039278,5254
9279,4039279,5260
9280,4039280,5267
9281,4039281,5274
9282,4039282,5291
9283,4039283,5288
9284,4039284,5281
9285,4039285,5277
9286,4039286,5266
9287,4039287,5295
9288,4039288,5302
9289,4039289,5284
9290,4039290,5291
9291,4039291,5297
9292,4039292,5293
9293,4039293,5315
9294,4039294,5302
9295,4039295,5257
9296,4039296,5243
9297,4039297,5264
9298,4039298,5283
9299,4039299,5305
9300,4039300,5307
9301,4039301,5277
9302,4039302,5284
9303,4039303,5281
9304,4039304,5281
9305,4039305,5310
9306,4039306,5297
9307,4039307,5286
9308,4039308,5303
9309,4039309,5303
9310,4039310,5323
9311,4039311,5344
9312,4039312,5329
9313,4039313,5315
9314,4039314,5306
9315,4039315,5301
9316,4039316,5302
9317,4039317,5317
9318,4039318,5302
9319,4039319,5280
9320,4039320,5299
9321,4039321,5303
9322,4039322,5316
9323,4039323,5358
9324,4039324,5335
9325,4039325,5316
9326,4039326,5296
9327,4039327,5278
9328,4039328,5287
9329,4039329,5306
9330,4039330,5294
9331,4039331,5298
9332,4039332,5314
9333,4039333,5309
9334,4039334,5326
9335,4039335,5365
9336,4039336,5358
9337,4039337,5331
9338,4039338,5322
9339,4039339,5311
9340,4039340,5300
9341,4039341,5332
9342,4039342,5319
9343,4039343,5312
9344,4039344,5314
9345,4039345,5311
9346,4039346,5323
9347,4039347,5315
9348,4039348,5329
9349,4039349,5324
9350,4039350,5314
9351,4039351,5301
9352,4039352,5320
9353,4039353,5333
9354,4039354,5311
9355,4039355,5293
9356,4039356,5290
9357,4039357,5295
9358,4039358,5279
9359,4039359,5315
9360,4039360,5297
9361,4039361,5307
9362,4039362,5306
9363,4039363,5282
9364,4039364,5314
9365,4039365,5330
9366,4039366,5319
9367,4039367,5316
9368,4039368,5324
9369,4039369,5305
9370,4039370,5317
9371,4039371,5347
9372,4039372,5344
9373,4039373,5334
9374,4039374,5339
9375,4039375,5296
9376,4039376,5298
9377,4039377,5300
9378,4039378,295
9379,4039379,275
9380,4039380,296
9381,4039381,297
9382,4039382,314
9383,4039383,318
9384,4039384,305
9385,4039385,305
9386,4039386,298
9387,4039387,297
9388,4039388,291
9389,4039389,322
9390,4039390,268
9391,4039391,261
9392,4039392,265
9393,4039393,5544
9394,4039394,5518
9395,4039395,5502
9396,4039396,5412
9397,4039397,5393
9398,4039398,5385
9399,4039399,5348
9400,4039400,5333
9401,4039401,5364
9402,4039402,5327
9403,4039403,5328
9404,4039404,5321
9405,4039405,5307
9406,4039406,5323
9407,4039407,5309
9408,4039408,5292
9409,4039409,5282
9410,4039410,5239
9411,4039411,5243
9412,4039412,5269
9413,4039413,5293
9414,4039414,5259
9415,4039415,5238
9416,4039416,5222
9417,4039417,5202
9418,4039418,5236
9419,4039419,5243
9420,4039420,5250
9421,4039421,5242
9422,4039422,5252
9423,4039423,5242
9424,4039424,5254
9425,4039425,5285
9426,4039426,5278
9427,4039427,5291
9428,4039428,5259
9429,4039429,5254
9430,4039430,5279
9431,4039431,5279
9432,4039432,5263
9433,4039433,5260
9434,4039434,5260
9435,4039435,5249
9436,4039436,5269
9437,4039437,5264
9438,4039438,5263
9439,4039439,5266
9440,4039440,5250
9441,4039441,5256
9442,4039442,5288
9443,4039443,5294
9444,4039444,5271
9445,4039445,5291
9446,4039446,5292
9447,4039447,5289
9448,4039448,5305
9449,4039449,5301
9450,4039450,5289
9451,4039451,5300
9452,4039452,5283
9453,4039453,5291
9454,4039454,5320
9455,4039455,5306
9456,4039456,5300
9457,4039457,5306
9458,4039458,5293
9459,4039459,5298
9460,4039460,5309
9461,4039461,5298
9462,4039462,5290
9463,4039463,5299
9464,4039464,5293
9465,4039465,5295
9466,4039466,5301
9467,4039467,5321
9468,4039468,5302
9469,4039469,5284
9470,4039470,5279
9471,4039471,5282
9472,4039472,5271
9473,4039473,5280
9474,4039474,5267
9475,4039475,5259
9476,4039476,5257
9477,4039477,5253
9478,4039478,5278
9479,4039479,5290
9480,4039480,5289
9481,4039481,5277
9482,4039482,5272
9483,4039483,5269
9484,4039484,5284
9485,4039485,5294
9486,4039486,5291
9487,4039487,5291
9488,4039488,5288
9489,4039489,5306
9490,4039490,5326
9491,4039491,5319
9492,4039492,5314
9493,4039493,5317
9494,4039494,5307
9495,4039495,5299
9496,4039496,5317
9497,4039497,5302
9498,4039498,5299
9499,4039499,5294
9500,4039500,5282
9501,4039501,5280
9502,4039502,5305
9503,4039503,5313
9504,4039504,5306
9505,4039505,5304
9506,4039506,5251
9507,4039507,5243
9508,4039508,5291
9509,4039509,5288
9510,4039510,5255
9511,4039511,5258
9512,4039512,5262
9513,4039513,5251
9514,4039514,5271
9515,4039515,5275
9516,4039516,5278
9517,4039517,5282
9518,4039518,5263
9519,4039519,5250
9520,4039520,5298
9521,4039521,5300
9522,4039522,5281
9523,4039523,5289
9524,4039524,5278
9525,4039525,5274
9526,4039526,5308
9527,4039527,5294
9528,4039528,5286
9529,4039529,5301
9530,4039530,5310
9531,4039531,5313
9532,4039532,5328
9533,4039533,5324
9534,4039534,5323
9535,4039535,5321
9536,4039536,5296
9537,4039537,5285
9538,4039538,5305
9539,4039539,5283
9540,4039540,5272
9541,4039541,5301
9542,4039542,5291
9543,4039543,5282
9544,4039544,5298
9545,4039545,5301
9546,4039546,5291
9547,4039547,5289
9548,4039548,5286
9549,4039549,5282
9550,4039550,5308
9551,4039551,5326
9552,4039552,5292
9553,4039553,5308
9554,4039554,5304
9555,4039555,5334
9556,4039556,5359
9557,4039557,5341
9558,4039558,5293
9559,4039559,5304
9560,4039560,5301
9561,4039561,5291
9562,4039562,5293
9563,4039563,5300
9564,4039564,5280
9565,4039565,5285
9566,4039566,5266
9567,4039567,5261
9568,4039568,5290
9569,4039569,5291
9570,4039570,5290
9571,4039571,5288
9572,4039572,5293
9573,4039573,5278
9574,4039574,5308
9575,4039575,5307
9576,4039576,5287
9577,4039577,5301
9578,4039578,5292
9579,4039579,5284
9580,4039580,5314
9581,4039581,5324
9582,4039582,5314
9583,4039583,5316
9584,4039584,5331
9585,4039585,5307
9586,4039586,5311
9587,4039587,5291
9588,4039588,5259
9589,4039589,5267
9590,4039590,5263
9591,4039591,5258
9592,4039592,5295
9593,4039593,5277
9594,4039594,5259
9595,4039595,5257
9596,4039596,5240
9597,4039597,5231
9598,4039598,5257
9599,4039599,5249
9600,4039600,5249
9601,4039601,5250
9602,4039602,5246
9603,4039603,5236
9604,4039604,5264
9605,4039605,5259
9606,4039606,5237
9607,4039607,5239
9608,4039608,5232
9609,4039609,5236
9610,4039610,5240
9611,4039611,5242
