,time,washer
0,1580000,2
1,1580001,2
2,1580002,2
3,1580003,2
4,1580004,2
5,1580005,2
6,1580006,2
7,1580007,2
8,1580008,2
9,1580009,2
10,1580010,2
11,1580011,2
12,1580012,2
13,1580013,2
14,1580014,2
15,1580015,2
16,1580016,2
17,1580017,2
18,1580018,2
19,1580019,2
20,1580020,2
21,1580021,2
22,1580022,2
23,1580023,2
24,1580024,2
25,1580025,2
26,1580026,2
27,1580027,2
28,1580028,2
29,1580029,2
30,1580030,2
31,1580031,2
32,1580032,2
33,1580033,2
34,1580034,2
35,1580035,2
36,1580036,2
37,1580037,2
38,1580038,2
39,1580039,2
40,1580040,2
41,1580041,2
42,1580042,2
43,1580043,2
44,1580044,2
45,1580045,2
46,1580046,2
47,1580047,2
48,1580048,2
49,1580049,2
50,1580050,2
51,1580051,2
52,1580052,2
53,1580053,2
54,1580054,2
55,1580055,2
56,1580056,2
57,1580057,2
58,1580058,2
59,1580059,2
60,1580060,2
61,1580061,2
62,1580062,2
63,1580063,2
64,1580064,2
65,1580065,2
66,1580066,2
67,1580067,2
68,1580068,2
69,1580069,2
70,1580070,2
71,1580071,2
72,1580072,2
73,1580073,2
74,1580074,2
75,1580075,2
76,1580076,2
77,1580077,2
78,1580078,2
79,1580079,2
80,1580080,2
81,1580081,2
82,1580082,2
83,1580083,2
84,1580084,2
85,1580085,2
86,1580086,2
87,1580087,2
88,1580088,2
89,1580089,2
90,1580090,2
91,1580091,2
92,1580092,2
93,1580093,2
94,1580094,2
95,1580095,2
96,1580096,2
97,1580097,2
98,1580098,2
99,1580099,2
100,1580100,2
101,1580101,2
102,1580102,2
103,1580103,2
104,1580104,2
105,1580105,2
106,1580106,2
107,1580107,3
108,1580108,2
109,1580109,2
110,1580110,2
111,1580111,2
112,1580112,2
113,1580113,2
114,1580114,2
115,1580115,2
116,1580116,2
117,1580117,2
118,1580118,2
119,1580119,2
120,1580120,2
121,1580121,2
122,1580122,2
123,1580123,2
124,1580124,2
125,1580125,2
126,1580126,2
127,1580127,2
128,1580128,2
129,1580129,2
130,1580130,2
131,1580131,2
132,1580132,2
133,1580133,2
134,1580134,2
135,1580135,2
136,1580136,2
137,1580137,2
138,1580138,2
139,1580139,2
140,1580140,2
141,1580141,2
142,1580142,3
143,1580143,2
144,1580144,2
145,1580145,2
146,1580146,2
147,1580147,2
148,1580148,2
149,1580149,2
