,time,washer
0,3950000,2
1,3950001,2
2,3950002,2
3,3950003,2
4,3950004,2
5,3950005,2
6,3950006,2
7,3950007,2
8,3950008,2
9,3950009,2
10,3950010,2
11,3950011,2
12,3950012,2
13,3950013,2
14,3950014,3
15,3950015,2
16,3950016,3
17,3950017,2
18,3950018,2
19,3950019,2
20,3950020,2
21,3950021,2
22,3950022,2
23,3950023,2
24,3950024,2
25,3950025,2
26,3950026,2
27,3950027,2
28,3950028,2
29,3950029,2
30,3950030,2
31,3950031,2
32,3950032,2
33,3950033,3
34,3950034,2
35,3950035,2
36,3950036,2
37,3950037,2
38,3950038,2
39,3950039,2
40,3950040,2
41,3950041,2
42,3950042,2
43,3950043,2
44,3950044,2
45,3950045,2
46,3950046,2
47,3950047,2
48,3950048,2
49,3950049,2
50,3950050,2
51,3950051,2
52,3950052,2
53,3950053,2
54,3950054,2
55,3950055,2
56,3950056,3
57,3950057,2
58,3950058,2
59,3950059,2
60,3950060,2
61,3950061,2
62,3950062,2
63,3950063,2
64,3950064,2
65,3950065,2
66,3950066,2
67,3950067,2
68,3950068,2
69,3950069,2
70,3950070,2
71,3950071,2
72,3950072,2
73,3950073,2
74,3950074,2
75,3950075,2
76,3950076,2
77,3950077,2
78,3950078,3
79,3950079,2
80,3950080,2
81,3950081,2
82,3950082,2
83,3950083,2
84,3950084,2
85,3950085,2
86,3950086,2
87,3950087,2
88,3950088,2
89,3950089,2
90,3950090,2
91,3950091,2
92,3950092,2
93,3950093,2
94,3950094,2
95,3950095,2
96,3950096,2
97,3950097,2
98,3950098,2
99,3950099,2
100,3950100,2
101,3950101,2
102,3950102,2
103,3950103,2
104,3950104,2
105,3950105,2
106,3950106,2
107,3950107,2
108,3950108,2
109,3950109,2
110,3950110,2
111,3950111,2
112,3950112,2
113,3950113,2
114,3950114,3
115,3950115,2
116,3950116,2
117,3950117,2
118,3950118,2
119,3950119,2
120,3950120,2
121,3950121,2
122,3950122,2
123,3950123,2
124,3950124,2
125,3950125,2
126,3950126,2
127,3950127,2
128,3950128,2
129,3950129,2
130,3950130,2
131,3950131,2
132,3950132,2
133,3950133,3
134,3950134,2
135,3950135,2
136,3950136,2
137,3950137,2
138,3950138,2
139,3950139,2
140,3950140,2
141,3950141,3
142,3950142,2
143,3950143,2
144,3950144,2
145,3950145,2
146,3950146,2
147,3950147,2
148,3950148,2
149,3950149,2
150,3950150,2
151,3950151,2
152,3950152,3
153,3950153,2
154,3950154,2
155,3950155,2
156,3950156,2
157,3950157,2
158,3950158,2
159,3950159,2
160,3950160,2
161,3950161,3
162,3950162,3
163,3950163,2
164,3950164,2
165,3950165,2
166,3950166,3
167,3950167,2
168,3950168,2
169,3950169,2
170,3950170,2
171,3950171,2
172,3950172,2
173,3950173,2
174,3950174,2
175,3950175,2
176,3950176,2
177,3950177,2
178,3950178,2
179,3950179,2
180,3950180,2
181,3950181,2
182,3950182,2
183,3950183,3
184,3950184,2
185,3950185,2
186,3950186,2
187,3950187,2
188,3950188,2
189,3950189,2
190,3950190,2
191,3950191,2
192,3950192,3
193,3950193,2
194,3950194,2
195,3950195,2
196,3950196,2
197,3950197,2
198,3950198,2
199,3950199,2
200,3950200,2
201,3950201,2
202,3950202,2
203,3950203,2
204,3950204,2
205,3950205,2
206,3950206,2
207,3950207,2
208,3950208,2
209,3950209,2
210,3950210,2
211,3950211,2
212,3950212,2
213,3950213,2
214,3950214,2
215,3950215,3
216,3950216,2
217,3950217,2
218,3950218,2
219,3950219,2
220,3950220,2
221,3950221,2
222,3950222,2
223,3950223,2
224,3950224,2
225,3950225,2
226,3950226,2
227,3950227,2
228,3950228,2
229,3950229,2
230,3950230,2
231,3950231,2
232,3950232,2
233,3950233,2
234,3950234,2
235,3950235,2
236,3950236,2
237,3950237,2
238,3950238,2
239,3950239,2
240,3950240,2
241,3950241,2
242,3950242,2
243,3950243,2
244,3950244,2
245,3950245,2
246,3950246,2
247,3950247,2
248,3950248,3
249,3950249,2
250,3950250,3
251,3950251,2
252,3950252,3
253,3950253,2
254,3950254,2
255,3950255,2
256,3950256,2
257,3950257,2
258,3950258,2
259,3950259,2
260,3950260,2
261,3950261,2
262,3950262,2
263,3950263,2
264,3950264,2
265,3950265,2
266,3950266,2
267,3950267,2
268,3950268,2
269,3950269,2
270,3950270,2
271,3950271,2
272,3950272,2
273,3950273,2
274,3950274,2
275,3950275,2
276,3950276,2
277,3950277,2
278,3950278,2
279,3950279,2
280,3950280,2
281,3950281,2
282,3950282,2
283,3950283,3
284,3950284,2
285,3950285,2
286,3950286,3
287,3950287,3
288,3950288,2
289,3950289,2
290,3950290,2
291,3950291,2
292,3950292,2
293,3950293,2
294,3950294,2
295,3950295,2
296,3950296,2
297,3950297,2
298,3950298,2
299,3950299,2
300,3950300,2
301,3950301,2
302,3950302,2
303,3950303,2
304,3950304,2
305,3950305,2
306,3950306,2
307,3950307,2
308,3950308,2
309,3950309,2
310,3950310,2
311,3950311,2
312,3950312,2
313,3950313,2
314,3950314,2
315,3950315,2
316,3950316,2
317,3950317,2
318,3950318,2
319,3950319,2
320,3950320,2
321,3950321,2
322,3950322,2
323,3950323,2
324,3950324,2
325,3950325,3
326,3950326,3
327,3950327,2
328,3950328,2
329,3950329,2
330,3950330,2
331,3950331,2
332,3950332,2
333,3950333,2
334,3950334,2
335,3950335,2
336,3950336,2
337,3950337,2
338,3950338,2
339,3950339,2
340,3950340,3
341,3950341,2
342,3950342,2
343,3950343,2
344,3950344,2
345,3950345,2
346,3950346,2
347,3950347,2
348,3950348,2
349,3950349,2
350,3950350,3
351,3950351,2
352,3950352,2
353,3950353,3
354,3950354,2
355,3950355,3
356,3950356,2
357,3950357,2
358,3950358,2
359,3950359,2
360,3950360,2
361,3950361,2
362,3950362,2
363,3950363,2
364,3950364,2
365,3950365,3
366,3950366,2
367,3950367,2
368,3950368,3
369,3950369,2
370,3950370,2
371,3950371,2
372,3950372,2
373,3950373,2
374,3950374,2
375,3950375,3
376,3950376,2
377,3950377,2
378,3950378,2
379,3950379,2
380,3950380,2
381,3950381,2
382,3950382,2
383,3950383,2
384,3950384,2
385,3950385,2
386,3950386,2
387,3950387,2
388,3950388,2
389,3950389,2
390,3950390,2
391,3950391,2
392,3950392,2
393,3950393,2
394,3950394,2
395,3950395,2
396,3950396,2
397,3950397,2
398,3950398,2
399,3950399,2
400,3950400,2
401,3950401,2
402,3950402,2
403,3950403,2
404,3950404,2
405,3950405,2
406,3950406,3
407,3950407,2
408,3950408,2
409,3950409,2
410,3950410,2
411,3950411,2
412,3950412,2
413,3950413,2
414,3950414,2
415,3950415,2
416,3950416,2
417,3950417,2
418,3950418,2
419,3950419,2
420,3950420,2
421,3950421,2
422,3950422,2
423,3950423,2
424,3950424,2
425,3950425,2
426,3950426,2
427,3950427,2
428,3950428,2
429,3950429,2
430,3950430,2
431,3950431,2
432,3950432,2
433,3950433,2
434,3950434,2
435,3950435,2
436,3950436,2
437,3950437,2
438,3950438,2
439,3950439,2
440,3950440,2
441,3950441,2
442,3950442,2
443,3950443,2
444,3950444,2
445,3950445,2
446,3950446,2
447,3950447,2
448,3950448,2
449,3950449,2
450,3950450,2
451,3950451,2
452,3950452,2
453,3950453,2
454,3950454,2
455,3950455,2
456,3950456,2
457,3950457,2
458,3950458,3
459,3950459,2
460,3950460,2
461,3950461,2
462,3950462,2
463,3950463,2
464,3950464,2
465,3950465,2
466,3950466,2
467,3950467,2
468,3950468,2
469,3950469,2
470,3950470,2
471,3950471,2
472,3950472,3
473,3950473,2
474,3950474,2
475,3950475,2
476,3950476,2
477,3950477,2
478,3950478,2
479,3950479,2
480,3950480,2
481,3950481,2
482,3950482,2
483,3950483,2
484,3950484,2
485,3950485,2
486,3950486,2
487,3950487,2
488,3950488,3
489,3950489,2
490,3950490,2
491,3950491,2
492,3950492,3
493,3950493,2
494,3950494,2
495,3950495,2
496,3950496,3
497,3950497,2
498,3950498,3
499,3950499,2
500,3950500,2
501,3950501,2
502,3950502,2
503,3950503,2
504,3950504,2
505,3950505,2
506,3950506,2
507,3950507,2
508,3950508,2
509,3950509,2
510,3950510,2
511,3950511,2
512,3950512,2
513,3950513,2
514,3950514,2
515,3950515,2
516,3950516,2
517,3950517,2
518,3950518,2
519,3950519,2
520,3950520,2
521,3950521,2
522,3950522,2
523,3950523,2
524,3950524,2
525,3950525,2
526,3950526,2
527,3950527,2
528,3950528,3
529,3950529,2
530,3950530,2
531,3950531,2
532,3950532,2
533,3950533,2
534,3950534,2
535,3950535,2
536,3950536,2
537,3950537,2
538,3950538,2
539,3950539,2
540,3950540,2
541,3950541,2
542,3950542,1
543,3950543,2
544,3950544,2
545,3950545,2
546,3950546,2
547,3950547,2
548,3950548,2
549,3950549,2
550,3950550,2
551,3950551,2
552,3950552,2
553,3950553,2
554,3950554,2
555,3950555,2
556,3950556,2
557,3950557,2
558,3950558,2
559,3950559,2
560,3950560,3
561,3950561,3
562,3950562,2
563,3950563,2
564,3950564,2
565,3950565,2
566,3950566,2
567,3950567,2
568,3950568,2
569,3950569,2
570,3950570,2
571,3950571,2
572,3950572,2
573,3950573,2
574,3950574,2
575,3950575,2
576,3950576,2
577,3950577,2
578,3950578,2
579,3950579,2
580,3950580,2
581,3950581,2
582,3950582,2
583,3950583,2
584,3950584,2
585,3950585,2
586,3950586,2
587,3950587,2
588,3950588,2
589,3950589,2
590,3950590,2
591,3950591,2
592,3950592,2
593,3950593,2
594,3950594,2
595,3950595,3
596,3950596,2
597,3950597,2
598,3950598,2
599,3950599,2
600,3950600,2
601,3950601,2
602,3950602,2
603,3950603,2
604,3950604,2
605,3950605,2
606,3950606,2
607,3950607,2
608,3950608,2
609,3950609,2
610,3950610,2
611,3950611,2
612,3950612,2
613,3950613,2
614,3950614,2
615,3950615,2
616,3950616,3
617,3950617,2
618,3950618,2
619,3950619,2
620,3950620,2
621,3950621,2
622,3950622,2
623,3950623,2
624,3950624,2
625,3950625,2
626,3950626,2
627,3950627,2
628,3950628,3
629,3950629,2
630,3950630,2
631,3950631,2
632,3950632,3
633,3950633,2
634,3950634,2
635,3950635,2
636,3950636,2
637,3950637,2
638,3950638,2
639,3950639,2
640,3950640,2
641,3950641,2
642,3950642,2
643,3950643,2
644,3950644,2
645,3950645,2
646,3950646,2
647,3950647,2
648,3950648,2
649,3950649,2
650,3950650,2
651,3950651,2
652,3950652,2
653,3950653,2
654,3950654,2
655,3950655,2
656,3950656,2
657,3950657,2
658,3950658,3
659,3950659,2
660,3950660,2
661,3950661,2
662,3950662,2
663,3950663,2
664,3950664,3
665,3950665,2
666,3950666,2
667,3950667,2
668,3950668,2
669,3950669,2
670,3950670,3
671,3950671,2
672,3950672,2
673,3950673,2
674,3950674,2
675,3950675,2
676,3950676,2
677,3950677,2
678,3950678,2
679,3950679,2
680,3950680,2
681,3950681,2
682,3950682,2
683,3950683,2
684,3950684,2
685,3950685,2
686,3950686,2
687,3950687,2
688,3950688,2
689,3950689,2
690,3950690,2
691,3950691,2
692,3950692,2
693,3950693,2
694,3950694,2
695,3950695,2
696,3950696,2
697,3950697,2
698,3950698,2
699,3950699,2
700,3950700,2
701,3950701,2
702,3950702,2
703,3950703,2
704,3950704,2
705,3950705,2
706,3950706,2
707,3950707,2
708,3950708,2
709,3950709,2
710,3950710,2
711,3950711,2
712,3950712,2
713,3950713,2
714,3950714,2
715,3950715,2
716,3950716,2
717,3950717,2
718,3950718,2
719,3950719,2
