,time,washer
0,1678000,2
1,1678001,2
2,1678002,2
3,1678003,2
4,1678004,2
5,1678005,2
6,1678006,2
7,1678007,2
8,1678008,2
9,1678009,2
10,1678010,2
11,1678011,2
12,1678012,2
13,1678013,2
14,1678014,2
15,1678015,2
16,1678016,2
17,1678017,2
18,1678018,2
19,1678019,2
20,1678020,2
21,1678021,3
22,1678022,2
23,1678023,2
24,1678024,2
25,1678025,2
26,1678026,2
27,1678027,2
28,1678028,2
29,1678029,2
30,1678030,2
31,1678031,2
32,1678032,2
33,1678033,2
34,1678034,2
35,1678035,2
36,1678036,2
37,1678037,2
38,1678038,2
39,1678039,2
40,1678040,3
41,1678041,2
42,1678042,2
43,1678043,2
44,1678044,2
45,1678045,2
46,1678046,2
47,1678047,2
48,1678048,2
49,1678049,2
50,1678050,3
51,1678051,2
52,1678052,2
53,1678053,2
54,1678054,2
55,1678055,2
56,1678056,2
57,1678057,2
58,1678058,2
59,1678059,2
60,1678060,2
61,1678061,2
62,1678062,2
63,1678063,2
64,1678064,2
65,1678065,2
66,1678066,2
67,1678067,3
68,1678068,2
69,1678069,2
70,1678070,2
71,1678071,2
72,1678072,2
73,1678073,2
74,1678074,3
75,1678075,2
76,1678076,3
77,1678077,2
78,1678078,2
79,1678079,2
80,1678080,2
81,1678081,2
82,1678082,2
83,1678083,2
84,1678084,2
85,1678085,2
86,1678086,2
87,1678087,2
88,1678088,2
89,1678089,2
90,1678090,2
91,1678091,2
92,1678092,2
93,1678093,2
94,1678094,2
95,1678095,2
96,1678096,2
97,1678097,2
98,1678098,2
99,1678099,2
100,1678100,2
101,1678101,2
102,1678102,2
103,1678103,2
104,1678104,2
105,1678105,2
106,1678106,2
107,1678107,2
108,1678108,2
109,1678109,2
110,1678110,2
111,1678111,2
112,1678112,2
113,1678113,2
114,1678114,2
115,1678115,2
116,1678116,2
117,1678117,2
118,1678118,2
119,1678119,2
120,1678120,2
121,1678121,2
122,1678122,2
123,1678123,2
124,1678124,2
125,1678125,2
126,1678126,2
127,1678127,2
128,1678128,2
129,1678129,2
130,1678130,2
131,1678131,2
132,1678132,2
133,1678133,2
134,1678134,2
135,1678135,2
136,1678136,2
137,1678137,2
138,1678138,2
139,1678139,2
140,1678140,2
141,1678141,2
142,1678142,2
143,1678143,2
144,1678144,2
145,1678145,2
146,1678146,2
147,1678147,2
148,1678148,2
149,1678149,2
150,1678150,2
151,1678151,2
152,1678152,2
153,1678153,2
154,1678154,2
155,1678155,2
156,1678156,2
157,1678157,2
158,1678158,2
159,1678159,2
160,1678160,2
161,1678161,2
162,1678162,2
163,1678163,2
164,1678164,2
165,1678165,2
166,1678166,2
167,1678167,2
168,1678168,2
169,1678169,2
170,1678170,2
171,1678171,2
172,1678172,2
173,1678173,2
174,1678174,2
175,1678175,2
176,1678176,2
177,1678177,2
178,1678178,2
179,1678179,2
180,1678180,2
181,1678181,2
182,1678182,2
183,1678183,2
184,1678184,2
185,1678185,2
186,1678186,2
187,1678187,2
188,1678188,2
189,1678189,2
190,1678190,2
191,1678191,2
192,1678192,2
193,1678193,2
194,1678194,2
195,1678195,2
196,1678196,2
197,1678197,2
198,1678198,2
199,1678199,2
200,1678200,2
201,1678201,2
202,1678202,2
203,1678203,2
204,1678204,2
205,1678205,2
206,1678206,2
207,1678207,2
208,1678208,2
209,1678209,2
210,1678210,2
211,1678211,2
212,1678212,3
213,1678213,2
214,1678214,2
215,1678215,2
216,1678216,2
217,1678217,2
218,1678218,2
219,1678219,2
220,1678220,2
221,1678221,2
222,1678222,2
223,1678223,2
224,1678224,2
225,1678225,2
226,1678226,2
227,1678227,2
228,1678228,2
229,1678229,2
230,1678230,2
231,1678231,2
232,1678232,2
233,1678233,2
234,1678234,2
235,1678235,2
236,1678236,2
237,1678237,2
238,1678238,2
239,1678239,2
240,1678240,2
241,1678241,2
242,1678242,2
243,1678243,2
244,1678244,2
245,1678245,2
246,1678246,2
247,1678247,3
248,1678248,2
249,1678249,2
250,1678250,2
251,1678251,2
252,1678252,2
253,1678253,2
254,1678254,2
255,1678255,2
256,1678256,2
257,1678257,2
258,1678258,2
259,1678259,2
260,1678260,2
261,1678261,2
262,1678262,2
263,1678263,2
264,1678264,2
265,1678265,2
266,1678266,2
267,1678267,2
268,1678268,2
269,1678269,2
270,1678270,2
271,1678271,2
