,time,washer
0,3582000,2
1,3582001,2
2,3582002,2
3,3582003,3
4,3582004,2
5,3582005,2
6,3582006,3
7,3582007,2
8,3582008,2
9,3582009,2
10,3582010,2
11,3582011,2
12,3582012,2
13,3582013,2
14,3582014,2
15,3582015,2
16,3582016,2
17,3582017,2
18,3582018,2
19,3582019,2
20,3582020,2
21,3582021,2
22,3582022,2
23,3582023,3
24,3582024,2
25,3582025,2
26,3582026,2
27,3582027,2
28,3582028,3
29,3582029,2
30,3582030,2
31,3582031,2
32,3582032,2
33,3582033,2
34,3582034,2
35,3582035,3
36,3582036,2
37,3582037,2
38,3582038,2
39,3582039,2
40,3582040,2
41,3582041,2
42,3582042,3
43,3582043,2
44,3582044,2
45,3582045,2
46,3582046,2
47,3582047,2
48,3582048,2
49,3582049,3
50,3582050,2
51,3582051,2
52,3582052,2
53,3582053,2
54,3582054,2
55,3582055,2
56,3582056,2
57,3582057,3
58,3582058,2
59,3582059,2
60,3582060,2
61,3582061,2
62,3582062,3
63,3582063,2
64,3582064,2
65,3582065,2
66,3582066,2
67,3582067,2
68,3582068,2
69,3582069,2
70,3582070,2
71,3582071,3
72,3582072,2
73,3582073,2
74,3582074,2
75,3582075,2
76,3582076,2
77,3582077,2
78,3582078,2
79,3582079,2
80,3582080,2
81,3582081,2
82,3582082,2
83,3582083,2
84,3582084,2
85,3582085,2
86,3582086,3
87,3582087,2
88,3582088,2
89,3582089,2
90,3582090,2
91,3582091,2
92,3582092,2
93,3582093,2
94,3582094,2
95,3582095,2
96,3582096,2
97,3582097,2
98,3582098,2
99,3582099,2
100,3582100,2
101,3582101,2
102,3582102,2
103,3582103,2
104,3582104,2
105,3582105,2
106,3582106,2
107,3582107,2
108,3582108,2
109,3582109,2
110,3582110,2
111,3582111,3
112,3582112,2
113,3582113,2
114,3582114,2
115,3582115,2
116,3582116,3
117,3582117,2
118,3582118,2
119,3582119,2
120,3582120,2
121,3582121,2
122,3582122,2
123,3582123,2
124,3582124,2
125,3582125,3
126,3582126,2
127,3582127,3
128,3582128,2
129,3582129,2
130,3582130,2
131,3582131,2
132,3582132,2
133,3582133,2
134,3582134,2
135,3582135,2
136,3582136,3
137,3582137,2
138,3582138,2
139,3582139,2
140,3582140,2
141,3582141,2
