,time,washer
0,1685000,2
1,1685001,2
2,1685002,2
3,1685003,2
4,1685004,2
5,1685005,2
6,1685006,2
7,1685007,2
8,1685008,2
9,1685009,2
10,1685010,2
11,1685011,3
12,1685012,2
13,1685013,2
14,1685014,2
15,1685015,2
16,1685016,2
17,1685017,2
18,1685018,3
19,1685019,2
20,1685020,2
21,1685021,2
22,1685022,2
23,1685023,2
24,1685024,2
25,1685025,2
26,1685026,2
27,1685027,2
28,1685028,2
29,1685029,2
30,1685030,2
31,1685031,2
32,1685032,2
33,1685033,2
34,1685034,2
35,1685035,2
36,1685036,2
37,1685037,2
38,1685038,3
39,1685039,2
40,1685040,2
41,1685041,2
42,1685042,2
43,1685043,2
44,1685044,2
45,1685045,2
46,1685046,2
47,1685047,2
48,1685048,2
49,1685049,2
50,1685050,2
51,1685051,2
52,1685052,2
53,1685053,2
54,1685054,2
55,1685055,2
56,1685056,2
57,1685057,2
58,1685058,2
59,1685059,2
60,1685060,2
61,1685061,2
62,1685062,2
63,1685063,2
64,1685064,2
65,1685065,2
66,1685066,2
67,1685067,2
68,1685068,2
69,1685069,2
70,1685070,2
71,1685071,3
72,1685072,2
73,1685073,2
74,1685074,2
75,1685075,2
76,1685076,2
77,1685077,2
78,1685078,2
79,1685079,2
80,1685080,2
81,1685081,2
82,1685082,2
83,1685083,2
84,1685084,2
85,1685085,2
86,1685086,2
87,1685087,2
88,1685088,2
89,1685089,2
90,1685090,3
91,1685091,2
92,1685092,3
93,1685093,2
94,1685094,2
95,1685095,2
96,1685096,2
97,1685097,2
98,1685098,2
99,1685099,2
100,1685100,3
101,1685101,2
102,1685102,2
103,1685103,2
104,1685104,2
105,1685105,2
106,1685106,2
107,1685107,2
108,1685108,2
109,1685109,2
110,1685110,2
111,1685111,2
112,1685112,2
113,1685113,2
114,1685114,2
115,1685115,2
116,1685116,2
117,1685117,2
118,1685118,3
119,1685119,2
120,1685120,2
121,1685121,2
122,1685122,2
123,1685123,2
124,1685124,2
125,1685125,2
126,1685126,2
127,1685127,2
128,1685128,2
129,1685129,2
130,1685130,2
131,1685131,2
132,1685132,2
133,1685133,2
134,1685134,2
135,1685135,2
136,1685136,2
137,1685137,2
138,1685138,2
139,1685139,2
140,1685140,2
141,1685141,2
142,1685142,2
143,1685143,2
144,1685144,2
145,1685145,2
146,1685146,2
147,1685147,2
148,1685148,2
