,time,washer
0,380000,2
1,380001,2
2,380002,1
3,380003,2
4,380004,2
5,380005,2
6,380006,2
7,380007,1
8,380008,3
9,380009,3
10,380010,2
11,380011,2
12,380012,3
13,380013,2
14,380014,2
15,380015,2
16,380016,2
17,380017,3
18,380018,1
19,380019,2
20,380020,2
21,380021,3
22,380022,3
23,380023,2
24,380024,2
25,380025,3
26,380026,2
27,380027,2
28,380028,2
29,380029,2
30,380030,2
31,380031,2
32,380032,2
33,380033,2
34,380034,2
35,380035,3
36,380036,3
37,380037,2
38,380038,2
39,380039,1
40,380040,2
41,380041,2
42,380042,3
43,380043,2
44,380044,2
45,380045,2
46,380046,2
47,380047,2
48,380048,2
49,380049,2
50,380050,2
51,380051,2
52,380052,2
53,380053,2
54,380054,2
55,380055,2
56,380056,2
57,380057,2
58,380058,2
59,380059,2
60,380060,2
61,380061,2
62,380062,2
63,380063,1
64,380064,4
65,380065,2
66,380066,2
67,380067,2
68,380068,2
69,380069,2
70,380070,2
71,380071,2
72,380072,2
73,380073,2
74,380074,2
75,380075,2
76,380076,2
77,380077,2
78,380078,2
79,380079,2
80,380080,2
81,380081,2
82,380082,2
83,380083,3
84,380084,2
85,380085,3
86,380086,2
87,380087,2
88,380088,2
89,380089,2
90,380090,3
91,380091,3
92,380092,2
93,380093,2
94,380094,2
95,380095,3
96,380096,2
97,380097,2
98,380098,2
99,380099,2
100,380100,2
101,380101,2
102,380102,2
103,380103,3
104,380104,2
105,380105,3
106,380106,3
107,380107,2
108,380108,2
109,380109,2
110,380110,2
111,380111,2
112,380112,2
113,380113,2
114,380114,2
115,380115,2
116,380116,2
117,380117,2
118,380118,1
119,380119,2
120,380120,2
121,380121,2
122,380122,2
123,380123,2
124,380124,2
125,380125,2
126,380126,2
127,380127,2
128,380128,2
129,380129,2
130,380130,2
131,380131,2
132,380132,3
133,380133,2
134,380134,1
135,380135,2
136,380136,2
137,380137,3
138,380138,2
139,380139,2
140,380140,2
141,380141,3
142,380142,3
143,380143,2
144,380144,2
145,380145,2
146,380146,2
147,380147,2
148,380148,2
149,380149,2
150,380150,2
151,380151,2
152,380152,2
153,380153,2
154,380154,2
155,380155,2
156,380156,2
157,380157,2
158,380158,2
159,380159,2
160,380160,2
161,380161,2
162,380162,2
163,380163,2
164,380164,2
165,380165,2
166,380166,2
167,380167,2
168,380168,2
169,380169,2
170,380170,2
171,380171,2
172,380172,2
173,380173,2
174,380174,2
175,380175,2
176,380176,2
177,380177,2
178,380178,2
179,380179,2
180,380180,2
181,380181,2
182,380182,2
183,380183,2
184,380184,2
185,380185,2
186,380186,2
187,380187,2
188,380188,2
189,380189,2
190,380190,2
191,380191,2
192,380192,2
193,380193,2
194,380194,2
195,380195,2
196,380196,2
197,380197,2
198,380198,2
199,380199,2
200,380200,2
201,380201,2
202,380202,2
203,380203,2
204,380204,2
205,380205,2
206,380206,2
207,380207,2
208,380208,2
209,380209,2
210,380210,2
211,380211,3
212,380212,2
213,380213,2
214,380214,2
215,380215,2
216,380216,2
217,380217,2
218,380218,2
219,380219,2
220,380220,2
221,380221,2
222,380222,2
223,380223,2
224,380224,2
225,380225,2
226,380226,2
227,380227,2
228,380228,2
229,380229,2
230,380230,2
231,380231,2
232,380232,2
233,380233,3
234,380234,2
235,380235,2
236,380236,2
237,380237,2
238,380238,2
239,380239,2
240,380240,2
241,380241,2
242,380242,2
243,380243,2
244,380244,2
245,380245,2
246,380246,2
247,380247,2
248,380248,2
249,380249,2
250,380250,2
251,380251,2
252,380252,2
253,380253,2
254,380254,2
255,380255,2
256,380256,2
257,380257,2
258,380258,2
259,380259,2
260,380260,2
261,380261,2
262,380262,2
263,380263,2
264,380264,2
265,380265,2
266,380266,2
267,380267,2
268,380268,2
269,380269,2
270,380270,2
271,380271,2
272,380272,2
273,380273,2
274,380274,3
275,380275,2
276,380276,2
277,380277,2
278,380278,2
279,380279,2
280,380280,2
281,380281,2
282,380282,2
283,380283,2
284,380284,2
285,380285,2
286,380286,2
287,380287,2
288,380288,2
289,380289,2
290,380290,2
291,380291,2
292,380292,2
293,380293,2
294,380294,2
295,380295,2
296,380296,2
297,380297,2
298,380298,2
299,380299,2
300,380300,2
301,380301,2
302,380302,2
303,380303,2
304,380304,2
305,380305,2
306,380306,2
307,380307,2
308,380308,2
309,380309,3
310,380310,2
311,380311,2
312,380312,2
313,380313,2
314,380314,2
315,380315,3
316,380316,2
317,380317,2
318,380318,2
319,380319,2
320,380320,2
321,380321,2
322,380322,2
323,380323,2
324,380324,2
325,380325,2
326,380326,2
327,380327,2
328,380328,2
329,380329,2
330,380330,2
331,380331,2
332,380332,2
333,380333,2
334,380334,2
335,380335,2
336,380336,2
337,380337,2
338,380338,2
339,380339,2
340,380340,2
341,380341,2
342,380342,2
343,380343,2
344,380344,2
345,380345,2
346,380346,2
347,380347,2
348,380348,2
349,380349,2
350,380350,2
351,380351,2
352,380352,2
353,380353,2
354,380354,2
355,380355,2
356,380356,2
357,380357,2
358,380358,2
359,380359,2
360,380360,2
361,380361,2
362,380362,2
363,380363,2
364,380364,2
365,380365,2
366,380366,2
367,380367,2
368,380368,2
369,380369,2
370,380370,2
371,380371,2
372,380372,2
373,380373,2
374,380374,3
375,380375,2
376,380376,2
377,380377,2
378,380378,2
379,380379,2
380,380380,2
381,380381,2
382,380382,2
383,380383,2
384,380384,2
385,380385,2
386,380386,2
387,380387,3
388,380388,2
389,380389,2
390,380390,2
391,380391,2
392,380392,2
393,380393,3
394,380394,2
395,380395,2
396,380396,2
397,380397,2
398,380398,2
399,380399,2
400,380400,2
401,380401,2
402,380402,2
403,380403,2
404,380404,2
405,380405,2
406,380406,2
407,380407,2
408,380408,2
409,380409,2
410,380410,2
411,380411,2
412,380412,2
413,380413,2
414,380414,2
415,380415,2
416,380416,2
417,380417,2
418,380418,2
419,380419,2
420,380420,2
421,380421,2
422,380422,1
423,380423,2
424,380424,2
425,380425,3
426,380426,1
427,380427,2
428,380428,2
429,380429,2
430,380430,2
431,380431,2
432,380432,2
433,380433,2
434,380434,2
435,380435,2
436,380436,2
437,380437,2
438,380438,2
439,380439,2
440,380440,2
441,380441,2
442,380442,3
443,380443,2
444,380444,3
445,380445,2
446,380446,2
447,380447,2
448,380448,2
449,380449,3
450,380450,3
451,380451,2
452,380452,2
453,380453,2
454,380454,2
455,380455,2
456,380456,2
457,380457,2
458,380458,2
459,380459,2
460,380460,2
461,380461,2
462,380462,2
463,380463,2
464,380464,2
465,380465,2
466,380466,2
467,380467,2
468,380468,2
469,380469,2
470,380470,2
471,380471,2
472,380472,2
473,380473,2
474,380474,3
475,380475,2
476,380476,2
477,380477,2
478,380478,2
479,380479,2
480,380480,2
481,380481,2
482,380482,2
483,380483,2
484,380484,2
485,380485,2
486,380486,2
487,380487,2
488,380488,2
489,380489,4
490,380490,2
491,380491,2
492,380492,2
493,380493,3
494,380494,2
495,380495,2
496,380496,2
497,380497,2
498,380498,2
499,380499,3
500,380500,2
501,380501,2
502,380502,2
503,380503,2
504,380504,2
505,380505,2
506,380506,2
507,380507,3
508,380508,2
509,380509,1
510,380510,2
511,380511,2
512,380512,2
513,380513,2
514,380514,2
515,380515,2
516,380516,2
517,380517,2
518,380518,2
519,380519,2
520,380520,2
521,380521,2
522,380522,2
523,380523,2
524,380524,2
525,380525,2
526,380526,2
527,380527,1
528,380528,2
529,380529,2
530,380530,2
531,380531,2
532,380532,2
533,380533,2
534,380534,2
535,380535,2
536,380536,2
537,380537,2
538,380538,3
539,380539,2
540,380540,2
541,380541,2
542,380542,2
543,380543,2
544,380544,2
545,380545,2
546,380546,2
547,380547,2
548,380548,1
549,380549,2
550,380550,2
551,380551,2
552,380552,3
553,380553,2
554,380554,2
555,380555,2
556,380556,3
557,380557,2
558,380558,2
559,380559,2
560,380560,2
561,380561,2
562,380562,2
563,380563,2
564,380564,2
565,380565,2
566,380566,2
567,380567,2
568,380568,2
569,380569,2
570,380570,2
571,380571,1
572,380572,2
573,380573,2
574,380574,2
575,380575,2
576,380576,2
577,380577,2
578,380578,2
579,380579,2
580,380580,2
581,380581,2
582,380582,2
583,380583,1
584,380584,2
585,380585,2
586,380586,2
587,380587,2
588,380588,2
589,380589,2
590,380590,2
591,380591,2
592,380592,2
593,380593,1
594,380594,2
595,380595,2
596,380596,2
597,380597,2
598,380598,2
599,380599,2
600,380600,2
601,380601,2
602,380602,2
603,380603,2
604,380604,2
605,380605,2
606,380606,2
607,380607,2
608,380608,2
609,380609,2
610,380610,2
611,380611,2
612,380612,2
613,380613,2
614,380614,2
615,380615,2
616,380616,2
617,380617,2
618,380618,2
619,380619,2
620,380620,2
621,380621,2
622,380622,2
623,380623,2
624,380624,2
625,380625,2
626,380626,2
627,380627,2
628,380628,2
629,380629,2
630,380630,2
631,380631,2
632,380632,2
633,380633,2
634,380634,2
635,380635,2
636,380636,2
637,380637,2
638,380638,1
639,380639,2
640,380640,2
641,380641,2
642,380642,3
643,380643,3
644,380644,2
645,380645,1
646,380646,3
647,380647,1
648,380648,2
649,380649,4
650,380650,2
651,380651,3
652,380652,2
653,380653,2
654,380654,3
655,380655,2
656,380656,3
657,380657,2
658,380658,2
659,380659,2
660,380660,2
661,380661,2
662,380662,2
663,380663,2
664,380664,2
665,380665,2
666,380666,2
667,380667,2
668,380668,2
669,380669,2
670,380670,2
671,380671,2
672,380672,2
673,380673,2
674,380674,2
675,380675,2
676,380676,2
677,380677,2
678,380678,2
679,380679,2
680,380680,2
681,380681,2
682,380682,2
683,380683,2
684,380684,2
685,380685,2
686,380686,2
687,380687,2
688,380688,2
689,380689,2
690,380690,2
691,380691,2
692,380692,2
693,380693,2
694,380694,2
695,380695,2
696,380696,2
697,380697,2
698,380698,2
699,380699,2
700,380700,2
701,380701,2
702,380702,2
703,380703,2
704,380704,2
705,380705,2
706,380706,2
707,380707,2
708,380708,2
709,380709,2
710,380710,2
711,380711,2
712,380712,2
713,380713,2
714,380714,2
715,380715,2
716,380716,2
717,380717,2
718,380718,2
719,380719,2
720,380720,2
721,380721,2
722,380722,2
723,380723,2
724,380724,2
725,380725,2
726,380726,2
727,380727,2
728,380728,3
729,380729,2
730,380730,2
731,380731,2
732,380732,2
733,380733,2
734,380734,2
735,380735,2
736,380736,2
737,380737,2
738,380738,2
739,380739,2
740,380740,2
741,380741,2
742,380742,2
743,380743,2
