,time,washer
0,587000,2
1,587001,2
2,587002,2
3,587003,2
4,587004,2
5,587005,2
6,587006,2
7,587007,2
8,587008,2
9,587009,2
10,587010,3
11,587011,3
12,587012,2
13,587013,2
14,587014,2
15,587015,2
16,587016,2
17,587017,2
18,587018,2
19,587019,2
20,587020,2
21,587021,2
22,587022,2
23,587023,2
24,587024,2
25,587025,2
26,587026,2
27,587027,2
28,587028,2
29,587029,2
30,587030,2
31,587031,2
32,587032,2
33,587033,2
34,587034,2
35,587035,2
36,587036,2
37,587037,2
38,587038,2
39,587039,2
40,587040,2
41,587041,2
42,587042,2
43,587043,2
44,587044,2
45,587045,2
46,587046,2
47,587047,2
48,587048,2
49,587049,2
50,587050,2
51,587051,2
52,587052,2
53,587053,2
54,587054,2
55,587055,2
56,587056,2
57,587057,2
58,587058,2
59,587059,2
60,587060,2
61,587061,2
62,587062,2
63,587063,2
64,587064,2
65,587065,2
66,587066,2
67,587067,3
68,587068,2
69,587069,2
70,587070,3
71,587071,2
72,587072,2
73,587073,2
74,587074,2
75,587075,2
76,587076,2
77,587077,2
78,587078,2
79,587079,2
80,587080,2
81,587081,2
82,587082,2
83,587083,2
84,587084,2
85,587085,2
86,587086,2
87,587087,2
88,587088,2
89,587089,2
90,587090,2
91,587091,2
92,587092,2
93,587093,2
94,587094,3
95,587095,2
96,587096,2
97,587097,2
98,587098,2
99,587099,2
100,587100,2
101,587101,2
102,587102,2
103,587103,2
104,587104,2
105,587105,2
106,587106,2
107,587107,2
108,587108,2
109,587109,2
110,587110,2
111,587111,2
112,587112,2
113,587113,2
114,587114,2
115,587115,2
116,587116,2
117,587117,2
118,587118,2
119,587119,2
120,587120,2
121,587121,2
122,587122,2
123,587123,2
124,587124,2
125,587125,2
126,587126,2
127,587127,2
128,587128,2
129,587129,2
130,587130,2
131,587131,2
132,587132,2
133,587133,2
134,587134,2
135,587135,2
136,587136,2
137,587137,2
138,587138,2
139,587139,2
140,587140,2
141,587141,2
142,587142,2
143,587143,2
144,587144,2
145,587145,2
146,587146,3
147,587147,2
148,587148,2
149,587149,2
150,587150,2
151,587151,2
152,587152,2
153,587153,2
154,587154,2
155,587155,2
156,587156,2
157,587157,2
158,587158,2
159,587159,2
160,587160,2
161,587161,2
162,587162,2
