,time,washer
0,2200000,2
1,2200001,2
2,2200002,2
3,2200003,2
4,2200004,2
5,2200005,2
6,2200006,3
7,2200007,2
8,2200008,1
9,2200009,2
10,2200010,2
11,2200011,2
12,2200012,2
13,2200013,2
14,2200014,2
15,2200015,2
16,2200016,2
17,2200017,2
18,2200018,2
19,2200019,2
20,2200020,2
21,2200021,3
22,2200022,2
23,2200023,2
24,2200024,2
25,2200025,2
26,2200026,2
27,2200027,2
28,2200028,2
29,2200029,2
30,2200030,2
31,2200031,2
32,2200032,2
33,2200033,2
34,2200034,2
35,2200035,2
36,2200036,2
37,2200037,2
38,2200038,2
39,2200039,2
40,2200040,2
41,2200041,2
42,2200042,2
43,2200043,2
44,2200044,2
45,2200045,2
46,2200046,2
47,2200047,2
48,2200048,2
49,2200049,2
50,2200050,2
51,2200051,2
52,2200052,2
53,2200053,2
54,2200054,2
55,2200055,2
56,2200056,2
57,2200057,2
58,2200058,3
59,2200059,2
60,2200060,2
61,2200061,2
62,2200062,2
63,2200063,2
64,2200064,2
65,2200065,2
66,2200066,2
67,2200067,2
68,2200068,2
69,2200069,2
70,2200070,3
71,2200071,2
72,2200072,2
73,2200073,2
74,2200074,3
75,2200075,2
76,2200076,2
77,2200077,2
78,2200078,2
79,2200079,2
80,2200080,2
81,2200081,2
82,2200082,2
83,2200083,2
84,2200084,2
85,2200085,2
86,2200086,2
87,2200087,2
88,2200088,2
89,2200089,2
90,2200090,2
91,2200091,2
92,2200092,2
93,2200093,2
94,2200094,2
95,2200095,2
96,2200096,2
97,2200097,2
98,2200098,2
99,2200099,2
100,2200100,2
101,2200101,2
102,2200102,2
103,2200103,2
104,2200104,2
105,2200105,2
106,2200106,2
107,2200107,2
108,2200108,2
109,2200109,2
110,2200110,2
111,2200111,2
112,2200112,2
113,2200113,2
114,2200114,2
115,2200115,2
116,2200116,2
117,2200117,2
118,2200118,2
119,2200119,3
120,2200120,2
121,2200121,2
122,2200122,2
123,2200123,2
124,2200124,3
125,2200125,2
126,2200126,2
127,2200127,2
128,2200128,2
129,2200129,2
130,2200130,2
131,2200131,2
132,2200132,2
133,2200133,2
134,2200134,2
135,2200135,2
136,2200136,2
137,2200137,2
138,2200138,2
139,2200139,2
140,2200140,4
141,2200141,2
142,2200142,2
143,2200143,2
144,2200144,2
145,2200145,3
146,2200146,2
147,2200147,3
148,2200148,2
149,2200149,2
150,2200150,2
151,2200151,2
152,2200152,2
153,2200153,2
154,2200154,2
155,2200155,2
156,2200156,2
157,2200157,2
158,2200158,2
159,2200159,2
160,2200160,2
161,2200161,2
162,2200162,2
163,2200163,2
164,2200164,2
165,2200165,2
166,2200166,2
167,2200167,2
168,2200168,2
169,2200169,2
170,2200170,2
171,2200171,2
172,2200172,2
173,2200173,2
174,2200174,2
175,2200175,2
176,2200176,2
177,2200177,2
178,2200178,2
179,2200179,2
180,2200180,2
181,2200181,2
182,2200182,2
183,2200183,2
184,2200184,3
185,2200185,2
186,2200186,2
187,2200187,2
188,2200188,2
189,2200189,2
190,2200190,3
191,2200191,3
192,2200192,2
193,2200193,2
194,2200194,2
195,2200195,2
196,2200196,2
197,2200197,2
198,2200198,2
199,2200199,2
200,2200200,2
201,2200201,2
202,2200202,2
203,2200203,2
204,2200204,2
205,2200205,2
206,2200206,2
207,2200207,2
208,2200208,2
209,2200209,3
210,2200210,2
211,2200211,2
212,2200212,3
213,2200213,2
214,2200214,2
215,2200215,2
216,2200216,2
217,2200217,2
218,2200218,2
219,2200219,2
220,2200220,2
221,2200221,2
222,2200222,2
223,2200223,2
224,2200224,2
225,2200225,2
226,2200226,2
227,2200227,2
228,2200228,2
229,2200229,2
230,2200230,2
231,2200231,2
232,2200232,2
233,2200233,2
234,2200234,2
235,2200235,3
236,2200236,2
237,2200237,2
238,2200238,2
239,2200239,2
240,2200240,2
241,2200241,2
242,2200242,2
243,2200243,2
244,2200244,2
245,2200245,2
246,2200246,2
247,2200247,2
248,2200248,2
249,2200249,2
250,2200250,2
251,2200251,2
252,2200252,2
253,2200253,2
254,2200254,2
255,2200255,2
256,2200256,2
257,2200257,2
258,2200258,2
259,2200259,2
260,2200260,2
261,2200261,2
262,2200262,2
263,2200263,2
264,2200264,2
265,2200265,2
266,2200266,2
267,2200267,2
268,2200268,2
269,2200269,2
270,2200270,2
271,2200271,2
272,2200272,2
273,2200273,2
274,2200274,2
275,2200275,2
276,2200276,2
277,2200277,2
278,2200278,2
279,2200279,2
280,2200280,2
281,2200281,2
282,2200282,2
283,2200283,2
284,2200284,2
285,2200285,2
286,2200286,2
287,2200287,2
288,2200288,2
289,2200289,2
290,2200290,2
291,2200291,2
292,2200292,2
293,2200293,2
294,2200294,2
295,2200295,2
296,2200296,2
297,2200297,2
298,2200298,2
299,2200299,2
300,2200300,2
301,2200301,2
302,2200302,2
303,2200303,2
304,2200304,2
305,2200305,2
306,2200306,2
307,2200307,2
308,2200308,2
309,2200309,2
310,2200310,2
311,2200311,2
312,2200312,2
313,2200313,2
314,2200314,2
315,2200315,3
316,2200316,2
317,2200317,2
318,2200318,2
319,2200319,3
320,2200320,2
321,2200321,2
322,2200322,2
323,2200323,2
324,2200324,2
325,2200325,2
326,2200326,2
327,2200327,2
328,2200328,2
329,2200329,2
330,2200330,2
331,2200331,3
332,2200332,2
333,2200333,2
334,2200334,2
335,2200335,2
336,2200336,2
337,2200337,2
338,2200338,2
339,2200339,2
340,2200340,2
341,2200341,2
342,2200342,2
343,2200343,2
344,2200344,2
345,2200345,2
346,2200346,2
347,2200347,2
348,2200348,2
349,2200349,3
350,2200350,2
351,2200351,2
352,2200352,2
353,2200353,2
354,2200354,2
355,2200355,2
356,2200356,2
357,2200357,2
358,2200358,3
359,2200359,2
360,2200360,2
361,2200361,2
362,2200362,2
363,2200363,2
364,2200364,2
365,2200365,2
366,2200366,3
367,2200367,2
368,2200368,2
369,2200369,2
370,2200370,2
371,2200371,2
372,2200372,2
373,2200373,2
374,2200374,2
375,2200375,2
376,2200376,2
377,2200377,2
378,2200378,2
379,2200379,2
380,2200380,2
381,2200381,2
382,2200382,2
383,2200383,2
384,2200384,2
385,2200385,2
386,2200386,2
387,2200387,2
388,2200388,2
389,2200389,2
390,2200390,2
391,2200391,2
392,2200392,2
393,2200393,2
394,2200394,2
395,2200395,3
396,2200396,2
397,2200397,2
398,2200398,2
399,2200399,2
400,2200400,2
401,2200401,2
402,2200402,2
403,2200403,2
404,2200404,2
405,2200405,2
406,2200406,2
407,2200407,2
408,2200408,2
409,2200409,2
410,2200410,2
411,2200411,2
412,2200412,2
413,2200413,2
414,2200414,2
415,2200415,2
416,2200416,2
417,2200417,2
418,2200418,2
419,2200419,2
420,2200420,2
421,2200421,2
422,2200422,2
423,2200423,2
424,2200424,2
425,2200425,2
426,2200426,2
427,2200427,2
428,2200428,2
429,2200429,3
430,2200430,2
431,2200431,2
432,2200432,2
433,2200433,2
434,2200434,2
435,2200435,2
436,2200436,2
437,2200437,2
438,2200438,2
439,2200439,2
440,2200440,2
441,2200441,2
442,2200442,3
443,2200443,2
444,2200444,2
445,2200445,2
446,2200446,2
447,2200447,2
448,2200448,2
449,2200449,2
450,2200450,2
451,2200451,2
452,2200452,2
453,2200453,3
454,2200454,2
455,2200455,2
456,2200456,2
457,2200457,2
458,2200458,2
459,2200459,2
460,2200460,2
461,2200461,2
462,2200462,2
463,2200463,2
464,2200464,3
465,2200465,2
466,2200466,3
467,2200467,2
468,2200468,2
469,2200469,2
470,2200470,2
471,2200471,2
472,2200472,3
473,2200473,2
474,2200474,2
475,2200475,2
476,2200476,1
477,2200477,3
478,2200478,3
479,2200479,2
480,2200480,2
481,2200481,2
482,2200482,2
483,2200483,2
484,2200484,2
485,2200485,2
486,2200486,2
487,2200487,2
488,2200488,2
489,2200489,2
490,2200490,2
491,2200491,2
492,2200492,2
493,2200493,2
494,2200494,2
495,2200495,2
496,2200496,2
497,2200497,3
498,2200498,2
499,2200499,2
500,2200500,2
501,2200501,2
502,2200502,2
503,2200503,2
504,2200504,2
505,2200505,2
506,2200506,2
507,2200507,2
508,2200508,2
509,2200509,3
510,2200510,4
511,2200511,2
512,2200512,2
513,2200513,2
514,2200514,4
515,2200515,2
516,2200516,2
517,2200517,2
518,2200518,2
519,2200519,2
520,2200520,2
521,2200521,2
522,2200522,2
523,2200523,2
524,2200524,2
525,2200525,2
526,2200526,2
527,2200527,2
528,2200528,2
529,2200529,2
530,2200530,2
531,2200531,2
532,2200532,2
533,2200533,2
534,2200534,2
535,2200535,2
536,2200536,2
537,2200537,2
538,2200538,2
539,2200539,2
540,2200540,2
541,2200541,2
