,time,washer
0,4780000,2
1,4780001,2
2,4780002,2
3,4780003,2
4,4780004,2
5,4780005,2
6,4780006,2
7,4780007,2
8,4780008,2
9,4780009,2
10,4780010,2
11,4780011,2
12,4780012,2
13,4780013,2
14,4780014,3
15,4780015,3
16,4780016,2
17,4780017,2
18,4780018,2
19,4780019,2
20,4780020,2
21,4780021,2
22,4780022,2
23,4780023,2
24,4780024,2
25,4780025,2
26,4780026,2
27,4780027,3
28,4780028,2
29,4780029,2
30,4780030,2
31,4780031,2
32,4780032,2
33,4780033,2
34,4780034,3
35,4780035,2
36,4780036,2
37,4780037,2
38,4780038,2
39,4780039,2
40,4780040,2
41,4780041,2
42,4780042,2
43,4780043,2
44,4780044,2
45,4780045,2
46,4780046,2
47,4780047,2
48,4780048,2
49,4780049,2
50,4780050,2
51,4780051,2
52,4780052,2
53,4780053,2
54,4780054,2
55,4780055,2
56,4780056,2
57,4780057,2
58,4780058,2
59,4780059,2
60,4780060,2
61,4780061,2
62,4780062,2
63,4780063,2
64,4780064,2
65,4780065,2
66,4780066,2
67,4780067,2
68,4780068,2
69,4780069,2
70,4780070,2
71,4780071,2
72,4780072,2
73,4780073,2
74,4780074,2
75,4780075,2
76,4780076,2
77,4780077,1
78,4780078,2
79,4780079,2
80,4780080,2
81,4780081,2
82,4780082,2
83,4780083,2
84,4780084,2
85,4780085,2
86,4780086,2
87,4780087,2
88,4780088,2
89,4780089,2
90,4780090,2
91,4780091,2
92,4780092,2
93,4780093,2
94,4780094,2
95,4780095,2
96,4780096,2
97,4780097,2
98,4780098,2
99,4780099,2
100,4780100,2
101,4780101,2
102,4780102,2
103,4780103,2
104,4780104,2
105,4780105,2
106,4780106,2
107,4780107,2
108,4780108,2
109,4780109,2
110,4780110,2
111,4780111,2
112,4780112,2
113,4780113,2
114,4780114,2
115,4780115,2
116,4780116,2
117,4780117,2
118,4780118,2
119,4780119,2
120,4780120,2
121,4780121,2
122,4780122,2
123,4780123,2
124,4780124,2
125,4780125,2
126,4780126,2
127,4780127,2
128,4780128,2
129,4780129,2
130,4780130,2
131,4780131,2
132,4780132,2
133,4780133,2
134,4780134,2
135,4780135,2
136,4780136,2
137,4780137,2
138,4780138,2
139,4780139,2
140,4780140,2
141,4780141,1
142,4780142,2
143,4780143,2
144,4780144,2
145,4780145,2
146,4780146,2
147,4780147,2
148,4780148,2
149,4780149,2
150,4780150,2
151,4780151,2
152,4780152,2
153,4780153,2
154,4780154,2
155,4780155,2
156,4780156,2
157,4780157,2
158,4780158,2
159,4780159,2
160,4780160,2
161,4780161,2
162,4780162,2
163,4780163,2
164,4780164,2
165,4780165,2
166,4780166,2
167,4780167,2
168,4780168,2
169,4780169,2
170,4780170,2
171,4780171,2
172,4780172,2
173,4780173,2
174,4780174,2
175,4780175,2
176,4780176,2
177,4780177,2
178,4780178,2
179,4780179,2
180,4780180,2
181,4780181,2
182,4780182,2
183,4780183,2
184,4780184,2
185,4780185,2
186,4780186,2
187,4780187,2
188,4780188,2
189,4780189,2
190,4780190,2
191,4780191,2
192,4780192,2
193,4780193,2
194,4780194,2
195,4780195,2
196,4780196,2
197,4780197,2
198,4780198,2
199,4780199,2
200,4780200,2
201,4780201,2
202,4780202,2
203,4780203,2
204,4780204,2
205,4780205,2
206,4780206,2
207,4780207,2
208,4780208,2
209,4780209,2
210,4780210,2
211,4780211,2
212,4780212,2
213,4780213,2
214,4780214,2
215,4780215,2
216,4780216,2
217,4780217,2
218,4780218,2
219,4780219,2
220,4780220,2
221,4780221,2
222,4780222,2
223,4780223,2
224,4780224,2
225,4780225,2
226,4780226,2
227,4780227,2
228,4780228,2
229,4780229,2
230,4780230,2
231,4780231,2
232,4780232,2
233,4780233,2
234,4780234,2
235,4780235,2
236,4780236,2
237,4780237,2
238,4780238,2
239,4780239,2
240,4780240,2
241,4780241,2
242,4780242,2
243,4780243,2
244,4780244,2
245,4780245,2
246,4780246,2
247,4780247,2
248,4780248,2
249,4780249,2
250,4780250,2
251,4780251,3
252,4780252,2
253,4780253,2
254,4780254,2
255,4780255,2
256,4780256,2
257,4780257,2
258,4780258,2
259,4780259,2
260,4780260,2
261,4780261,2
262,4780262,2
263,4780263,2
264,4780264,2
265,4780265,2
266,4780266,2
267,4780267,2
268,4780268,2
269,4780269,2
270,4780270,2
271,4780271,2
272,4780272,2
273,4780273,2
274,4780274,2
275,4780275,2
276,4780276,2
277,4780277,2
278,4780278,2
279,4780279,2
280,4780280,2
281,4780281,2
282,4780282,2
283,4780283,2
284,4780284,2
285,4780285,2
286,4780286,2
287,4780287,2
288,4780288,2
289,4780289,2
290,4780290,2
291,4780291,2
292,4780292,2
293,4780293,2
294,4780294,2
295,4780295,2
296,4780296,2
297,4780297,2
298,4780298,2
299,4780299,2
300,4780300,2
301,4780301,2
302,4780302,2
303,4780303,2
304,4780304,2
305,4780305,2
306,4780306,2
307,4780307,2
308,4780308,2
309,4780309,2
310,4780310,2
311,4780311,2
312,4780312,2
313,4780313,2
314,4780314,2
315,4780315,3
316,4780316,2
317,4780317,2
318,4780318,2
319,4780319,2
320,4780320,2
321,4780321,2
322,4780322,2
323,4780323,2
324,4780324,2
325,4780325,2
326,4780326,2
327,4780327,2
328,4780328,2
329,4780329,2
330,4780330,2
331,4780331,2
332,4780332,2
333,4780333,2
334,4780334,2
335,4780335,2
336,4780336,2
337,4780337,2
338,4780338,2
339,4780339,2
340,4780340,2
341,4780341,2
342,4780342,2
343,4780343,2
344,4780344,2
345,4780345,2
346,4780346,2
347,4780347,2
348,4780348,2
349,4780349,2
350,4780350,2
351,4780351,2
352,4780352,2
353,4780353,2
354,4780354,2
355,4780355,2
356,4780356,2
357,4780357,2
358,4780358,2
359,4780359,2
360,4780360,2
361,4780361,1
362,4780362,2
363,4780363,2
364,4780364,2
365,4780365,2
366,4780366,2
367,4780367,2
368,4780368,2
369,4780369,2
370,4780370,2
371,4780371,2
372,4780372,2
373,4780373,2
374,4780374,2
375,4780375,2
376,4780376,2
377,4780377,2
378,4780378,2
379,4780379,2
380,4780380,2
381,4780381,2
382,4780382,2
383,4780383,2
384,4780384,2
385,4780385,2
386,4780386,2
387,4780387,2
388,4780388,2
389,4780389,2
390,4780390,2
391,4780391,2
392,4780392,2
393,4780393,2
394,4780394,2
395,4780395,2
396,4780396,2
397,4780397,2
398,4780398,2
399,4780399,2
400,4780400,2
401,4780401,2
402,4780402,2
403,4780403,2
404,4780404,2
405,4780405,2
406,4780406,2
407,4780407,2
408,4780408,2
409,4780409,2
410,4780410,2
411,4780411,2
412,4780412,2
413,4780413,2
414,4780414,2
415,4780415,2
416,4780416,2
417,4780417,2
418,4780418,2
419,4780419,2
420,4780420,2
421,4780421,2
422,4780422,2
423,4780423,2
424,4780424,2
425,4780425,2
426,4780426,2
427,4780427,2
428,4780428,2
429,4780429,2
430,4780430,2
431,4780431,2
432,4780432,2
433,4780433,2
434,4780434,2
435,4780435,2
436,4780436,2
437,4780437,2
438,4780438,2
439,4780439,2
440,4780440,2
441,4780441,2
442,4780442,2
443,4780443,3
444,4780444,2
445,4780445,2
446,4780446,2
447,4780447,2
448,4780448,2
449,4780449,2
450,4780450,2
451,4780451,2
452,4780452,2
453,4780453,2
454,4780454,2
455,4780455,2
456,4780456,2
457,4780457,2
458,4780458,2
459,4780459,2
460,4780460,2
461,4780461,2
462,4780462,2
463,4780463,3
464,4780464,2
465,4780465,2
466,4780466,2
467,4780467,2
468,4780468,2
469,4780469,2
470,4780470,2
471,4780471,2
472,4780472,2
473,4780473,2
474,4780474,2
475,4780475,2
476,4780476,2
477,4780477,2
478,4780478,2
479,4780479,2
480,4780480,2
481,4780481,2
482,4780482,2
483,4780483,2
484,4780484,2
485,4780485,2
486,4780486,2
487,4780487,2
488,4780488,2
489,4780489,2
490,4780490,2
491,4780491,2
492,4780492,2
493,4780493,2
494,4780494,2
495,4780495,2
496,4780496,2
497,4780497,2
498,4780498,2
499,4780499,2
500,4780500,2
501,4780501,2
502,4780502,2
503,4780503,2
504,4780504,2
505,4780505,2
506,4780506,2
507,4780507,2
508,4780508,2
509,4780509,2
510,4780510,2
511,4780511,2
512,4780512,2
513,4780513,2
514,4780514,2
515,4780515,2
516,4780516,2
517,4780517,2
518,4780518,2
519,4780519,2
520,4780520,2
521,4780521,2
522,4780522,2
523,4780523,2
524,4780524,2
525,4780525,2
526,4780526,2
527,4780527,1
528,4780528,1
529,4780529,2
530,4780530,2
531,4780531,2
532,4780532,2
533,4780533,2
534,4780534,2
535,4780535,2
536,4780536,2
537,4780537,2
538,4780538,2
539,4780539,2
540,4780540,2
541,4780541,2
542,4780542,2
543,4780543,2
544,4780544,2
545,4780545,2
546,4780546,2
547,4780547,2
548,4780548,2
549,4780549,2
550,4780550,2
551,4780551,2
552,4780552,2
553,4780553,2
554,4780554,2
555,4780555,2
556,4780556,2
557,4780557,2
558,4780558,2
559,4780559,2
560,4780560,2
561,4780561,2
562,4780562,2
563,4780563,2
564,4780564,2
565,4780565,2
566,4780566,2
567,4780567,2
568,4780568,2
569,4780569,2
570,4780570,2
571,4780571,3
572,4780572,2
573,4780573,2
574,4780574,2
575,4780575,2
576,4780576,2
577,4780577,2
578,4780578,2
579,4780579,2
580,4780580,2
581,4780581,2
582,4780582,2
583,4780583,2
584,4780584,2
585,4780585,2
586,4780586,2
587,4780587,2
588,4780588,2
589,4780589,2
590,4780590,7
591,4780591,2
592,4780592,3
593,4780593,3
594,4780594,2
595,4780595,3
596,4780596,3
597,4780597,2
598,4780598,2
599,4780599,2
600,4780600,2
601,4780601,2
602,4780602,2
603,4780603,2
604,4780604,2
605,4780605,3
606,4780606,2
607,4780607,2
608,4780608,2
609,4780609,2
610,4780610,2
611,4780611,2
612,4780612,2
613,4780613,2
614,4780614,3
615,4780615,2
616,4780616,2
617,4780617,2
618,4780618,2
619,4780619,2
620,4780620,3
621,4780621,2
622,4780622,3
623,4780623,2
624,4780624,2
625,4780625,2
626,4780626,2
627,4780627,3
628,4780628,2
629,4780629,2
630,4780630,2
631,4780631,2
632,4780632,2
633,4780633,2
634,4780634,2
635,4780635,2
636,4780636,2
637,4780637,2
638,4780638,2
639,4780639,2
640,4780640,3
641,4780641,2
642,4780642,2
643,4780643,2
644,4780644,2
645,4780645,2
646,4780646,2
647,4780647,2
648,4780648,2
649,4780649,2
650,4780650,2
651,4780651,2
652,4780652,2
653,4780653,2
654,4780654,2
655,4780655,2
656,4780656,3
657,4780657,2
658,4780658,2
659,4780659,3
660,4780660,2
661,4780661,3
662,4780662,2
663,4780663,2
664,4780664,2
665,4780665,2
666,4780666,2
667,4780667,2
668,4780668,2
669,4780669,2
670,4780670,2
671,4780671,2
672,4780672,2
673,4780673,2
674,4780674,2
675,4780675,2
676,4780676,2
677,4780677,2
678,4780678,2
679,4780679,2
680,4780680,2
681,4780681,2
682,4780682,2
683,4780683,2
684,4780684,2
685,4780685,2
686,4780686,2
687,4780687,2
688,4780688,2
689,4780689,2
690,4780690,2
691,4780691,3
692,4780692,2
693,4780693,2
694,4780694,2
695,4780695,2
696,4780696,2
697,4780697,2
698,4780698,2
699,4780699,2
700,4780700,2
701,4780701,2
702,4780702,2
703,4780703,2
704,4780704,2
705,4780705,2
706,4780706,2
707,4780707,2
708,4780708,2
709,4780709,2
710,4780710,2
711,4780711,2
712,4780712,2
713,4780713,2
714,4780714,2
715,4780715,2
716,4780716,2
717,4780717,2
718,4780718,2
719,4780719,2
720,4780720,2
721,4780721,2
722,4780722,2
723,4780723,2
724,4780724,2
725,4780725,2
726,4780726,2
727,4780727,2
728,4780728,2
729,4780729,2
730,4780730,2
731,4780731,2
732,4780732,2
733,4780733,2
734,4780734,2
735,4780735,3
736,4780736,2
737,4780737,2
738,4780738,2
739,4780739,2
740,4780740,2
741,4780741,2
742,4780742,2
743,4780743,2
744,4780744,2
745,4780745,2
746,4780746,2
747,4780747,3
748,4780748,2
749,4780749,2
750,4780750,2
751,4780751,2
752,4780752,2
753,4780753,2
754,4780754,2
755,4780755,2
756,4780756,2
757,4780757,2
758,4780758,2
759,4780759,2
760,4780760,2
761,4780761,2
762,4780762,2
763,4780763,2
764,4780764,2
765,4780765,2
766,4780766,2
767,4780767,2
768,4780768,2
769,4780769,2
770,4780770,2
771,4780771,2
772,4780772,2
773,4780773,2
774,4780774,2
775,4780775,2
776,4780776,3
777,4780777,2
778,4780778,2
779,4780779,2
780,4780780,2
781,4780781,2
782,4780782,2
783,4780783,2
784,4780784,2
785,4780785,2
786,4780786,3
787,4780787,2
788,4780788,2
789,4780789,2
790,4780790,2
791,4780791,2
792,4780792,2
793,4780793,2
794,4780794,2
795,4780795,2
796,4780796,2
797,4780797,2
798,4780798,2
799,4780799,2
800,4780800,2
801,4780801,2
802,4780802,2
803,4780803,2
804,4780804,2
805,4780805,2
806,4780806,2
807,4780807,2
808,4780808,2
809,4780809,2
810,4780810,2
811,4780811,2
812,4780812,2
813,4780813,2
814,4780814,2
815,4780815,2
816,4780816,2
817,4780817,2
818,4780818,2
819,4780819,2
820,4780820,2
821,4780821,2
822,4780822,2
823,4780823,2
824,4780824,2
825,4780825,2
826,4780826,2
827,4780827,3
828,4780828,2
829,4780829,2
830,4780830,2
831,4780831,2
832,4780832,2
833,4780833,2
834,4780834,2
835,4780835,2
836,4780836,2
837,4780837,2
838,4780838,2
839,4780839,2
840,4780840,2
841,4780841,2
842,4780842,2
843,4780843,2
844,4780844,2
845,4780845,2
846,4780846,2
847,4780847,2
848,4780848,2
849,4780849,2
850,4780850,2
851,4780851,2
852,4780852,2
853,4780853,2
854,4780854,2
855,4780855,2
856,4780856,2
857,4780857,2
858,4780858,2
859,4780859,2
860,4780860,2
861,4780861,2
862,4780862,2
863,4780863,2
864,4780864,2
865,4780865,2
866,4780866,2
867,4780867,2
868,4780868,2
869,4780869,2
870,4780870,2
871,4780871,2
872,4780872,2
873,4780873,2
874,4780874,2
875,4780875,2
876,4780876,2
877,4780877,2
878,4780878,2
879,4780879,2
880,4780880,2
881,4780881,2
882,4780882,2
883,4780883,2
884,4780884,2
885,4780885,2
886,4780886,2
887,4780887,2
888,4780888,2
889,4780889,2
890,4780890,2
891,4780891,2
892,4780892,2
893,4780893,2
894,4780894,2
895,4780895,2
896,4780896,2
897,4780897,2
898,4780898,2
899,4780899,2
900,4780900,2
901,4780901,2
902,4780902,2
903,4780903,2
904,4780904,2
905,4780905,2
906,4780906,2
907,4780907,2
908,4780908,2
909,4780909,2
910,4780910,2
911,4780911,2
912,4780912,3
913,4780913,3
914,4780914,2
915,4780915,3
916,4780916,2
917,4780917,2
918,4780918,2
919,4780919,2
920,4780920,2
921,4780921,2
922,4780922,2
923,4780923,2
924,4780924,2
925,4780925,2
926,4780926,2
927,4780927,2
928,4780928,2
929,4780929,2
930,4780930,2
931,4780931,2
932,4780932,2
933,4780933,2
934,4780934,2
935,4780935,2
936,4780936,2
937,4780937,2
938,4780938,2
939,4780939,2
940,4780940,2
941,4780941,2
942,4780942,2
943,4780943,2
944,4780944,2
945,4780945,2
946,4780946,2
947,4780947,2
948,4780948,2
949,4780949,2
950,4780950,2
951,4780951,2
952,4780952,2
953,4780953,2
954,4780954,2
955,4780955,2
956,4780956,2
957,4780957,2
958,4780958,2
959,4780959,2
960,4780960,2
961,4780961,2
962,4780962,2
963,4780963,2
964,4780964,2
965,4780965,2
966,4780966,2
967,4780967,2
968,4780968,2
969,4780969,2
970,4780970,2
971,4780971,2
972,4780972,2
973,4780973,2
974,4780974,2
975,4780975,2
976,4780976,2
977,4780977,3
978,4780978,2
979,4780979,3
980,4780980,3
981,4780981,2
982,4780982,2
983,4780983,2
984,4780984,2
985,4780985,2
986,4780986,3
987,4780987,3
988,4780988,2
989,4780989,2
990,4780990,2
991,4780991,2
992,4780992,2
993,4780993,2
994,4780994,2
995,4780995,2
996,4780996,2
997,4780997,2
998,4780998,2
999,4780999,2
1000,4781000,3
1001,4781001,2
1002,4781002,3
1003,4781003,2
1004,4781004,3
1005,4781005,3
1006,4781006,2
1007,4781007,2
1008,4781008,2
1009,4781009,2
1010,4781010,2
1011,4781011,2
1012,4781012,2
1013,4781013,2
1014,4781014,2
1015,4781015,2
1016,4781016,2
1017,4781017,2
1018,4781018,2
1019,4781019,3
1020,4781020,2
1021,4781021,2
1022,4781022,2
1023,4781023,2
1024,4781024,2
1025,4781025,2
1026,4781026,2
1027,4781027,2
1028,4781028,2
1029,4781029,2
1030,4781030,2
1031,4781031,2
1032,4781032,2
1033,4781033,2
1034,4781034,2
1035,4781035,2
1036,4781036,2
1037,4781037,3
1038,4781038,2
1039,4781039,2
1040,4781040,2
1041,4781041,2
1042,4781042,2
1043,4781043,2
1044,4781044,3
1045,4781045,2
1046,4781046,2
1047,4781047,2
1048,4781048,2
1049,4781049,2
1050,4781050,2
1051,4781051,2
1052,4781052,2
1053,4781053,2
1054,4781054,2
1055,4781055,2
1056,4781056,2
1057,4781057,2
1058,4781058,2
1059,4781059,2
1060,4781060,2
1061,4781061,2
1062,4781062,2
1063,4781063,2
1064,4781064,2
1065,4781065,2
1066,4781066,2
1067,4781067,2
1068,4781068,2
1069,4781069,2
1070,4781070,2
1071,4781071,2
1072,4781072,2
1073,4781073,2
1074,4781074,2
1075,4781075,3
1076,4781076,2
1077,4781077,2
1078,4781078,2
1079,4781079,2
1080,4781080,2
1081,4781081,2
1082,4781082,2
1083,4781083,2
1084,4781084,2
1085,4781085,2
1086,4781086,2
1087,4781087,2
1088,4781088,2
1089,4781089,2
1090,4781090,2
1091,4781091,2
1092,4781092,2
1093,4781093,2
1094,4781094,2
1095,4781095,2
1096,4781096,2
1097,4781097,2
1098,4781098,2
1099,4781099,2
1100,4781100,2
1101,4781101,2
1102,4781102,2
1103,4781103,2
1104,4781104,2
1105,4781105,2
1106,4781106,2
1107,4781107,2
1108,4781108,2
1109,4781109,2
1110,4781110,2
1111,4781111,2
1112,4781112,2
1113,4781113,2
1114,4781114,2
1115,4781115,3
1116,4781116,2
1117,4781117,2
1118,4781118,2
1119,4781119,2
1120,4781120,2
1121,4781121,2
1122,4781122,2
1123,4781123,2
1124,4781124,2
1125,4781125,2
1126,4781126,2
1127,4781127,2
1128,4781128,2
1129,4781129,2
1130,4781130,2
1131,4781131,2
1132,4781132,2
1133,4781133,2
1134,4781134,2
1135,4781135,2
1136,4781136,2
1137,4781137,2
1138,4781138,2
1139,4781139,2
1140,4781140,2
1141,4781141,2
1142,4781142,2
1143,4781143,2
1144,4781144,2
1145,4781145,2
1146,4781146,2
1147,4781147,2
1148,4781148,2
1149,4781149,2
1150,4781150,2
1151,4781151,2
1152,4781152,2
1153,4781153,2
1154,4781154,2
1155,4781155,2
1156,4781156,2
1157,4781157,2
1158,4781158,2
1159,4781159,2
1160,4781160,2
1161,4781161,2
1162,4781162,2
1163,4781163,2
1164,4781164,2
1165,4781165,2
1166,4781166,2
1167,4781167,2
1168,4781168,2
1169,4781169,2
1170,4781170,1
1171,4781171,2
1172,4781172,2
1173,4781173,2
1174,4781174,2
1175,4781175,2
1176,4781176,2
1177,4781177,2
1178,4781178,2
1179,4781179,2
1180,4781180,2
1181,4781181,2
1182,4781182,2
1183,4781183,2
1184,4781184,2
1185,4781185,2
1186,4781186,2
1187,4781187,2
1188,4781188,2
1189,4781189,2
1190,4781190,2
1191,4781191,2
1192,4781192,2
1193,4781193,2
1194,4781194,2
1195,4781195,2
1196,4781196,2
1197,4781197,2
1198,4781198,2
1199,4781199,2
1200,4781200,2
1201,4781201,2
1202,4781202,2
1203,4781203,2
1204,4781204,2
1205,4781205,2
1206,4781206,2
1207,4781207,2
1208,4781208,2
1209,4781209,2
1210,4781210,2
1211,4781211,2
1212,4781212,2
1213,4781213,2
1214,4781214,2
1215,4781215,2
1216,4781216,2
1217,4781217,2
1218,4781218,2
1219,4781219,2
1220,4781220,2
1221,4781221,2
1222,4781222,2
1223,4781223,2
1224,4781224,2
1225,4781225,2
1226,4781226,2
1227,4781227,2
1228,4781228,2
1229,4781229,2
1230,4781230,2
1231,4781231,2
1232,4781232,2
1233,4781233,2
1234,4781234,2
1235,4781235,2
1236,4781236,2
1237,4781237,2
1238,4781238,3
1239,4781239,2
1240,4781240,2
1241,4781241,2
1242,4781242,2
1243,4781243,3
1244,4781244,2
1245,4781245,2
1246,4781246,2
1247,4781247,2
1248,4781248,2
1249,4781249,2
1250,4781250,2
1251,4781251,2
1252,4781252,2
1253,4781253,2
1254,4781254,3
1255,4781255,2
1256,4781256,2
1257,4781257,2
1258,4781258,2
1259,4781259,2
1260,4781260,2
1261,4781261,2
1262,4781262,2
1263,4781263,2
1264,4781264,2
1265,4781265,2
1266,4781266,2
1267,4781267,2
1268,4781268,2
1269,4781269,2
1270,4781270,2
1271,4781271,2
1272,4781272,2
1273,4781273,2
1274,4781274,2
1275,4781275,2
1276,4781276,2
1277,4781277,2
1278,4781278,2
1279,4781279,2
1280,4781280,2
1281,4781281,2
1282,4781282,2
1283,4781283,2
1284,4781284,2
1285,4781285,2
1286,4781286,2
1287,4781287,2
1288,4781288,2
1289,4781289,2
1290,4781290,2
1291,4781291,2
1292,4781292,2
1293,4781293,2
1294,4781294,2
1295,4781295,2
1296,4781296,2
1297,4781297,2
1298,4781298,2
1299,4781299,3
1300,4781300,1
1301,4781301,2
1302,4781302,2
1303,4781303,2
1304,4781304,2
1305,4781305,2
1306,4781306,2
1307,4781307,2
1308,4781308,2
1309,4781309,2
1310,4781310,2
1311,4781311,2
1312,4781312,2
1313,4781313,2
1314,4781314,2
1315,4781315,2
1316,4781316,2
1317,4781317,2
1318,4781318,2
1319,4781319,2
1320,4781320,2
1321,4781321,2
1322,4781322,2
1323,4781323,2
1324,4781324,2
1325,4781325,2
1326,4781326,2
1327,4781327,2
1328,4781328,2
1329,4781329,2
1330,4781330,2
1331,4781331,2
1332,4781332,2
1333,4781333,2
1334,4781334,2
1335,4781335,2
1336,4781336,2
1337,4781337,2
1338,4781338,2
1339,4781339,2
1340,4781340,2
1341,4781341,2
1342,4781342,2
1343,4781343,2
1344,4781344,2
1345,4781345,2
1346,4781346,2
1347,4781347,2
1348,4781348,2
1349,4781349,2
1350,4781350,2
1351,4781351,2
1352,4781352,2
1353,4781353,2
1354,4781354,2
1355,4781355,2
1356,4781356,3
1357,4781357,2
1358,4781358,2
1359,4781359,3
1360,4781360,2
1361,4781361,2
1362,4781362,2
1363,4781363,2
1364,4781364,2
1365,4781365,2
1366,4781366,3
1367,4781367,2
1368,4781368,2
1369,4781369,2
1370,4781370,2
1371,4781371,2
1372,4781372,2
1373,4781373,2
1374,4781374,2
1375,4781375,2
1376,4781376,2
1377,4781377,2
1378,4781378,2
1379,4781379,2
1380,4781380,2
1381,4781381,2
1382,4781382,2
1383,4781383,2
1384,4781384,2
1385,4781385,1
1386,4781386,2
1387,4781387,2
1388,4781388,2
1389,4781389,2
1390,4781390,2
1391,4781391,2
1392,4781392,2
1393,4781393,2
1394,4781394,2
1395,4781395,2
1396,4781396,2
1397,4781397,2
1398,4781398,2
1399,4781399,2
1400,4781400,2
1401,4781401,2
1402,4781402,2
1403,4781403,2
1404,4781404,2
1405,4781405,2
1406,4781406,2
1407,4781407,2
1408,4781408,2
1409,4781409,2
1410,4781410,2
1411,4781411,2
1412,4781412,2
1413,4781413,2
1414,4781414,2
1415,4781415,2
1416,4781416,2
1417,4781417,2
1418,4781418,2
1419,4781419,2
1420,4781420,2
1421,4781421,2
1422,4781422,2
1423,4781423,2
1424,4781424,2
1425,4781425,2
1426,4781426,2
1427,4781427,3
1428,4781428,2
1429,4781429,1
1430,4781430,2
1431,4781431,2
1432,4781432,2
1433,4781433,2
1434,4781434,2
1435,4781435,3
1436,4781436,2
1437,4781437,2
1438,4781438,2
1439,4781439,2
1440,4781440,2
1441,4781441,2
1442,4781442,2
1443,4781443,2
1444,4781444,2
1445,4781445,2
1446,4781446,2
1447,4781447,2
1448,4781448,2
1449,4781449,2
1450,4781450,2
1451,4781451,2
1452,4781452,2
1453,4781453,2
1454,4781454,2
1455,4781455,2
1456,4781456,2
1457,4781457,2
1458,4781458,2
1459,4781459,2
1460,4781460,2
1461,4781461,2
1462,4781462,2
1463,4781463,2
1464,4781464,2
1465,4781465,2
1466,4781466,2
1467,4781467,2
1468,4781468,2
1469,4781469,2
