,time,washer
0,4300000,3
1,4300001,2
2,4300002,2
3,4300003,2
4,4300004,2
5,4300005,2
6,4300006,2
7,4300007,2
8,4300008,2
9,4300009,2
10,4300010,2
11,4300011,2
12,4300012,2
13,4300013,4
14,4300014,2
15,4300015,3
16,4300016,2
17,4300017,2
18,4300018,2
19,4300019,3
20,4300020,2
21,4300021,2
22,4300022,2
23,4300023,2
24,4300024,2
25,4300025,2
26,4300026,2
27,4300027,2
28,4300028,2
29,4300029,2
30,4300030,4
31,4300031,2
32,4300032,3
33,4300033,2
34,4300034,3
35,4300035,2
36,4300036,2
37,4300037,2
38,4300038,2
39,4300039,2
40,4300040,3
41,4300041,2
42,4300042,2
43,4300043,2
44,4300044,2
45,4300045,3
46,4300046,2
47,4300047,2
48,4300048,2
49,4300049,3
50,4300050,2
51,4300051,2
52,4300052,2
53,4300053,2
54,4300054,2
55,4300055,2
56,4300056,2
57,4300057,2
58,4300058,4
59,4300059,2
60,4300060,2
61,4300061,2
62,4300062,2
63,4300063,2
64,4300064,3
65,4300065,2
66,4300066,2
67,4300067,2
68,4300068,2
69,4300069,2
70,4300070,2
71,4300071,2
72,4300072,2
73,4300073,2
74,4300074,2
75,4300075,2
76,4300076,2
77,4300077,2
78,4300078,2
79,4300079,2
80,4300080,3
81,4300081,2
82,4300082,2
83,4300083,3
84,4300084,2
85,4300085,2
86,4300086,2
87,4300087,2
88,4300088,2
89,4300089,3
90,4300090,2
91,4300091,2
92,4300092,2
93,4300093,2
94,4300094,2
95,4300095,2
96,4300096,2
97,4300097,2
98,4300098,2
99,4300099,2
100,4300100,2
101,4300101,2
102,4300102,2
103,4300103,2
104,4300104,2
105,4300105,2
106,4300106,2
107,4300107,2
108,4300108,2
109,4300109,2
110,4300110,2
111,4300111,2
112,4300112,2
113,4300113,2
114,4300114,2
115,4300115,2
116,4300116,2
117,4300117,3
118,4300118,2
119,4300119,2
120,4300120,2
121,4300121,2
122,4300122,2
123,4300123,2
124,4300124,2
125,4300125,2
126,4300126,2
127,4300127,2
128,4300128,2
129,4300129,2
130,4300130,2
131,4300131,2
132,4300132,2
133,4300133,2
134,4300134,2
135,4300135,2
136,4300136,2
137,4300137,1
138,4300138,2
139,4300139,2
140,4300140,2
141,4300141,2
142,4300142,2
143,4300143,3
144,4300144,2
145,4300145,2
146,4300146,2
147,4300147,2
148,4300148,2
149,4300149,2
150,4300150,3
151,4300151,2
152,4300152,2
153,4300153,2
154,4300154,3
155,4300155,2
156,4300156,2
157,4300157,2
158,4300158,2
159,4300159,2
160,4300160,2
161,4300161,2
162,4300162,2
163,4300163,2
164,4300164,2
165,4300165,2
166,4300166,2
167,4300167,2
168,4300168,2
169,4300169,2
170,4300170,2
171,4300171,2
172,4300172,2
173,4300173,3
174,4300174,2
175,4300175,2
176,4300176,2
177,4300177,2
178,4300178,2
179,4300179,2
180,4300180,2
181,4300181,2
182,4300182,3
183,4300183,3
184,4300184,2
185,4300185,2
186,4300186,2
187,4300187,2
188,4300188,2
189,4300189,2
190,4300190,2
191,4300191,2
192,4300192,3
193,4300193,2
194,4300194,2
195,4300195,2
196,4300196,3
197,4300197,2
198,4300198,1
199,4300199,2
200,4300200,2
201,4300201,2
202,4300202,2
203,4300203,2
204,4300204,2
205,4300205,2
206,4300206,2
207,4300207,2
208,4300208,2
209,4300209,3
210,4300210,3
211,4300211,1
212,4300212,6
213,4300213,2
214,4300214,2
215,4300215,3
216,4300216,2
217,4300217,2
218,4300218,2
219,4300219,3
220,4300220,3
221,4300221,2
222,4300222,3
223,4300223,2
224,4300224,2
225,4300225,2
226,4300226,2
227,4300227,2
228,4300228,2
229,4300229,2
230,4300230,2
231,4300231,2
232,4300232,2
233,4300233,2
234,4300234,2
235,4300235,2
236,4300236,2
237,4300237,2
238,4300238,2
239,4300239,2
240,4300240,2
241,4300241,3
242,4300242,2
243,4300243,2
244,4300244,2
245,4300245,2
246,4300246,3
247,4300247,2
248,4300248,2
249,4300249,2
250,4300250,3
251,4300251,2
252,4300252,2
253,4300253,2
254,4300254,2
255,4300255,2
256,4300256,2
257,4300257,2
258,4300258,2
259,4300259,2
260,4300260,2
261,4300261,2
262,4300262,2
263,4300263,2
264,4300264,1
265,4300265,2
266,4300266,3
267,4300267,2
268,4300268,2
269,4300269,2
270,4300270,2
271,4300271,3
272,4300272,2
273,4300273,2
274,4300274,2
275,4300275,2
276,4300276,2
277,4300277,2
278,4300278,3
279,4300279,3
280,4300280,2
281,4300281,2
282,4300282,2
283,4300283,2
284,4300284,2
285,4300285,2
286,4300286,2
287,4300287,2
288,4300288,3
289,4300289,2
290,4300290,2
291,4300291,2
292,4300292,3
293,4300293,2
294,4300294,2
295,4300295,2
296,4300296,2
297,4300297,2
298,4300298,2
299,4300299,2
300,4300300,2
301,4300301,2
302,4300302,2
303,4300303,2
304,4300304,2
305,4300305,2
306,4300306,2
307,4300307,2
308,4300308,3
309,4300309,2
310,4300310,2
311,4300311,3
312,4300312,2
313,4300313,2
314,4300314,2
315,4300315,2
316,4300316,2
317,4300317,2
318,4300318,2
319,4300319,2
320,4300320,2
321,4300321,2
322,4300322,3
323,4300323,2
324,4300324,2
325,4300325,2
326,4300326,2
327,4300327,2
328,4300328,2
329,4300329,2
330,4300330,2
331,4300331,2
332,4300332,2
333,4300333,2
334,4300334,2
335,4300335,2
336,4300336,2
337,4300337,3
338,4300338,3
339,4300339,2
340,4300340,3
341,4300341,2
342,4300342,2
343,4300343,2
344,4300344,2
345,4300345,2
346,4300346,2
347,4300347,3
348,4300348,2
349,4300349,2
350,4300350,2
351,4300351,2
352,4300352,2
353,4300353,2
354,4300354,2
355,4300355,3
356,4300356,2
357,4300357,2
358,4300358,2
359,4300359,2
360,4300360,2
361,4300361,2
362,4300362,2
363,4300363,2
364,4300364,2
365,4300365,2
366,4300366,2
367,4300367,2
368,4300368,2
369,4300369,2
370,4300370,3
371,4300371,2
372,4300372,2
373,4300373,2
374,4300374,2
375,4300375,2
376,4300376,2
377,4300377,2
378,4300378,2
379,4300379,2
380,4300380,2
381,4300381,2
382,4300382,2
383,4300383,2
384,4300384,2
385,4300385,2
386,4300386,2
387,4300387,2
388,4300388,2
389,4300389,2
390,4300390,3
391,4300391,2
392,4300392,2
393,4300393,2
394,4300394,2
395,4300395,2
396,4300396,2
397,4300397,2
398,4300398,2
399,4300399,2
400,4300400,2
401,4300401,2
402,4300402,2
403,4300403,2
404,4300404,2
405,4300405,2
406,4300406,2
407,4300407,3
408,4300408,2
409,4300409,2
410,4300410,2
411,4300411,2
412,4300412,2
413,4300413,2
414,4300414,2
415,4300415,3
416,4300416,2
417,4300417,2
418,4300418,2
419,4300419,2
420,4300420,2
421,4300421,2
422,4300422,2
423,4300423,2
424,4300424,2
425,4300425,2
426,4300426,2
427,4300427,3
428,4300428,2
429,4300429,2
430,4300430,2
431,4300431,2
432,4300432,2
433,4300433,2
434,4300434,2
435,4300435,2
436,4300436,2
437,4300437,3
438,4300438,2
439,4300439,3
440,4300440,2
441,4300441,2
442,4300442,2
443,4300443,2
444,4300444,2
445,4300445,2
446,4300446,2
447,4300447,2
448,4300448,2
449,4300449,1
450,4300450,2
451,4300451,2
452,4300452,2
453,4300453,3
454,4300454,2
455,4300455,3
456,4300456,1
457,4300457,2
458,4300458,2
459,4300459,2
460,4300460,3
461,4300461,2
462,4300462,2
463,4300463,2
464,4300464,2
465,4300465,2
466,4300466,2
467,4300467,2
468,4300468,2
469,4300469,2
470,4300470,2
471,4300471,2
472,4300472,2
473,4300473,2
474,4300474,2
475,4300475,2
476,4300476,2
477,4300477,2
478,4300478,2
479,4300479,2
480,4300480,2
481,4300481,2
482,4300482,2
483,4300483,2
484,4300484,3
485,4300485,2
486,4300486,3
487,4300487,3
488,4300488,2
489,4300489,2
490,4300490,2
491,4300491,2
492,4300492,2
493,4300493,2
494,4300494,2
495,4300495,2
496,4300496,2
497,4300497,2
498,4300498,2
499,4300499,2
500,4300500,2
501,4300501,2
502,4300502,2
503,4300503,2
504,4300504,2
505,4300505,2
506,4300506,2
507,4300507,2
508,4300508,2
509,4300509,2
510,4300510,2
511,4300511,2
512,4300512,2
513,4300513,2
514,4300514,2
515,4300515,2
516,4300516,2
517,4300517,2
518,4300518,3
519,4300519,2
520,4300520,2
521,4300521,2
522,4300522,2
523,4300523,2
524,4300524,2
525,4300525,2
526,4300526,2
527,4300527,2
528,4300528,2
529,4300529,2
530,4300530,2
531,4300531,2
532,4300532,2
533,4300533,2
534,4300534,2
535,4300535,2
536,4300536,2
537,4300537,2
538,4300538,2
539,4300539,2
540,4300540,2
541,4300541,2
542,4300542,2
543,4300543,2
544,4300544,2
545,4300545,2
546,4300546,2
547,4300547,3
548,4300548,2
549,4300549,2
550,4300550,2
551,4300551,2
552,4300552,2
553,4300553,1
554,4300554,2
555,4300555,2
556,4300556,2
557,4300557,2
558,4300558,2
559,4300559,2
560,4300560,2
561,4300561,3
562,4300562,2
563,4300563,2
564,4300564,2
565,4300565,3
566,4300566,2
567,4300567,2
568,4300568,2
569,4300569,2
570,4300570,2
571,4300571,2
572,4300572,2
573,4300573,3
574,4300574,2
575,4300575,2
576,4300576,3
577,4300577,2
578,4300578,2
579,4300579,2
580,4300580,2
581,4300581,2
582,4300582,2
583,4300583,3
584,4300584,2
585,4300585,2
586,4300586,2
587,4300587,2
588,4300588,1
589,4300589,2
590,4300590,2
591,4300591,2
592,4300592,2
593,4300593,2
594,4300594,2
595,4300595,3
596,4300596,2
597,4300597,2
598,4300598,2
599,4300599,3
600,4300600,3
601,4300601,2
602,4300602,2
603,4300603,2
604,4300604,2
605,4300605,3
606,4300606,2
607,4300607,2
608,4300608,3
609,4300609,1
610,4300610,3
611,4300611,2
612,4300612,3
613,4300613,2
614,4300614,4
615,4300615,2
616,4300616,2
617,4300617,3
618,4300618,2
619,4300619,2
620,4300620,3
621,4300621,2
622,4300622,2
623,4300623,3
624,4300624,1
625,4300625,3
626,4300626,1
627,4300627,2
628,4300628,2
629,4300629,3
630,4300630,2
631,4300631,2
632,4300632,2
633,4300633,1
634,4300634,2
635,4300635,2
636,4300636,2
637,4300637,2
638,4300638,2
639,4300639,2
640,4300640,3
641,4300641,2
642,4300642,2
643,4300643,2
644,4300644,3
645,4300645,2
646,4300646,2
647,4300647,2
648,4300648,2
649,4300649,2
650,4300650,2
651,4300651,2
652,4300652,2
653,4300653,2
654,4300654,2
655,4300655,2
656,4300656,2
657,4300657,2
658,4300658,2
659,4300659,2
660,4300660,2
661,4300661,1
662,4300662,2
663,4300663,2
664,4300664,2
665,4300665,2
666,4300666,3
667,4300667,2
668,4300668,2
669,4300669,2
670,4300670,2
671,4300671,2
672,4300672,2
673,4300673,2
674,4300674,2
675,4300675,2
676,4300676,3
677,4300677,2
678,4300678,2
679,4300679,2
680,4300680,2
681,4300681,2
682,4300682,3
683,4300683,2
684,4300684,2
