,time,washer
2,3320002,2
3,3320003,1
4,3320004,1
5,3320005,1
6,3320006,1
7,3320007,1
8,3320008,1
9,3320009,1
10,3320010,2
11,3320011,2
12,3320012,1
13,3320013,2
14,3320014,1
15,3320015,2
16,3320016,2
17,3320017,2
18,3320018,1
19,3320019,1
20,3320020,1
21,3320021,1
22,3320022,2
23,3320023,2
24,3320024,2
25,3320025,2
26,3320026,2
27,3320027,1
28,3320028,1
29,3320029,2
30,3320030,2
31,3320031,2
32,3320032,2
33,3320033,2
34,3320034,2
35,3320035,2
36,3320036,2
37,3320037,2
38,3320038,2
39,3320039,2
40,3320040,2
41,3320041,2
42,3320042,2
43,3320043,2
44,3320044,2
45,3320045,2
46,3320046,2
47,3320047,2
48,3320048,2
49,3320049,2
50,3320050,2
51,3320051,2
52,3320052,2
53,3320053,2
54,3320054,2
55,3320055,2
56,3320056,2
57,3320057,2
58,3320058,2
59,3320059,2
60,3320060,2
61,3320061,2
62,3320062,2
63,3320063,2
64,3320064,2
65,3320065,2
66,3320066,3
67,3320067,2
68,3320068,2
69,3320069,2
70,3320070,3
71,3320071,3
72,3320072,2
73,3320073,2
74,3320074,2
75,3320075,2
76,3320076,2
77,3320077,2
78,3320078,2
79,3320079,2
80,3320080,2
81,3320081,2
82,3320082,2
83,3320083,3
84,3320084,2
85,3320085,2
86,3320086,2
87,3320087,2
88,3320088,2
89,3320089,2
90,3320090,2
91,3320091,2
92,3320092,2
93,3320093,1
94,3320094,2
95,3320095,2
96,3320096,2
97,3320097,2
98,3320098,2
99,3320099,2
100,3320100,2
101,3320101,2
102,3320102,2
103,3320103,2
104,3320104,2
105,3320105,2
106,3320106,2
107,3320107,2
108,3320108,2
109,3320109,2
110,3320110,2
111,3320111,2
112,3320112,2
113,3320113,2
114,3320114,2
115,3320115,2
116,3320116,2
117,3320117,2
118,3320118,2
119,3320119,2
120,3320120,2
121,3320121,2
122,3320122,2
123,3320123,2
124,3320124,2
125,3320125,2
126,3320126,2
127,3320127,2
128,3320128,2
129,3320129,2
130,3320130,2
131,3320131,2
132,3320132,2
133,3320133,2
134,3320134,2
135,3320135,2
136,3320136,2
137,3320137,2
138,3320138,3
139,3320139,2
140,3320140,2
141,3320141,2
142,3320142,2
143,3320143,2
144,3320144,2
145,3320145,2
146,3320146,2
147,3320147,2
148,3320148,2
149,3320149,2
150,3320150,2
151,3320151,2
152,3320152,2
153,3320153,2
154,3320154,2
155,3320155,1
156,3320156,2
157,3320157,2
158,3320158,2
159,3320159,2
160,3320160,2
161,3320161,2
162,3320162,2
163,3320163,2
164,3320164,2
165,3320165,2
166,3320166,2
167,3320167,2
168,3320168,2
169,3320169,3
170,3320170,2
171,3320171,2
172,3320172,2
173,3320173,2
174,3320174,2
175,3320175,1
176,3320176,2
177,3320177,2
178,3320178,2
179,3320179,2
180,3320180,2
181,3320181,2
182,3320182,2
183,3320183,2
184,3320184,2
185,3320185,2
186,3320186,2
187,3320187,2
188,3320188,2
189,3320189,2
190,3320190,2
191,3320191,2
192,3320192,2
193,3320193,2
194,3320194,2
195,3320195,2
196,3320196,2
197,3320197,2
198,3320198,2
199,3320199,2
200,3320200,2
201,3320201,2
202,3320202,2
203,3320203,2
204,3320204,2
205,3320205,2
206,3320206,2
207,3320207,2
208,3320208,2
209,3320209,2
210,3320210,2
211,3320211,2
212,3320212,2
213,3320213,2
214,3320214,2
215,3320215,2
216,3320216,2
217,3320217,2
218,3320218,2
219,3320219,2
220,3320220,2
221,3320221,2
222,3320222,2
223,3320223,2
224,3320224,2
225,3320225,2
226,3320226,2
227,3320227,2
228,3320228,2
229,3320229,2
230,3320230,2
231,3320231,2
232,3320232,2
233,3320233,2
234,3320234,2
235,3320235,3
236,3320236,2
237,3320237,2
238,3320238,2
239,3320239,2
240,3320240,2
241,3320241,2
242,3320242,2
243,3320243,2
244,3320244,2
245,3320245,2
246,3320246,2
247,3320247,2
248,3320248,2
249,3320249,2
250,3320250,2
251,3320251,2
252,3320252,2
253,3320253,2
254,3320254,2
255,3320255,2
256,3320256,2
257,3320257,2
258,3320258,3
259,3320259,2
260,3320260,2
261,3320261,2
262,3320262,2
263,3320263,2
264,3320264,2
265,3320265,2
266,3320266,2
267,3320267,2
268,3320268,2
269,3320269,2
270,3320270,2
271,3320271,2
272,3320272,2
273,3320273,2
274,3320274,2
275,3320275,2
276,3320276,2
277,3320277,2
278,3320278,2
279,3320279,2
280,3320280,2
281,3320281,2
282,3320282,2
283,3320283,3
284,3320284,3
285,3320285,2
286,3320286,2
287,3320287,2
288,3320288,3
289,3320289,3
290,3320290,2
291,3320291,2
292,3320292,2
293,3320293,2
294,3320294,2
295,3320295,2
296,3320296,3
297,3320297,2
298,3320298,2
299,3320299,2
300,3320300,2
301,3320301,2
302,3320302,2
303,3320303,2
304,3320304,2
305,3320305,2
306,3320306,2
307,3320307,2
308,3320308,2
309,3320309,2
310,3320310,2
311,3320311,3
312,3320312,2
313,3320313,2
314,3320314,2
315,3320315,2
316,3320316,2
317,3320317,2
318,3320318,2
319,3320319,2
320,3320320,2
321,3320321,3
322,3320322,2
323,3320323,2
324,3320324,2
325,3320325,2
326,3320326,2
327,3320327,2
328,3320328,2
329,3320329,2
330,3320330,2
331,3320331,3
332,3320332,3
333,3320333,2
334,3320334,2
335,3320335,2
336,3320336,2
337,3320337,3
338,3320338,2
339,3320339,2
340,3320340,2
341,3320341,2
342,3320342,2
343,3320343,2
344,3320344,2
345,3320345,2
346,3320346,3
347,3320347,2
348,3320348,2
349,3320349,2
350,3320350,2
351,3320351,2
352,3320352,2
353,3320353,2
354,3320354,2
355,3320355,5
356,3320356,2
357,3320357,2
358,3320358,2
359,3320359,2
360,3320360,2
361,3320361,2
362,3320362,2
363,3320363,2
364,3320364,2
365,3320365,3
366,3320366,2
367,3320367,2
368,3320368,3
369,3320369,2
370,3320370,2
371,3320371,3
372,3320372,2
373,3320373,2
374,3320374,2
375,3320375,2
376,3320376,2
377,3320377,2
378,3320378,2
379,3320379,2
